snapshot_id,captured_at_utc,captured_at_local,event_slug,target_date,model_version,feature_schema_version,cutoff_hour,high_so_far,current_temp,rise_from_7am,dewpoint_c,humidity,pressure,pressure_trend_3h,wind_speed_kmh,forecast_high,forecast_gap,wind_group,cloud_group
20260603T000958-0400,2026-06-03T04:09:58.601654+00:00,2026-06-03T00:09:56.615870-04:00,highest-temperature-in-toronto-on-june-3-2026,2026-06-03,v0.4.9 HGBC feature-based ML model,toronto_feature_store_v0.1,9,18.0,18.0,1.0,4.0,40.0,1003.87,0.0,17.0,29.0,11.0,N-NE,Fair/clear
20260603T001959-0400,2026-06-03T04:19:59.767552+00:00,2026-06-03T00:19:59.478688-04:00,highest-temperature-in-toronto-on-june-3-2026,2026-06-03,v0.4.9 HGBC feature-based ML model,toronto_feature_store_v0.1,9,18.0,18.0,1.0,4.0,40.0,1003.87,0.0,17.0,29.0,11.0,N-NE,Fair/clear
20260603T003016-0400,2026-06-03T04:30:16.169402+00:00,2026-06-03T00:30:15.911071-04:00,highest-temperature-in-toronto-on-june-3-2026,2026-06-03,v0.4.9 HGBC feature-based ML model,toronto_feature_store_v0.1,9,18.0,18.0,1.0,4.0,40.0,1003.87,0.0,17.0,29.0,11.0,N-NE,Fair/clear
20260603T004017-0400,2026-06-03T04:40:17.931885+00:00,2026-06-03T00:40:17.638706-04:00,highest-temperature-in-toronto-on-june-3-2026,2026-06-03,v0.4.9 HGBC feature-based ML model,toronto_feature_store_v0.1,9,18.0,18.0,1.0,4.0,40.0,1003.87,0.0,17.0,29.0,11.0,N-NE,Fair/clear
20260603T005019-0400,2026-06-03T04:50:19.657230+00:00,2026-06-03T00:50:19.387636-04:00,highest-temperature-in-toronto-on-june-3-2026,2026-06-03,v0.4.9 HGBC feature-based ML model,toronto_feature_store_v0.1,9,18.0,18.0,1.0,4.0,40.0,1003.87,0.0,17.0,29.0,11.0,N-NE,Fair/clear
20260603T010025-0400,2026-06-03T05:00:25.911945+00:00,2026-06-03T01:00:25.622283-04:00,highest-temperature-in-toronto-on-june-3-2026,2026-06-03,v0.4.9 HGBC feature-based ML model,toronto_feature_store_v0.1,9,18.0,18.0,1.0,4.0,40.0,1003.87,0.0,17.0,28.8,10.8,N-NE,Fair/clear
20260603T011027-0400,2026-06-03T05:10:27.521945+00:00,2026-06-03T01:10:27.246908-04:00,highest-temperature-in-toronto-on-june-3-2026,2026-06-03,v0.4.9 HGBC feature-based ML model,toronto_feature_store_v0.1,9,18.0,18.0,1.0,4.0,40.0,1003.87,0.0,17.0,28.8,10.8,N-NE,Fair/clear
20260603T012032-0400,2026-06-03T05:20:32.570621+00:00,2026-06-03T01:20:32.335684-04:00,highest-temperature-in-toronto-on-june-3-2026,2026-06-03,v0.4.9 HGBC feature-based ML model,toronto_feature_store_v0.1,9,18.0,18.0,1.0,4.0,40.0,1003.87,0.0,17.0,28.8,10.8,N-NE,Fair/clear
20260603T013033-0400,2026-06-03T05:30:33.890017+00:00,2026-06-03T01:30:33.620131-04:00,highest-temperature-in-toronto-on-june-3-2026,2026-06-03,v0.4.9 HGBC feature-based ML model,toronto_feature_store_v0.1,9,18.0,18.0,1.0,4.0,40.0,1003.87,0.0,17.0,28.8,10.8,N-NE,Fair/clear
20260603T014035-0400,2026-06-03T05:40:35.090729+00:00,2026-06-03T01:40:34.809365-04:00,highest-temperature-in-toronto-on-june-3-2026,2026-06-03,v0.4.9 HGBC feature-based ML model,toronto_feature_store_v0.1,9,18.0,18.0,1.0,4.0,40.0,1003.87,0.0,17.0,28.8,10.8,N-NE,Fair/clear
20260603T015036-0400,2026-06-03T05:50:36.356141+00:00,2026-06-03T01:50:36.119871-04:00,highest-temperature-in-toronto-on-june-3-2026,2026-06-03,v0.4.9 HGBC feature-based ML model,toronto_feature_store_v0.1,9,18.0,18.0,1.0,4.0,40.0,1003.87,0.0,17.0,28.7,10.7,N-NE,Fair/clear
20260603T020039-0400,2026-06-03T06:00:39.298958+00:00,2026-06-03T02:00:39.066258-04:00,highest-temperature-in-toronto-on-june-3-2026,2026-06-03,v0.4.9 HGBC feature-based ML model,toronto_feature_store_v0.1,9,18.0,18.0,1.0,4.0,40.0,1003.87,0.0,17.0,28.7,10.7,N-NE,Fair/clear
20260603T021040-0400,2026-06-03T06:10:40.518364+00:00,2026-06-03T02:10:40.225391-04:00,highest-temperature-in-toronto-on-june-3-2026,2026-06-03,v0.4.9 HGBC feature-based ML model,toronto_feature_store_v0.1,9,18.0,17.0,0.0,4.0,42.0,1003.87,0.0,19.0,28.7,10.7,N-NE,Fair/clear
20260603T022041-0400,2026-06-03T06:20:41.683955+00:00,2026-06-03T02:20:41.426326-04:00,highest-temperature-in-toronto-on-june-3-2026,2026-06-03,v0.4.9 HGBC feature-based ML model,toronto_feature_store_v0.1,9,18.0,17.0,0.0,4.0,42.0,1003.87,0.0,19.0,28.7,10.7,N-NE,Fair/clear
