snapshot_id,captured_at_utc,captured_at_local,event_slug,target_date,model_version,feature_schema_version,cutoff_hour,high_so_far,current_temp,rise_from_7am,warming_rate_2h,hours_at_peak,dewpoint_c,humidity,pressure,pressure_trend_3h,wind_speed_kmh,forecast_high,forecast_gap,wind_group,cloud_group
20260609T000249-0400,2026-06-09T04:02:49.441866+00:00,2026-06-09T00:02:48.212559-04:00,highest-temperature-in-toronto-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,17.0,17.0,0.0,0.0,0.0,10.0,60.0,,0.0,15.0,25.7,8.7,E-SE/onshore-ish,Partly cloudy
20260609T001303-0400,2026-06-09T04:13:03.024134+00:00,2026-06-09T00:13:02.702977-04:00,highest-temperature-in-toronto-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,18.0,17.0,0.0,0.0,7.0,12.0,71.0,999.88,0.0,,25.7,7.699999999999999,E-SE/onshore-ish,Partly cloudy
20260609T002324-0400,2026-06-09T04:23:24.191387+00:00,2026-06-09T00:23:23.949331-04:00,highest-temperature-in-toronto-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,18.0,18.0,1.0,0.0,7.0,11.0,66.0,999.88,0.0,,25.7,7.699999999999999,E-SE/onshore-ish,Partly cloudy
20260609T003337-0400,2026-06-09T04:33:37.032970+00:00,2026-06-09T00:33:36.771799-04:00,highest-temperature-in-toronto-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,18.0,17.0,0.0,0.0,7.0,11.0,67.0,999.88,0.0,,25.7,7.699999999999999,E-SE/onshore-ish,Partly cloudy
20260609T004351-0400,2026-06-09T04:43:51.693915+00:00,2026-06-09T00:43:51.433888-04:00,highest-temperature-in-toronto-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,18.0,17.0,0.0,0.0,7.0,11.0,68.0,999.88,0.0,,25.7,7.699999999999999,E-SE/onshore-ish,Partly cloudy
20260609T005411-0400,2026-06-09T04:54:11.441408+00:00,2026-06-09T00:54:11.126490-04:00,highest-temperature-in-toronto-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,18.0,17.0,0.0,0.0,7.0,11.0,69.0,999.88,0.0,,25.5,7.5,E-SE/onshore-ish,Mostly cloudy/overcast
20260609T010424-0400,2026-06-09T05:04:24.057712+00:00,2026-06-09T01:04:23.763555-04:00,highest-temperature-in-toronto-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,18.0,17.0,0.0,0.0,7.0,12.0,70.0,999.88,0.0,,25.5,7.5,E-SE/onshore-ish,Mostly cloudy/overcast
20260609T011439-0400,2026-06-09T05:14:39.938912+00:00,2026-06-09T01:14:39.638754-04:00,highest-temperature-in-toronto-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,18.0,17.0,0.0,0.0,7.0,12.0,70.0,999.88,0.0,,25.5,7.5,E-SE/onshore-ish,Partly cloudy
20260609T012453-0400,2026-06-09T05:24:53.318099+00:00,2026-06-09T01:24:53.047014-04:00,highest-temperature-in-toronto-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,18.0,18.0,1.0,0.0,7.0,12.0,70.0,999.88,0.0,,25.5,7.5,E-SE/onshore-ish,Partly cloudy
20260609T013507-0400,2026-06-09T05:35:07.500850+00:00,2026-06-09T01:35:07.249188-04:00,highest-temperature-in-toronto-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,18.0,18.0,1.0,0.0,7.0,12.0,70.0,999.88,0.0,,25.5,7.5,N-NE,Partly cloudy
