snapshot_id,captured_at_utc,captured_at_local,event_slug,target_date,source,forecast_kind,issue_time,issue_time_basis,valid_time,horizon_minutes,target_temp_c,forecast_high_c,cloud_cover,wind_speed_kmh,condition,source_url,payload_hash,is_changed
20260610T000156-0400,2026-06-10T04:01:56.612521+00:00,2026-06-10T00:01:56.612521-04:00,highest-temperature-in-nyc-on-june-10-2026,2026-06-10,weather_forecast,hourly,2026-06-10T00:01:56.612521-04:00,capture_fallback,2026-06-10T01:00:00-04:00,58,72,,50,8,Partly Cloudy,https://api.weather.com/v3/wx/forecast/hourly/15day,77e8b14710046879712649fed50c616e07b81f417d29e0df05abfa633d523258,true
20260610T000156-0400,2026-06-10T04:01:56.612521+00:00,2026-06-10T00:01:56.612521-04:00,highest-temperature-in-nyc-on-june-10-2026,2026-06-10,weather_forecast,hourly,2026-06-10T00:01:56.612521-04:00,capture_fallback,2026-06-10T02:00:00-04:00,118,71,,55,7,Partly Cloudy,https://api.weather.com/v3/wx/forecast/hourly/15day,71dab52649bb2f944b9ce3a8097c161120c573d7591659f91f5146f56620439c,true
20260610T000156-0400,2026-06-10T04:01:56.612521+00:00,2026-06-10T00:01:56.612521-04:00,highest-temperature-in-nyc-on-june-10-2026,2026-06-10,weather_forecast,hourly,2026-06-10T00:01:56.612521-04:00,capture_fallback,2026-06-10T03:00:00-04:00,178,70,,47,8,Partly Cloudy,https://api.weather.com/v3/wx/forecast/hourly/15day,c6cf31cb3018bfb6d3f05f07a28087cb24c13508b9e0b9b573cc389303ad5164,true
20260610T000156-0400,2026-06-10T04:01:56.612521+00:00,2026-06-10T00:01:56.612521-04:00,highest-temperature-in-nyc-on-june-10-2026,2026-06-10,weather_forecast,hourly,2026-06-10T00:01:56.612521-04:00,capture_fallback,2026-06-10T04:00:00-04:00,238,70,,70,8,Mostly Cloudy,https://api.weather.com/v3/wx/forecast/hourly/15day,97dddefec78c4564020612355f464bf797eac425da850058176a01f5d9fbcfb9,true
20260610T000156-0400,2026-06-10T04:01:56.612521+00:00,2026-06-10T00:01:56.612521-04:00,highest-temperature-in-nyc-on-june-10-2026,2026-06-10,weather_forecast,hourly,2026-06-10T00:01:56.612521-04:00,capture_fallback,2026-06-10T05:00:00-04:00,298,69,,83,8,Cloudy,https://api.weather.com/v3/wx/forecast/hourly/15day,1e232b0b292e8ae47c08afe4dd369ce817ee058f64936c3b33b7b152aba05f52,true
20260610T000156-0400,2026-06-10T04:01:56.612521+00:00,2026-06-10T00:01:56.612521-04:00,highest-temperature-in-nyc-on-june-10-2026,2026-06-10,weather_forecast,hourly,2026-06-10T00:01:56.612521-04:00,capture_fallback,2026-06-10T06:00:00-04:00,358,69,,79,7,Mostly Cloudy,https://api.weather.com/v3/wx/forecast/hourly/15day,a9eba462272e4489b23580e49e2a6f37d2b4a693ff3ccc28ecc47b08e1a96b2f,true
20260610T000156-0400,2026-06-10T04:01:56.612521+00:00,2026-06-10T00:01:56.612521-04:00,highest-temperature-in-nyc-on-june-10-2026,2026-06-10,weather_forecast,hourly,2026-06-10T00:01:56.612521-04:00,capture_fallback,2026-06-10T07:00:00-04:00,418,69,,74,7,Mostly Cloudy,https://api.weather.com/v3/wx/forecast/hourly/15day,fb2c0d818b049bc35dd66884f5ae6ab92ec1c2f42f5ed7530365ed0553d93721,true
20260610T000156-0400,2026-06-10T04:01:56.612521+00:00,2026-06-10T00:01:56.612521-04:00,highest-temperature-in-nyc-on-june-10-2026,2026-06-10,weather_forecast,hourly,2026-06-10T00:01:56.612521-04:00,capture_fallback,2026-06-10T08:00:00-04:00,478,71,,82,9,Cloudy,https://api.weather.com/v3/wx/forecast/hourly/15day,b25781e4eef2d0a7e856bb5151009745c4310082298a6e878fbd877bcb0460b4,true
20260610T000156-0400,2026-06-10T04:01:56.612521+00:00,2026-06-10T00:01:56.612521-04:00,highest-temperature-in-nyc-on-june-10-2026,2026-06-10,weather_forecast,hourly,2026-06-10T00:01:56.612521-04:00,capture_fallback,2026-06-10T09:00:00-04:00,538,73,,86,8,Cloudy,https://api.weather.com/v3/wx/forecast/hourly/15day,d008e0302f40b5cb67b82e05d62dc96d8a6884aa71f145309b70139a9bd0c8be,true
20260610T000156-0400,2026-06-10T04:01:56.612521+00:00,2026-06-10T00:01:56.612521-04:00,highest-temperature-in-nyc-on-june-10-2026,2026-06-10,weather_forecast,hourly,2026-06-10T00:01:56.612521-04:00,capture_fallback,2026-06-10T10:00:00-04:00,598,74,,81,9,Cloudy,https://api.weather.com/v3/wx/forecast/hourly/15day,da8791d35bed9b3a93870e504783eaa5830e6f8d2490911b31c7902188eaa588,true
