cycle,station,target_date,synthetic_floor_f,synthetic_forecast_high_f,feature,v1_value,v1_state,v2_value,v2_state
20260917T19Z,KSEA,2026-09-17,80.0,85.0,nbm_prob_tmax_p90,,dropped,,unavailable
20260917T19Z,KSEA,2026-09-17,80.0,85.0,nbm_prob_tmax_mean,,dropped,,unavailable
20260917T19Z,KSEA,2026-09-17,80.0,85.0,nbm_prob_tmax_stddev,2.0,present,,unavailable
20260917T19Z,KSEA,2026-09-17,80.0,85.0,nbm_prob_tmax_iqr,3.0,present,,unavailable
20260917T19Z,KSEA,2026-09-17,80.0,85.0,nbm_prob_tmax_p10_p90_spread,4.0,present,,unavailable
20260917T19Z,KSEA,2026-09-17,80.0,85.0,nbm_prob_tmax_p50_vs_forecast_high,,dropped,,unavailable
20260917T19Z,KSEA,2026-09-17,80.0,85.0,nbm_prob_tmax_p90_vs_forecast_high,,dropped,,unavailable
20260917T19Z,KSEA,2026-09-17,80.0,85.0,nbm_prob_tmax_exceed_forecast_high,,dropped,,unavailable
20260917T19Z,KSEA,2026-09-17,80.0,85.0,nbm_prob_tmax_physical_valid_flag,0.0,present,0.0,unavailable
20260917T19Z,KSEA,2026-09-17,80.0,85.0,nbm_prob_tmax_impossible_flag,1.0,present,1.0,unavailable
20260917T19Z,KSEA,2026-09-17,80.0,85.0,nbm_prob_tmax_floor_gap,-24.0,present,,unavailable
20260917T19Z,KSFO,2026-09-17,,85.0,nbm_prob_tmax_p10,57.0,present,,unavailable
20260917T19Z,KSFO,2026-09-17,,85.0,nbm_prob_tmax_p25,58.0,present,,unavailable
20260917T19Z,KSFO,2026-09-17,,85.0,nbm_prob_tmax_p50,59.0,present,,unavailable
20260917T19Z,KSFO,2026-09-17,,85.0,nbm_prob_tmax_p75,59.0,present,,unavailable
20260917T19Z,KSFO,2026-09-17,,85.0,nbm_prob_tmax_p90,60.0,present,,unavailable
20260917T19Z,KSFO,2026-09-17,,85.0,nbm_prob_tmax_mean,59.0,present,,unavailable
20260917T19Z,KSFO,2026-09-17,,85.0,nbm_prob_tmax_stddev,1.0,present,,unavailable
20260917T19Z,KSFO,2026-09-17,,85.0,nbm_prob_tmax_iqr,1.0,present,,unavailable
20260917T19Z,KSFO,2026-09-17,,85.0,nbm_prob_tmax_p10_p90_spread,3.0,present,,unavailable
20260917T19Z,KSFO,2026-09-17,,85.0,nbm_prob_tmax_p50_vs_forecast_high,-26.0,present,,unavailable
20260917T19Z,KSFO,2026-09-17,,85.0,nbm_prob_tmax_p90_vs_forecast_high,-25.0,present,,unavailable
20260917T19Z,KSFO,2026-09-17,,85.0,nbm_prob_tmax_exceed_forecast_high,0.09999999999999998,present,,unavailable
20260917T19Z,KSFO,2026-09-17,,85.0,nbm_prob_tmax_physical_valid_flag,1.0,present,0.0,unavailable
20260917T19Z,KSFO,2026-09-17,,85.0,nbm_prob_tmax_impossible_flag,0.0,present,1.0,unavailable
20260917T19Z,KSFO,2026-09-17,,85.0,nbm_prob_tmax_floor_gap,,dropped,,unavailable
20260917T19Z,KSFO,2026-09-17,80.0,85.0,nbm_prob_tmax_p10,,dropped,,unavailable
20260917T19Z,KSFO,2026-09-17,80.0,85.0,nbm_prob_tmax_p25,,dropped,,unavailable
20260917T19Z,KSFO,2026-09-17,80.0,85.0,nbm_prob_tmax_p50,,dropped,,unavailable
20260917T19Z,KSFO,2026-09-17,80.0,85.0,nbm_prob_tmax_p75,,dropped,,unavailable
20260917T19Z,KSFO,2026-09-17,80.0,85.0,nbm_prob_tmax_p90,,dropped,,unavailable
20260917T19Z,KSFO,2026-09-17,80.0,85.0,nbm_prob_tmax_mean,,dropped,,unavailable
20260917T19Z,KSFO,2026-09-17,80.0,85.0,nbm_prob_tmax_stddev,1.0,present,,unavailable
20260917T19Z,KSFO,2026-09-17,80.0,85.0,nbm_prob_tmax_iqr,1.0,present,,unavailable
20260917T19Z,KSFO,2026-09-17,80.0,85.0,nbm_prob_tmax_p10_p90_spread,3.0,present,,unavailable
20260917T19Z,KSFO,2026-09-17,80.0,85.0,nbm_prob_tmax_p50_vs_forecast_high,,dropped,,unavailable
20260917T19Z,KSFO,2026-09-17,80.0,85.0,nbm_prob_tmax_p90_vs_forecast_high,,dropped,,unavailable
20260917T19Z,KSFO,2026-09-17,80.0,85.0,nbm_prob_tmax_exceed_forecast_high,,dropped,,unavailable
20260917T19Z,KSFO,2026-09-17,80.0,85.0,nbm_prob_tmax_physical_valid_flag,0.0,present,0.0,unavailable
20260917T19Z,KSFO,2026-09-17,80.0,85.0,nbm_prob_tmax_impossible_flag,1.0,present,1.0,unavailable
20260917T19Z,KSFO,2026-09-17,80.0,85.0,nbm_prob_tmax_floor_gap,-20.0,present,,unavailable
