snapshot_id,captured_at_utc,captured_at_local,event_slug,target_date,model_version,feature_schema_version,cutoff_hour,high_so_far,current_temp,rise_from_7am,dewpoint_c,humidity,pressure,pressure_trend_3h,wind_speed_kmh,forecast_high,forecast_gap,wind_group,cloud_group
20260607T020349-0400,2026-06-07T06:03:49.445150+00:00,2026-06-07T00:03:49.135282-06:00,highest-temperature-in-denver-on-june-7-2026,2026-06-07,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,70.0,70.0,53.0,42.0,36.0,,0.0,20.0,93.4,23.400000000000006,S-SW,Mostly cloudy/overcast
20260607T021401-0400,2026-06-07T06:14:01.994166+00:00,2026-06-07T00:14:01.913957-06:00,highest-temperature-in-denver-on-june-7-2026,2026-06-07,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,71.0,71.0,54.0,40.0,33.0,,0.0,15.0,93.4,22.400000000000006,S-SW,Mostly cloudy/overcast
20260607T022411-0400,2026-06-07T06:24:11.351294+00:00,2026-06-07T00:24:11.269792-06:00,highest-temperature-in-denver-on-june-7-2026,2026-06-07,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,71.0,71.0,54.0,40.0,33.0,,0.0,15.0,93.4,22.400000000000006,S-SW,Partly cloudy
20260607T023428-0400,2026-06-07T06:34:28.890898+00:00,2026-06-07T00:34:28.797384-06:00,highest-temperature-in-denver-on-june-7-2026,2026-06-07,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,71.0,71.0,54.0,40.0,33.0,,0.0,15.0,93.4,22.400000000000006,S-SW,Partly cloudy
20260607T024438-0400,2026-06-07T06:44:38.111752+00:00,2026-06-07T00:44:38.000244-06:00,highest-temperature-in-denver-on-june-7-2026,2026-06-07,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,71.0,71.0,54.0,40.0,33.0,,0.0,15.0,93.4,22.400000000000006,S-SW,Partly cloudy
20260607T025447-0400,2026-06-07T06:54:47.174093+00:00,2026-06-07T00:54:47.095585-06:00,highest-temperature-in-denver-on-june-7-2026,2026-06-07,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,71.0,71.0,54.0,40.0,33.0,,0.0,15.0,93.5,22.5,S-SW,Partly cloudy
20260607T030456-0400,2026-06-07T07:04:56.516457+00:00,2026-06-07T01:04:56.427927-06:00,highest-temperature-in-denver-on-june-7-2026,2026-06-07,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,71.0,71.0,54.0,40.0,32.0,,0.0,15.0,93.5,22.5,S-SW,Partly cloudy
20260607T031507-0400,2026-06-07T07:15:07.837420+00:00,2026-06-07T01:15:07.755519-06:00,highest-temperature-in-denver-on-june-7-2026,2026-06-07,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,73.0,73.0,56.0,38.0,28.0,24.18,0.0,16.0,93.5,20.5,S-SW,Partly cloudy
20260607T032527-0400,2026-06-07T07:25:27.418972+00:00,2026-06-07T01:25:27.330843-06:00,highest-temperature-in-denver-on-june-7-2026,2026-06-07,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,73.0,73.0,56.0,38.0,28.0,24.18,0.0,16.0,93.5,20.5,S-SW,Partly cloudy
20260607T033539-0400,2026-06-07T07:35:39.822819+00:00,2026-06-07T01:35:39.712310-06:00,highest-temperature-in-denver-on-june-7-2026,2026-06-07,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,73.0,73.0,56.0,38.0,28.0,24.18,0.0,16.0,93.5,20.5,S-SW,Partly cloudy
