hypothesis,axis,cell,band_rows,snapshots,date_clusters,market_clusters,market_days,population_share,model_brier,market_brier,edge,ci_low,ci_high,standard_error,raw_p,raw_power_abs_effect,family_power_abs_effect,raw_80pct_mde,family_80pct_mde,lodo_positive_share,lomo_positive_share,valid_book_share,reward_window_share,holm_adjusted_p,support_ok,stability_ok,statistical_ok,skill_candidate,min_size_evidence,quotable_candidate,economic_all_scenarios_cleared_share,economic_zero_reward_scenarios_cleared_share
hour_x_probability_gap:open_07_08|within_10pp,hour_x_probability_gap,open_07_08|within_10pp,38734,4667,49,12,515,0.28653858957382433,0.03179697215128171,0.030765020653689263,-0.0010319514975924472,-0.0016141017693656686,-0.00046605282519135194,0.0002899134101597844,0.9998142307351395,0.9722322290753593,0.5890384406681524,0.000720862406091199,0.0012106973346674426,0.0,0.0,0.690659369029793,0.6735684411628027,1.0,True,False,False,False,ABSENT,False,,
hour_x_probability_gap:open_07_08|model_higher_10pp,hour_x_probability_gap,open_07_08|model_higher_10pp,5750,3859,49,12,507,0.042536192751832756,0.16104972459762604,0.08600518030434783,-0.0750445442932782,-0.10212802277091061,-0.05167563355573393,0.012670503812254246,0.9999999984172318,0.9999905676722556,0.9951778872333799,0.03150488919934858,0.05291285141289338,0.0,0.0,0.8706086956521739,0.8318260869565217,1.0,True,False,False,False,ABSENT,False,,
hour_x_probability_gap:primary_09_14|model_lower_10pp,hour_x_probability_gap,primary_09_14|model_lower_10pp,3931,2766,49,12,523,0.029079960644774708,0.284736413297734,0.20750143977359453,-0.07723497352413955,-0.10775772387545893,-0.04810283340504773,0.015073901071013831,0.9999998502448141,0.9997482629234757,0.9632176090834046,0.03748087606310751,0.06294959532799393,0.0,0.0,1.0,0.5331976596285932,1.0,True,False,False,False,ABSENT,False,,
hour_x_probability_gap:primary_09_14|within_10pp,hour_x_probability_gap,primary_09_14|within_10pp,27162,3154,49,12,523,0.2009335769609185,0.022371428674944474,0.021652624364921585,-0.0007188043100228912,-0.0011657528861378052,-0.0003121564677849928,0.00021606317606772855,0.9995607919213402,0.9537127749454909,0.4969603369367699,0.0005372356555774613,0.0009022939340433022,0.0,0.0,0.4993373094764745,0.43593991605920035,1.0,True,False,False,False,ABSENT,False,,
hour_x_probability_gap:primary_09_14|model_higher_10pp,hour_x_probability_gap,primary_09_14|model_higher_10pp,3601,2631,49,12,522,0.026638753060756477,0.18580445165849674,0.10304353228269926,-0.08276091937579748,-0.10765308180133573,-0.059379410852374886,0.012332686912114955,0.9999999999903151,0.9999997967014399,0.9996325977030369,0.030664915969691956,0.05150210597556145,0.0,0.0,0.9264093307414607,0.6303804498750347,1.0,True,False,False,False,ABSENT,False,,
hour_x_probability_gap:afternoon_15_17|model_lower_10pp,hour_x_probability_gap,afternoon_15_17|model_lower_10pp,1054,979,48,12,453,0.00779706907137943,0.26853868460584257,0.11784256688804555,-0.150696117717797,-0.21309584923796795,-0.09824410575902305,0.029726816082963278,0.9999998004287294,0.9996920483669355,0.9586227032294561,0.0739149808737202,0.12414112537932306,0.0,0.0,1.0,0.5208728652751423,1.0,False,False,False,False,ABSENT,False,,
hour_x_probability_gap:afternoon_15_17|within_10pp,hour_x_probability_gap,afternoon_15_17|within_10pp,14821,1550,49,12,523,0.10963981091737622,0.00710430908703448,0.006766143681263073,-0.0003381654057714071,-0.0006399088334505237,-4.615092672198049e-05,0.00015003056635268087,0.9879011841235975,0.7287785783534928,0.13996706097054934,0.00037304723154617687,0.0006265374433756849,0.0,0.0,0.2572026179070238,0.21941839282099723,1.0,True,False,False,False,ABSENT,False,,
hour_x_probability_gap:afternoon_15_17|model_higher_10pp,hour_x_probability_gap,afternoon_15_17|model_higher_10pp,1175,924,48,12,443,0.00869217851885278,0.17687969095175515,0.08046697744680852,-0.09641271350494665,-0.12895261708908637,-0.0625901839271055,0.01685842243575072,0.9999999946412298,0.9999769047282263,0.9914492924950938,0.04191804357459446,0.07040187309173486,0.0,0.0,0.8348936170212766,0.4902127659574468,1.0,False,False,False,False,ABSENT,False,,
hour_x_probability_gap:lock_in_18_20|model_lower_10pp,hour_x_probability_gap,lock_in_18_20|model_lower_10pp,1453,1451,39,12,306,0.010748710968419652,0.32495101117519803,0.0020651428079834825,-0.32288586836721456,-0.4215392643398974,-0.23272597145746346,0.04882309198229319,0.9999999999812185,0.999999662689291,0.999479011417245,0.12139739082704175,0.20388842068605093,0.0,0.0,1.0,0.9807295251204404,1.0,True,False,False,False,ABSENT,False,,
hour_x_probability_gap:lock_in_18_20|within_10pp,hour_x_probability_gap,lock_in_18_20|within_10pp,28810,2918,49,12,521,0.21312481968353073,0.0003301914323916417,2.143202880944116e-05,-0.00030875940358220057,-0.00040498800640918986,-0.00022606604691739597,4.5683542417398726e-05,0.9999999999930361,0.999999842132171,0.9996917087928696,0.00011359097976056138,0.00019077745666345146,0.0,0.0,0.08243665393960431,0.08125650815688996,1.0,True,False,False,False,ABSENT,False,,
hour_x_probability_gap:lock_in_18_20|model_higher_10pp,hour_x_probability_gap,lock_in_18_20|model_higher_10pp,1835,1288,39,12,290,0.013574593686889236,0.16904768047485613,0.0014954655313351498,-0.167552214943521,-0.2348835885112551,-0.11799668775373888,0.029706065117822224,0.9999999915141113,0.9999677187907853,0.9894416888963626,0.07386338412056535,0.12405446799367746,0.0,0.0,0.20326975476839237,0.1907356948228883,1.0,True,False,False,False,ABSENT,False,,
season_x_hour:B|open_07_08,season_x_hour,B|open_07_08,19657,1787,22,12,195,0.14541459842135243,0.07497258251700618,0.05921800061046956,-0.015754581906536627,-0.023267793897613874,-0.008420738865494893,0.0037982395268261757,0.9999832204353549,0.9938429074234034,0.7920113989659556,0.009444227097703326,0.015861696321748373,0.0,0.0,0.747367350053416,0.7192348781604517,1.0,True,False,False,False,ABSENT,False,,
season_x_hour:B|primary_09_14,season_x_hour,B|primary_09_14,13574,1234,22,12,203,0.1004150052892831,0.06419443483308405,0.048115149790039786,-0.016079285043044268,-0.02349688255097577,-0.00935870502322135,0.0035923033776496882,0.9999961979453328,0.997681198227534,0.8731884947665994,0.00893217203990279,0.015001693513384885,0.0,0.0,0.5911301016649477,0.45763960512744956,1.0,True,False,False,False,ABSENT,False,,
season_x_hour:B|afternoon_15_17,season_x_hour,B|afternoon_15_17,6490,590,22,12,203,0.04801041581902515,0.026055537973120633,0.014612117681047768,-0.011443420292072865,-0.019270326490245012,-0.004824019391783844,0.0036566718357404996,0.9991243702492955,0.9311763735541514,0.418793570777791,0.00909222259275631,0.015270500398186272,0.0,0.0,0.33513097072419107,0.2654853620955316,1.0,True,False,False,False,ABSENT,False,,
season_x_hour:B|lock_in_18_20,season_x_hour,B|lock_in_18_20,11275,1025,22,12,201,0.08340792578728945,0.01844292312244648,5.6992017738359195e-05,-0.018385931104708122,-0.03910791197840892,-0.002105032003990544,0.00946509529183956,0.9739615946162049,0.6170127960853686,0.08196940289186139,0.023534721495626795,0.039526856090885,0.0,0.0,0.13286031042128604,0.13082039911308205,1.0,True,False,False,False,ABSENT,False,,
season_x_hour:C|open_07_08,season_x_hour,C|open_07_08,31680,2880,27,12,320,0.23435592806574987,0.07969786246857999,0.06090777956123738,-0.018790082907342624,-0.026320021554646935,-0.012065334488169465,0.003635270296267977,0.9999998822160244,0.9997874364381176,0.9667014065944812,0.009039008202881362,0.015181126171644344,0.0,0.0,0.7550505050505051,0.7311868686868687,1.0,True,False,False,False,ABSENT,False,,
season_x_hour:C|primary_09_14,season_x_hour,C|primary_09_14,21120,1920,27,12,320,0.15623728537716658,0.07219025370928969,0.05311370545691287,-0.01907654825237681,-0.026483714599531222,-0.012070788870928497,0.0036646122908560617,0.999999903320651,0.9998151070947462,0.9693390677779333,0.009111966334782277,0.0153036602573289,0.0,0.0,0.606344696969697,0.4732481060606061,1.0,True,False,False,False,ABSENT,False,,
season_x_hour:C|afternoon_15_17,season_x_hour,C|afternoon_15_17,10560,960,27,12,320,0.07811864268858329,0.04044184980835752,0.021231357552083333,-0.019210492256274192,-0.026685492336787842,-0.011935492126428688,0.0037592683594807547,0.9999998390636273,0.9997351938405884,0.962110770456554,0.009347326269813648,0.01569895018176135,0.0,0.0,0.3477272727272727,0.2513257575757576,1.0,True,False,False,False,ABSENT,False,,
season_x_hour:C|lock_in_18_20,season_x_hour,C|lock_in_18_20,20823,1893,27,12,320,0.15404019855155016,0.028042317143089027,0.0002746820102770974,-0.02776763513281193,-0.03903648635083231,-0.01801354923042031,0.005432389131335056,0.9999998401911749,0.9997364986896266,0.9622201487600365,0.013507499007650525,0.02268601179420733,0.0,0.0,0.12980838495893962,0.12683090813043268,1.0,True,False,False,False,ABSENT,False,,
distance_x_hour:near_abs_le_1|open_07_08,distance_x_hour,near_abs_le_1|open_07_08,5221,4622,49,12,514,0.03862286301866414,0.2502349762133065,0.19972637377896957,-0.050508602434336934,-0.08047634194701991,-0.0259034125374064,0.013862200830845477,0.9998655852713659,0.9771832211178112,0.6214064278144209,0.03446801387743754,0.05788945599059939,0.0,0.0,0.9980846581114728,0.9442635510438613,1.0,True,False,False,False,ABSENT,False,,
distance_x_hour:near_abs_le_1|primary_09_14,distance_x_hour,near_abs_le_1|primary_09_14,3532,3122,49,12,522,0.026128318747734487,0.24381294082333616,0.18677443289920723,-0.05703850792412889,-0.0839265865370625,-0.03309793219056503,0.012902532084867645,0.9999950814176526,0.9972472757021371,0.8613219830085562,0.032081821666132694,0.05388181663276958,0.0,0.0,0.9937712344280861,0.5736126840317101,1.0,True,False,False,False,ABSENT,False,,
distance_x_hour:near_abs_le_1|afternoon_15_17,distance_x_hour,near_abs_le_1|afternoon_15_17,1584,1419,48,12,501,0.011717796403287493,0.1422117176522992,0.08734102683080809,-0.05487069082149112,-0.08242760840233501,-0.02946903921200532,0.013409833433017878,0.9999786004145397,0.9927968846679273,0.7755891403062658,0.03334321371501838,0.056000340193787954,0.0,0.0,0.9090909090909091,0.5473484848484849,1.0,True,False,False,False,ABSENT,False,,
distance_x_hour:near_abs_le_1|lock_in_18_20,distance_x_hour,near_abs_le_1|lock_in_18_20,2858,2527,47,12,464,0.02114233719734574,0.08122944746990209,0.0010931851819454166,-0.08013626228795667,-0.12490438538119805,-0.04339876137586604,0.02100639209889331,0.9999318675200775,0.9849964890324936,0.6845310724271322,0.05223186586421631,0.08772406530312764,0.0,0.0,0.5461861441567529,0.5314905528341498,1.0,True,False,False,False,ABSENT,False,,
distance_x_hour:middle_abs_1_to_3|open_07_08,distance_x_hour,middle_abs_1_to_3|open_07_08,10048,4631,49,12,515,0.07433107213398531,0.1701696978397296,0.13691648124004777,-0.033253216599681855,-0.05195954616690744,-0.016708652157858165,0.008986362689721781,0.9998923738336971,0.9800872992881093,0.642804343575609,0.022344364915547515,0.03752763747908308,0.0,0.0,0.9910429936305732,0.9354100318471338,1.0,True,False,False,False,ABSENT,False,,
distance_x_hour:middle_abs_1_to_3|primary_09_14,distance_x_hour,middle_abs_1_to_3|primary_09_14,6738,3124,49,12,522,0.04984502030640854,0.1530176629431475,0.11647921464084297,-0.036538448302304516,-0.054363015216074465,-0.019844707908850324,0.008708738894804726,0.9999863929281831,0.9946254863035693,0.8054259187488046,0.021654060328802877,0.0363682623802869,0.0,0.0,0.9409320273078065,0.6218462451766102,1.0,True,False,False,False,ABSENT,False,,
distance_x_hour:middle_abs_1_to_3|afternoon_15_17,distance_x_hour,middle_abs_1_to_3|afternoon_15_17,3065,1420,48,12,501,0.02267364013641172,0.0817790351623987,0.04487144934747145,-0.03690758581492725,-0.0568043575921667,-0.01915733436429238,0.009625122323899058,0.9999370914566446,0.9857252580408468,0.6914841350355213,0.023932624687847067,0.04019513942790758,0.0,0.0,0.6920065252854812,0.47895595432300164,1.0,True,False,False,False,ABSENT,False,,
distance_x_hour:middle_abs_1_to_3|lock_in_18_20,distance_x_hour,middle_abs_1_to_3|lock_in_18_20,5456,2528,47,12,464,0.0403612987224347,0.06398346731353487,0.0004581099248533724,-0.06352535738868151,-0.09771070780078789,-0.035823785804827694,0.015849483355658125,0.9999693875757838,0.9909407133235516,0.7497157597181998,0.03940934191614362,0.06618847760086503,0.0,0.0,0.28024193548387094,0.2752932551319648,1.0,True,False,False,False,ABSENT,False,,
distance_x_hour:far_abs_gt_3|open_07_08,distance_x_hour,far_abs_gt_3|open_07_08,35672,4631,49,12,515,0.26388714223363097,0.02625345390476755,0.018341602580455262,-0.007911851324312292,-0.012106832306156433,-0.004813217515501556,0.0018403967289515027,0.9999914211774732,0.9960244425601598,0.832614422847122,0.004576100199929225,0.007685616933843186,0.0,0.0,0.6493608432383943,0.6367739403453689,1.0,True,False,False,False,ABSENT,False,,
distance_x_hour:far_abs_gt_3|primary_09_14,distance_x_hour,far_abs_gt_3|primary_09_14,24094,3124,49,12,522,0.17823774402828843,0.020523848795151563,0.0135305886424006,-0.006993260152750969,-0.01060813955220619,-0.004161862317613604,0.0016453262865295376,0.9999893295408704,0.9954133248838163,0.8201494633740234,0.004091062448815639,0.006870990026510727,0.0,0.0,0.4515232007968789,0.411181206939487,1.0,True,False,False,False,ABSENT,False,,
distance_x_hour:far_abs_gt_3|afternoon_15_17,distance_x_hour,far_abs_gt_3|afternoon_15_17,10971,1420,48,12,501,0.0811590557704969,0.008336705674590642,0.003204898892534865,-0.005131806782055775,-0.009251017977245956,-0.001955530258131261,0.0018640375629632873,0.997047943992956,0.86611359589129,0.2804907288380526,0.004634882539381357,0.007784342600626272,0.0,0.0,0.17382189408440435,0.15650350925166348,1.0,True,False,False,False,ABSENT,False,,
distance_x_hour:far_abs_gt_3|lock_in_18_20,distance_x_hour,far_abs_gt_3|lock_in_18_20,19494,2528,47,12,464,0.14420878982682223,0.007608186760270791,1.3812660305735092e-05,-0.0075943740999650546,-0.013093900221978814,-0.0029672828095044625,0.0025829391875518406,0.9983600311280941,0.9024007036953728,0.346702753487085,0.006422413356110934,0.010786522735369796,0.0,0.0,0.03031702062172976,0.02990663793987894,1.0,True,False,False,False,ABSENT,False,,
book_spread:missing_or_invalid,book_spread,missing_or_invalid,65690,11906,50,12,524,0.4859482611944163,0.006031439009206414,0.0002598227469934542,-0.005771616262212959,-0.00807401048423183,-0.00375151298519144,0.0011071536364372862,0.9999999071055727,0.9998202572599969,0.9698489260357892,0.0027529096837394683,0.004623545892420839,0.0,0.0,0.0,0.0,1.0,True,False,False,False,ABSENT,False,,
book_spread:le_0.002,book_spread,le_0.002,13791,8587,50,12,524,0.10202028421574356,0.039873069560276815,0.0060120284424624755,-0.03386104111781434,-0.048025316114233434,-0.021785532059706555,0.006696287733484008,0.9999997867003949,0.9996773640448084,0.957487374040653,0.016650151108145807,0.02796413490023503,0.0,0.0,1.0,1.0,1.0,True,False,False,False,ABSENT,False,,
book_spread:0.002_to_0.01,book_spread,0.002_to_0.01,25866,9229,49,12,523,0.19134628899459236,0.08293183231918291,0.057521466887033176,-0.025410365432149733,-0.03428106654331731,-0.01804454601337478,0.004093748548581488,0.9999999997301684,0.999997469712672,0.9979649067431431,0.010179002851356063,0.01709576129588032,0.0,0.0,1.0,1.0,1.0,True,False,False,False,ABSENT,False,,
book_spread:0.01_to_0.045,book_spread,0.01_to_0.045,22345,8424,49,12,523,0.1652993438329918,0.13984135738923215,0.1067194208212128,-0.03312193656801937,-0.04484545652732723,-0.02281526524822998,0.005668492623014978,0.9999999974390849,0.9999865543525589,0.9939415380053334,0.01409456440419468,0.023671995395052197,0.0,0.0,1.0,1.0,1.0,True,False,False,False,ABSENT,False,,
book_spread:gt_0.045,book_spread,gt_0.045,7487,3946,49,12,521,0.05538582176225597,0.20925185272510974,0.1631368911112595,-0.04611496161385024,-0.06392629379784437,-0.029821918301346978,0.008736934999752604,0.9999999347570927,0.9998600950684331,0.9740352848778349,0.021724169234920484,0.0364860111559975,0.0,0.0,1.0,0.0,1.0,True,False,False,False,ABSENT,False,,
liquidity:missing,liquidity,missing,0,0,0,0,0,0.0,,,,,,,1.0,0.05,0.00042735042735042735,,,,,,,1.0,False,False,False,False,ABSENT,False,,
liquidity:lt_25,liquidity,lt_25,0,0,0,0,0,0.0,,,,,,,1.0,0.05,0.00042735042735042735,,,,,,,1.0,False,False,False,False,ABSENT,False,,
liquidity:25_to_100,liquidity,25_to_100,568,433,46,12,215,0.004201836084007132,0.23047297737964026,0.16861654929577466,-0.0618564280838656,-0.10568547554563605,-0.015853484571822805,0.022610222769104422,0.9968882992634677,0.8623457326011411,0.27469599355771723,0.05621975050623422,0.09442176692587184,0.0,0.0,0.9982394366197183,0.15316901408450703,1.0,False,False,False,False,ABSENT,False,,
liquidity:100_to_500,liquidity,100_to_500,9504,4296,49,12,520,0.07030677841972496,0.18376200219239724,0.13787309785353535,-0.04588890433886188,-0.06253079400774889,-0.030545850673977703,0.008186018927963638,0.9999999896331873,0.9999626679918339,0.9884362432531918,0.020354330272158373,0.03418534966064704,0.0,0.0,0.9904250841750841,0.49421296296296297,1.0,True,False,False,False,ABSENT,False,,
liquidity:ge_500,liquidity,ge_500,125107,12289,50,12,524,0.9254913854962679,0.04720159973315356,0.030276172740134444,-0.016925426993019115,-0.02202439680883719,-0.01269968406539285,0.0023671740783250588,0.9999999999995662,0.9999999815627683,0.9999320770422159,0.005885918836240243,0.009885473547920617,0.0,0.0,0.47566483090474554,0.457352506254646,1.0,True,False,False,False,ABSENT,False,,
volume:missing,volume,missing,0,0,0,0,0,0.0,,,,,,,1.0,0.05,0.00042735042735042735,,,,,,,1.0,False,False,False,False,ABSENT,False,,
volume:lt_10000,volume,lt_10000,124898,12289,50,12,524,0.923945287359723,0.053908383909171784,0.03873243285520985,-0.015175951053961927,-0.019025373080587066,-0.011611146308270797,0.0018765168396487832,0.9999999999999997,0.9999999999412178,0.9999989971741701,0.00466591194713737,0.007836456875069045,0.0,0.0,0.5188954186616279,0.4647072010760781,1.0,True,False,False,False,ABSENT,False,,
volume:10000_to_30000,volume,10000_to_30000,9801,4368,50,12,362,0.07250386524534136,0.10573939105864581,0.03600857149780635,-0.06973081956083946,-0.10495643927623023,-0.043370424218933924,0.01572921255460842,0.9999953578687079,0.9973511453349574,0.8640637618828886,0.0391102915928784,0.06568621888096332,0.0,0.0,0.46750331598816447,0.39567391082542597,1.0,True,False,False,False,ABSENT,False,,
volume:30000_to_65000,volume,30000_to_65000,442,341,31,10,45,0.003269738642836535,0.029935466433523707,0.007596923076923076,-0.022338543356600633,-0.09578112954860538,1.8756977120615758e-08,0.024772473040180886,0.8164047902482705,0.2287090540000759,0.007493450154471226,0.061596131447427885,0.10345146527143449,0.0,0.0,0.2149321266968326,0.18099547511312217,1.0,False,False,False,False,ABSENT,False,,
volume:ge_65000,volume,ge_65000,38,26,3,2,3,0.00028110875209906864,1.7799649456690603e-05,4.473684210526315e-07,-1.7352281035637967e-05,-2.6505467174169722e-05,2.5000000000000004e-07,1.1390683410873048e-05,0.9361675291952579,0.4516559258878454,0.03506507105578116,2.8322647945328e-05,4.756823783344134e-05,0.3333333333333333,0.5,0.07894736842105263,0.07894736842105263,1.0,False,False,False,False,ABSENT,False,,
