hypothesis,axis,cell,band_rows,snapshots,date_clusters,market_clusters,market_days,population_share,model_brier,market_brier,edge,ci_low,ci_high,standard_error,raw_p,raw_power_abs_effect,family_power_abs_effect,raw_80pct_mde,family_80pct_mde,lodo_positive_share,lomo_positive_share,valid_book_share,reward_window_share,holm_adjusted_p,support_ok,stability_ok,statistical_ok,skill_candidate,min_size_evidence,quotable_candidate,economic_all_scenarios_cleared_share,economic_zero_reward_scenarios_cleared_share
market:austin,market,austin,11418,1038,44,1,44,0.08446578240703068,0.048289791050481236,0.03553416042651953,-0.0127556306239617,-0.01901572628361091,-0.006671094367884288,0.003175590859627201,0.9999704998649788,0.9911520467278807,0.752484805089646,0.00789602683977406,0.013261474823210035,0.0,,0.536170958136276,0.4668067962865651,1.0,True,False,False,False,ABSENT,False,,
market:chicago,market,chicago,11143,1013,43,1,43,0.08243144275368215,0.05788966844526198,0.03679900951269856,-0.02109065893256342,-0.028889739578221187,-0.013410626362100614,0.003955005112349754,0.9999999516051833,0.9998868978269877,0.9771528428768821,0.009834020785103089,0.016516359645036425,0.0,,0.5199676927218881,0.4724041999461545,1.0,True,False,False,False,ABSENT,False,,
market:dallas,market,dallas,11418,1038,44,1,44,0.08446578240703068,0.05944392294274823,0.042979733250131366,-0.016464189692616864,-0.022944848275736653,-0.010444405715822105,0.003200558650353965,0.9999998656406518,0.9997667659369865,0.9648301688455921,0.007958108623738993,0.013365741947896567,0.0,,0.5292520581537923,0.47775442284112807,1.0,True,False,False,False,ABSENT,False,,
market:denver,market,denver,11671,1061,45,1,45,0.08633737488811132,0.06348412198359966,0.035859250492674154,-0.027624871490925507,-0.03377675089212867,-0.02157505685197187,0.003091783305953892,1.0,0.9999999999998451,0.9999999893124931,0.0076876414644433295,0.012911489005715936,0.0,,0.5380858538257218,0.46851169565589923,1.0,True,False,False,False,ABSENT,False,,
market:houston,market,houston,10890,990,42,1,42,0.08055985027260151,0.05503565600358215,0.041606563062442606,-0.013429092941139545,-0.019303945790071594,-0.007901433699070162,0.0029025316496374,0.9999981421544141,0.998567340332285,0.901862738646368,0.007217071978699772,0.012121161729176733,0.0,,0.5001836547291093,0.4404040404040404,1.0,True,False,False,False,ABSENT,False,,
market:los-angeles,market,los-angeles,10989,999,43,1,43,0.08129221254780698,0.058083781273252914,0.02423907684957685,-0.03384470442367605,-0.04356211157538691,-0.024203984754059032,0.0049699076232287585,0.9999999999951176,0.9999998798272116,0.9997450320675674,0.012357550364286811,0.020754658812333626,0.0,,0.39302939302939305,0.34807534807534807,1.0,True,False,False,False,ABSENT,False,,
market:miami,market,miami,11132,1012,43,1,43,0.08235006916754821,0.052696755755077936,0.03441336958767517,-0.018283386167402764,-0.024896426832774446,-0.01166746241541038,0.0034030877920556463,0.999999961192579,0.9999033952939057,0.9792321930328339,0.008461692243103804,0.01421151687053836,0.0,,0.4467301473230327,0.41376212720086236,1.0,True,False,False,False,ABSENT,False,,
market:nyc,market,nyc,11143,1013,43,1,43,0.08243144275368215,0.06319800520893847,0.04205480687427084,-0.02114319833466763,-0.029889201512951897,-0.01330783525792448,0.004248024339917395,0.9999996774198924,0.9995693900730358,0.9497816119972677,0.010562605728100303,0.01774002707603568,0.0,,0.5056089024499686,0.47994256483891234,1.0,True,False,False,False,ABSENT,False,,
market:san-francisco,market,san-francisco,11253,1023,44,1,44,0.08324517861502156,0.056167665945794434,0.038751825046654226,-0.017415840899140205,-0.02345888157735282,-0.011598310797474238,0.0030083149897803998,0.9999999964646036,0.9999829633480213,0.9929516626064134,0.00748009959462764,0.012562919866176202,0.0,,0.5428774549009153,0.46876388518617257,1.0,True,False,False,False,ABSENT,False,,
market:seattle,market,seattle,11000,1000,43,1,43,0.08137358613394093,0.06581728977751036,0.04423704109090909,-0.021580248686601272,-0.027933514356197585,-0.015421448278385532,0.0032121228382258294,0.9999999999908119,0.9999998047406368,0.9996427212912506,0.007986862686164765,0.013414034751690443,0.0,,0.57,0.49918181818181817,1.0,True,False,False,False,ABSENT,False,,
market:toronto,market,toronto,11990,1090,47,1,47,0.08869720888599561,0.05283372696158622,0.04104467925354462,-0.011789047708041596,-0.017422654020307796,-0.006273559748674313,0.0028884279624091995,0.9999776246437173,0.99258741180976,0.7724776774342401,0.0071820035149661515,0.01206226381021964,0.0,,0.5375312760633861,0.4726438698915763,1.0,True,False,False,False,ABSENT,False,,
season:B,season,B,50996,4636,23,12,204,0.3772479453169501,0.05337978885818908,0.03750565750254922,-0.015874131355639864,-0.023101914750057125,-0.009881221577028705,0.003386803630725853,0.9999986141704323,0.9988257223218212,0.9119098529479223,0.008421202085332551,0.014143513149329295,0.0,0.0,0.5174523492038591,0.46176170680053336,1.0,True,False,False,False,ABSENT,False,,
season:C,season,C,84183,7653,27,12,320,0.6227520546830498,0.06011282022726216,0.03897749848544243,-0.021135321741819736,-0.027739561869870644,-0.015239207558967084,0.003170367504076765,0.9999999999869031,0.9999997438758929,0.999568997968584,0.00788303909751032,0.013239661749301353,0.0,0.0,0.5119917322974947,0.4567905634154164,1.0,True,False,False,False,ABSENT,False,,
forecast_distance:missing,forecast_distance,missing,6446,586,41,12,122,0.04768492147448938,0.022673988506681786,0.005216880119453926,-0.017457108387227863,-0.030786438383825835,-0.008301781041612173,0.005763329283364481,0.9987731653028539,0.9168427547505238,0.3800129209287534,0.01433037337600981,0.024068039482321644,0.0,0.0,0.19826248836487745,0.18290412659013341,1.0,True,False,False,False,ABSENT,False,,
forecast_distance:lt_-2.5,forecast_distance,lt_-2.5,49245,11475,50,12,521,0.3642947499241746,0.03348731501807385,0.01901499830439639,-0.01447231671367746,-0.02165812175536878,-0.008990672960467955,0.003262213986345911,0.9999954251069816,0.9973767370529504,0.8647482936176327,0.008111413066700152,0.013623218657622874,0.0,0.0,0.3716925576200629,0.3415575185298,1.0,True,False,False,False,ABSENT,False,,
