policy,city,ahead,hour_start,band_minutes,pulled_minutes,notional,pulled_notional,eligible_moves,large_moves,pulled_large_moves,t3_known_minutes,trade_rows,pulled_trade_rows,baseline_0_minutes,baseline_0_notional,baseline_0_large_moves,baseline_15_minutes,baseline_15_notional,baseline_15_large_moves,baseline_30_minutes,baseline_30_notional,baseline_30_large_moves,baseline_45_minutes,baseline_45_notional,baseline_45_large_moves,pulled_fraction,notional_fraction,large_move_fraction,t3_known_fraction,baseline_0_large_move_fraction,baseline_15_large_move_fraction,baseline_30_large_move_fraction,baseline_45_large_move_fraction,best_clock_large_move_fraction,lift_vs_best_clock
combined_5_95,san-francisco,2,18,149358.0,38797.0,31887.137798069885,9328.543125031112,819.0,160.0,16.0,0.0,2241.0,469.0,38797.0,11103.753654034,47.0,38797.0,7131.323269992983,46.0,38797.0,6379.437690024793,22.0,38797.0,6372.749935011105,22.0,0.25975843275887467,0.2925487757510731,0.1,0.0,0.29375,0.2875,0.1375,0.1375,0.29375,0.3404255319148936
combined_5_95,seattle,0,0,158400.0,50970.0,146028.0806048253,49269.21017101083,6085.0,1434.0,496.0,126597.0,11532.0,3670.0,50970.0,34921.59765284324,241.0,50970.0,31078.598491924462,221.0,50970.0,52630.631351951706,579.0,50970.0,44514.055710019085,414.0,0.321780303030303,0.3373954513881544,0.3458856345885635,0.7992234848484848,0.16806136680613668,0.15411436541143655,0.40376569037656906,0.28870292887029286,0.40376569037656906,0.8566493955094991
combined_5_95,seattle,0,6,158400.0,59543.0,138423.96681222846,52909.367381483054,5129.0,1388.0,300.0,154440.0,9964.0,2592.0,59543.0,29994.32966684635,242.0,59543.0,29171.058278862638,209.0,59543.0,41002.4775308938,528.0,59543.0,51736.16846072961,344.0,0.37590277777777775,0.3822269264487586,0.21613832853025935,0.975,0.17435158501440923,0.1505763688760807,0.3804034582132565,0.2478386167146974,0.3804034582132565,0.5681818181818181
combined_5_95,seattle,0,12,158400.0,113671.0,398166.08659194305,274323.8069653481,12749.0,5300.0,1910.0,154440.0,19410.0,9394.0,113671.0,165814.55537822237,1228.0,113671.0,163542.14222321563,1026.0,113671.0,181692.24102915564,1368.0,113671.0,267734.0223083033,1934.0,0.7176199494949494,0.6889682878654766,0.360377358490566,0.975,0.23169811320754716,0.19358490566037737,0.2581132075471698,0.3649056603773585,0.3649056603773585,0.9875904860392967
combined_5_95,seattle,0,18,158400.0,155331.0,89468.94942987255,88308.60354987255,1222.0,8.0,8.0,154440.0,2195.0,2161.0,155331.0,88434.94620987255,8.0,155331.0,89035.21233987255,8.0,155331.0,88285.86417987254,8.0,155331.0,88154.82534987255,8.0,0.980625,0.9870307420910369,1.0,0.975,1.0,1.0,1.0,1.0,1.0,1.0
combined_5_95,seattle,1,0,154440.0,37708.0,38564.58341994636,6661.788277039257,954.0,97.0,16.0,0.0,2673.0,535.0,37708.0,7810.339829979137,12.0,37708.0,10848.909821936735,26.0,37708.0,11106.228704056231,31.0,37708.0,7462.3985789823155,21.0,0.24415954415954416,0.17274368568943624,0.16494845360824742,0.0,0.12371134020618557,0.26804123711340205,0.31958762886597936,0.21649484536082475,0.31958762886597936,0.5161290322580645
combined_5_95,seattle,1,6,154440.0,36773.0,47042.84892300189,11813.26321703098,1949.0,390.0,48.0,0.0,4528.0,927.0,36773.0,10905.043852033044,37.0,36773.0,12031.718657002111,91.0,36773.0,7984.553226998752,62.0,36773.0,11244.05470705008,42.0,0.2381054131054131,0.25111708766547114,0.12307692307692308,0.0,0.09487179487179487,0.23333333333333334,0.15897435897435896,0.1076923076923077,0.23333333333333334,0.5274725274725275
combined_5_95,seattle,1,12,157729.0,37114.0,51134.63349504971,13490.935791959286,1498.0,160.0,27.0,0.0,3961.0,732.0,37114.0,14508.98512005775,66.0,37114.0,10237.487274044553,15.0,37114.0,9565.195561013497,34.0,37114.0,11876.392636040748,31.0,0.23530232233768045,0.26383167082375447,0.16875,0.0,0.4125,0.09375,0.2125,0.19375,0.4125,0.4090909090909091
combined_5_95,seattle,1,18,158400.0,37389.0,48331.33227294219,9322.388849979176,1991.0,680.0,107.0,0.0,4256.0,841.0,37389.0,13444.175169027827,187.0,37389.0,12436.243683996585,247.0,37389.0,12015.976741957118,193.0,37389.0,7968.24494601597,26.0,0.23604166666666668,0.19288499636907838,0.15735294117647058,0.0,0.275,0.36323529411764705,0.2838235294117647,0.03823529411764706,0.36323529411764705,0.4331983805668016
combined_5_95,seattle,2,0,16445.0,4070.0,557.0662639985368,101.491981002259,31.0,26.0,3.0,0.0,103.0,18.0,4070.0,356.45228399842335,17.0,4070.0,30.700000000000003,0.0,4070.0,56.85199899826538,4.0,4070.0,118.66198100184803,5.0,0.24749163879598662,0.18219014067332856,0.11538461538461539,0.0,0.6538461538461539,0.0,0.15384615384615385,0.19230769230769232,0.6538461538461539,0.17647058823529413
combined_5_95,seattle,2,6,95139.0,22803.0,6277.76736198884,818.9913340012107,203.0,75.0,10.0,0.0,621.0,100.0,22803.0,1163.1922459896653,14.0,22803.0,1254.1891439977273,19.0,22803.0,2446.7969710011052,28.0,22803.0,1045.58174099674,15.0,0.23968088796392648,0.13045901301792562,0.13333333333333333,0.0,0.18666666666666668,0.25333333333333335,0.37333333333333335,0.2,0.37333333333333335,0.3571428571428571
combined_5_95,seattle,2,12,99352.0,23804.0,12056.166224040988,1916.1478980082704,543.0,120.0,26.0,0.0,1382.0,225.0,23804.0,4863.361329995699,41.0,23804.0,3354.234736022872,36.0,23804.0,1865.9659560096873,20.0,23804.0,1510.449697997447,20.0,0.2395925597874225,0.15893509283136076,0.21666666666666667,0.0,0.3416666666666667,0.3,0.16666666666666666,0.16666666666666666,0.3416666666666667,0.6341463414634146
combined_5_95,seattle,2,18,149424.0,35156.0,33488.040810081584,5735.351404988863,768.0,83.0,17.0,0.0,2242.0,476.0,35156.0,12718.025843035597,38.0,35156.0,5784.055543005414,14.0,35156.0,5101.4665449979975,13.0,35156.0,6911.086537023861,14.0,0.23527679623085984,0.17126565980719402,0.20481927710843373,0.0,0.4578313253012048,0.1686746987951807,0.1566265060240964,0.1686746987951807,0.4578313253012048,0.4473684210526316
combined_5_95,toronto,0,0,158400.0,63781.0,161646.5146189398,56228.16393903945,7153.0,1764.0,503.0,152295.0,13687.0,4430.0,63781.0,57401.07729694726,530.0,63781.0,46278.83008012989,380.0,63781.0,81450.00634507499,743.0,63781.0,59098.43155391139,612.0,0.40265782828282826,0.3478464356103803,0.28514739229024944,0.9614583333333333,0.30045351473922904,0.21541950113378686,0.4212018140589569,0.3469387755102041,0.4212018140589569,0.676985195154778
combined_5_95,toronto,0,6,158400.0,77111.0,174997.18745524593,66248.29846424899,6955.0,1887.0,568.0,154440.0,13473.0,4510.0,77111.0,76485.6569499685,765.0,77111.0,60314.53840591059,441.0,77111.0,91078.84160095753,738.0,77111.0,74998.08308427584,649.0,0.4868118686868687,0.37856778973200034,0.3010068892421834,0.975,0.40540540540540543,0.23370429252782193,0.39109697933227344,0.34393216746157923,0.40540540540540543,0.742483660130719
combined_5_95,toronto,0,12,158400.0,129032.0,443830.1278464272,317883.8881443963,14871.0,5990.0,2962.0,154440.0,22886.0,13051.0,129032.0,346438.06266751024,3291.0,129032.0,306422.4448094332,1768.0,129032.0,301199.1140384694,1716.0,129032.0,316549.07202037825,2688.0,0.8145959595959597,0.7162287285156757,0.49449081803005007,0.975,0.5494156928213689,0.2951585976627713,0.28647746243739564,0.44874791318864776,0.5494156928213689,0.900030385900942
combined_5_95,toronto,0,18,158400.0,155738.0,120957.64738126553,117342.16476625743,1435.0,112.0,112.0,154440.0,2871.0,2799.0,155738.0,118021.57485126553,112.0,155738.0,119087.49937625742,112.0,155738.0,117719.98261625742,112.0,155738.0,117352.11916625743,112.0,0.9831944444444445,0.9701095160720852,1.0,0.975,1.0,1.0,1.0,1.0,1.0,1.0
combined_5_95,toronto,1,0,154440.0,47828.0,60091.265366035295,15909.594332037617,2182.0,378.0,119.0,0.0,5257.0,1434.0,47828.0,24862.514301002262,154.0,47828.0,17153.177829957698,111.0,47828.0,14686.290147054226,81.0,47828.0,14566.458579028611,120.0,0.30968660968660966,0.2647571861755139,0.3148148148148148,0.0,0.4074074074074074,0.29365079365079366,0.21428571428571427,0.31746031746031744,0.4074074074074074,0.7727272727272728
combined_5_95,toronto,1,6,154440.0,48928.0,55187.31489095931,13779.963049989887,2071.0,271.0,94.0,0.0,5162.0,1360.0,48928.0,21587.129383997402,115.0,48928.0,18165.837148956718,102.0,48928.0,15918.096362936794,101.0,48928.0,12195.779368002615,48.0,0.31680911680911683,0.24969439222068943,0.34686346863468637,0.0,0.42435424354243545,0.3763837638376384,0.3726937269372694,0.17712177121771217,0.42435424354243545,0.817391304347826
combined_5_95,toronto,1,12,155749.0,48554.0,63299.70143894399,17588.952081969783,2181.0,365.0,99.0,0.0,5657.0,1711.0,48554.0,22215.975250054023,198.0,48554.0,18814.00130297851,66.0,48554.0,17522.007408907753,70.0,48554.0,23747.705175021307,136.0,0.31174517974433225,0.27786785217202464,0.27123287671232876,0.0,0.5424657534246575,0.18082191780821918,0.1917808219178082,0.3726027397260274,0.5424657534246575,0.5
combined_5_95,toronto,1,18,158400.0,49005.0,63238.22009205677,20371.562966027686,2396.0,342.0,61.0,0.0,5904.0,1724.0,49005.0,22845.497568982322,177.0,49005.0,20917.168423044153,95.0,49005.0,10822.162444998883,26.0,49005.0,19799.3310750337,86.0,0.309375,0.32214004341634717,0.1783625730994152,0.0,0.5175438596491229,0.2777777777777778,0.07602339181286549,0.25146198830409355,0.5175438596491229,0.34463276836158185
combined_5_95,toronto,2,6,46677.0,16647.0,3372.5250199928537,1683.6883099999627,116.0,48.0,9.0,0.0,413.0,129.0,16647.0,1596.6673289935532,34.0,16647.0,773.8103509998949,15.0,16647.0,1440.4084800011237,10.0,16647.0,2125.040465992553,12.0,0.3566424577415001,0.49923671433682365,0.1875,0.0,0.7083333333333334,0.3125,0.20833333333333334,0.25,0.7083333333333334,0.2647058823529412
combined_5_95,toronto,2,12,96459.0,30503.0,14395.096400024739,3110.9127580005343,641.0,201.0,37.0,0.0,1532.0,360.0,30503.0,6310.708409026958,121.0,30503.0,2705.7762890044164,16.0,30503.0,3518.6517449942035,42.0,30503.0,3563.1764580163313,64.0,0.31622762002508836,0.21610919937953232,0.18407960199004975,0.0,0.6019900497512438,0.07960199004975124,0.208955223880597,0.31840796019900497,0.6019900497512438,0.30578512396694213
combined_5_95,toronto,2,18,122133.0,39039.0,20587.59821004057,6108.04268501155,800.0,191.0,27.0,0.0,2184.0,614.0,39039.0,9548.58125200101,113.0,39039.0,6355.580646008959,54.0,39039.0,4957.500521021772,34.0,39039.0,5970.182199020529,23.0,0.3196433396379357,0.29668553964845973,0.14136125654450263,0.0,0.5916230366492147,0.28272251308900526,0.17801047120418848,0.12041884816753927,0.5916230366492147,0.23893805309734514
gfs_15,atlanta,0,0,158400.0,13431.0,151773.30533931608,18866.28804602128,5840.0,1212.0,183.0,126579.0,11865.0,1352.0,13431.0,16386.99887602545,92.0,13431.0,17586.10769102126,141.0,13431.0,18222.622595035355,213.0,13431.0,16426.92053004235,159.0,0.08479166666666667,0.12430570714555075,0.15099009900990099,0.7991098484848485,0.07590759075907591,0.11633663366336634,0.17574257425742573,0.1311881188118812,0.17574257425742573,0.8591549295774649
gfs_15,atlanta,0,6,158400.0,13046.0,118630.52907011627,9061.429614037075,4371.0,1267.0,132.0,154440.0,9197.0,666.0,13046.0,11313.53048407403,165.0,13046.0,7435.9206140675005,110.0,13046.0,16188.989587062797,193.0,13046.0,20013.666782072578,248.0,0.08236111111111111,0.07638362304429529,0.10418310970797158,0.975,0.13022888713496447,0.08681925808997633,0.15232833464877663,0.1957379636937648,0.1957379636937648,0.532258064516129
gfs_15,atlanta,0,12,158400.0,13189.0,331098.5044008477,24549.75696499965,10673.0,4884.0,247.0,154440.0,17354.0,1168.0,13189.0,31043.59746393385,297.0,13189.0,22645.299668990552,236.0,13189.0,37140.30603508807,255.0,13189.0,47245.17297601964,335.0,0.08326388888888889,0.07414638434995237,0.050573300573300575,0.975,0.060810810810810814,0.04832104832104832,0.05221130221130221,0.06859131859131859,0.06859131859131859,0.737313432835821
