policy,city,ahead,hour_start,band_minutes,pulled_minutes,notional,pulled_notional,eligible_moves,large_moves,pulled_large_moves,t3_known_minutes,trade_rows,pulled_trade_rows,baseline_0_minutes,baseline_0_notional,baseline_0_large_moves,baseline_15_minutes,baseline_15_notional,baseline_15_large_moves,baseline_30_minutes,baseline_30_notional,baseline_30_large_moves,baseline_45_minutes,baseline_45_notional,baseline_45_large_moves,pulled_fraction,notional_fraction,large_move_fraction,t3_known_fraction,baseline_0_large_move_fraction,baseline_15_large_move_fraction,baseline_30_large_move_fraction,baseline_45_large_move_fraction,best_clock_large_move_fraction,lift_vs_best_clock
combined_5_95,austin,0,0,158400.0,69384.0,102143.49908394352,37323.32641198051,4183.0,986.0,377.0,126555.0,8928.0,3354.0,69384.0,34495.81893201842,221.0,69384.0,35852.38176404766,251.0,69384.0,44946.697150962485,437.0,69384.0,37591.634210979915,341.0,0.43803030303030305,0.36540089919288427,0.38235294117647056,0.7989583333333333,0.22413793103448276,0.25456389452332656,0.4432048681541582,0.345841784989858,0.4432048681541582,0.8627002288329518
combined_5_95,austin,0,6,158400.0,79416.0,87551.54490401414,40621.8538959723,3221.0,808.0,267.0,154440.0,6966.0,2663.0,79416.0,27638.570546058116,215.0,79416.0,28256.007300963316,214.0,79416.0,35741.647341017,300.0,79416.0,38253.5767509377,289.0,0.5013636363636363,0.46397643742903083,0.33044554455445546,0.975,0.2660891089108911,0.26485148514851486,0.3712871287128713,0.35767326732673266,0.3712871287128713,0.89
combined_5_95,austin,0,12,158400.0,119695.0,312576.6047297051,230721.65823769252,10495.0,4348.0,2046.0,154440.0,15687.0,8200.0,119695.0,134500.30858583856,1310.0,119695.0,136535.98170482335,1310.0,119695.0,150412.70774485503,1454.0,119695.0,220668.23193865825,2120.0,0.7556502525252525,0.7381283651641327,0.4705611775528979,0.975,0.3012879484820607,0.3012879484820607,0.3344066237350506,0.48758049678012877,0.48758049678012877,0.9650943396226416
combined_5_95,austin,0,18,158400.0,154991.0,74959.052334548,68653.92960254925,530.0,27.0,21.0,154121.0,1357.0,1281.0,154991.0,74646.03730654797,27.0,154991.0,72979.16047355013,27.0,154991.0,73292.35082454799,27.0,154991.0,73175.90850854843,27.0,0.9784785353535354,0.9158857731570764,0.7777777777777778,0.9729861111111111,1.0,1.0,1.0,1.0,1.0,0.7777777777777778
combined_5_95,austin,1,0,154440.0,37169.0,49128.71878812839,14525.4190789536,954.0,98.0,17.0,0.0,2714.0,591.0,37169.0,16677.47940096661,31.0,37169.0,8286.64106704275,15.0,37169.0,12011.839924067624,25.0,37169.0,9497.910097953769,28.0,0.24066951566951567,0.295660449473467,0.17346938775510204,0.0,0.3163265306122449,0.15306122448979592,0.25510204081632654,0.2857142857142857,0.3163265306122449,0.5483870967741935
combined_5_95,austin,1,6,154440.0,36740.0,44492.36302788698,9919.43936500929,1238.0,90.0,23.0,0.0,3047.0,611.0,36740.0,12018.73075189444,27.0,36740.0,7657.259076993417,21.0,36740.0,13453.389563079476,21.0,36740.0,8535.16810396418,24.0,0.2378917378917379,0.2229470113509586,0.25555555555555554,0.0,0.3,0.23333333333333334,0.23333333333333334,0.26666666666666666,0.3,0.8518518518518519
combined_5_95,austin,1,12,156398.0,37081.0,58976.46564570976,12597.494527968534,1511.0,141.0,44.0,0.0,3701.0,862.0,37081.0,17253.371567952145,54.0,37081.0,16187.121837954755,30.0,37081.0,11632.847528919761,23.0,37081.0,12367.931363960915,29.0,0.23709382472921647,0.21360205956805992,0.3120567375886525,0.0,0.3829787234042553,0.2127659574468085,0.16312056737588654,0.20567375886524822,0.3829787234042553,0.8148148148148149
combined_5_95,austin,1,18,158400.0,37675.0,31116.24318298156,5426.18141396222,972.0,123.0,12.0,0.0,2404.0,491.0,37675.0,9127.258850007527,25.0,37675.0,9159.098364992702,43.0,37675.0,6069.100930006396,36.0,37675.0,5421.184556988898,14.0,0.2378472222222222,0.17438420769670443,0.0975609756097561,0.0,0.2032520325203252,0.34959349593495936,0.2926829268292683,0.11382113821138211,0.34959349593495936,0.27906976744186046
combined_5_95,austin,2,0,51832.0,13849.0,1242.9147599691153,141.64045299888173,61.0,40.0,5.0,0.0,158.0,26.0,13849.0,625.4275919681927,15.0,13849.0,358.6806960012497,14.0,13849.0,174.48992199997633,3.0,13849.0,155.9056489991282,11.0,0.2671901528013582,0.1139582999258946,0.125,0.0,0.375,0.35,0.075,0.275,0.375,0.3333333333333333
combined_5_95,austin,2,6,92466.0,22275.0,7118.707370062192,1821.3676790262348,249.0,85.0,37.0,0.0,583.0,141.0,22275.0,1260.377829003374,15.0,22275.0,1318.6177170119681,17.0,22275.0,2061.158477007101,16.0,22275.0,1790.3203860135548,36.0,0.24089935760171305,0.25585651781193003,0.43529411764705883,0.0,0.17647058823529413,0.2,0.18823529411764706,0.4235294117647059,0.4235294117647059,1.027777777777778
combined_5_95,austin,2,12,99000.0,23628.0,18333.29708499919,2949.8727489912676,599.0,84.0,16.0,0.0,1215.0,208.0,23628.0,5749.399456984946,45.0,23628.0,3988.044706995193,18.0,23628.0,5626.06571500798,6.0,23628.0,2663.5156089924817,13.0,0.23866666666666667,0.1609024680784197,0.19047619047619047,0.0,0.5357142857142857,0.21428571428571427,0.07142857142857142,0.15476190476190477,0.5357142857142857,0.35555555555555557
