market,hour,change_native,count,requested_date_hours,reports_per_requested_date_hour
houston,15,ge4,3,114,0.02631578947368421
houston,15,unknown,0,114,0.0
houston,16,lt1,6,114,0.05263157894736842
houston,16,1to2,6,114,0.05263157894736842
houston,16,2to4,6,114,0.05263157894736842
houston,16,ge4,1,114,0.008771929824561403
houston,16,unknown,0,114,0.0
houston,17,lt1,4,114,0.03508771929824561
houston,17,1to2,2,114,0.017543859649122806
houston,17,2to4,0,114,0.0
houston,17,ge4,2,114,0.017543859649122806
houston,17,unknown,0,114,0.0
houston,18,lt1,5,114,0.043859649122807015
houston,18,1to2,2,114,0.017543859649122806
houston,18,2to4,0,114,0.0
houston,18,ge4,0,114,0.0
houston,18,unknown,0,114,0.0
houston,19,lt1,4,114,0.03508771929824561
houston,19,1to2,1,114,0.008771929824561403
houston,19,2to4,1,114,0.008771929824561403
houston,19,ge4,0,114,0.0
houston,19,unknown,0,114,0.0
houston,20,lt1,4,114,0.03508771929824561
houston,20,1to2,0,114,0.0
houston,20,2to4,2,114,0.017543859649122806
houston,20,ge4,1,114,0.008771929824561403
houston,20,unknown,0,114,0.0
houston,21,lt1,0,114,0.0
houston,21,1to2,1,114,0.008771929824561403
houston,21,2to4,1,114,0.008771929824561403
houston,21,ge4,0,114,0.0
houston,21,unknown,0,114,0.0
houston,22,lt1,2,114,0.017543859649122806
houston,22,1to2,0,114,0.0
houston,22,2to4,0,114,0.0
houston,22,ge4,0,114,0.0
houston,22,unknown,0,114,0.0
houston,23,lt1,3,114,0.02631578947368421
houston,23,1to2,0,114,0.0
houston,23,2to4,0,114,0.0
houston,23,ge4,0,114,0.0
houston,23,unknown,0,114,0.0
los-angeles,0,lt1,13,114,0.11403508771929824
los-angeles,0,1to2,8,114,0.07017543859649122
los-angeles,0,2to4,0,114,0.0
los-angeles,0,ge4,0,114,0.0
los-angeles,0,unknown,0,114,0.0
los-angeles,1,lt1,12,114,0.10526315789473684
los-angeles,1,1to2,3,114,0.02631578947368421
los-angeles,1,2to4,0,114,0.0
los-angeles,1,ge4,0,114,0.0
los-angeles,1,unknown,0,114,0.0
los-angeles,2,lt1,15,114,0.13157894736842105
los-angeles,2,1to2,5,114,0.043859649122807015
los-angeles,2,2to4,0,114,0.0
los-angeles,2,ge4,0,114,0.0
los-angeles,2,unknown,0,114,0.0
los-angeles,3,lt1,16,114,0.14035087719298245
los-angeles,3,1to2,2,114,0.017543859649122806
los-angeles,3,2to4,0,114,0.0
los-angeles,3,ge4,0,114,0.0
los-angeles,3,unknown,0,114,0.0
los-angeles,4,lt1,15,114,0.13157894736842105
los-angeles,4,1to2,6,114,0.05263157894736842
los-angeles,4,2to4,0,114,0.0
los-angeles,4,ge4,0,114,0.0
los-angeles,4,unknown,0,114,0.0
los-angeles,5,lt1,18,114,0.15789473684210525
los-angeles,5,1to2,5,114,0.043859649122807015
los-angeles,5,2to4,0,114,0.0
los-angeles,5,ge4,0,114,0.0
los-angeles,5,unknown,1,114,0.008771929824561403
los-angeles,6,lt1,20,114,0.17543859649122806
los-angeles,6,1to2,7,114,0.06140350877192982
los-angeles,6,2to4,0,114,0.0
los-angeles,6,ge4,0,114,0.0
los-angeles,6,unknown,0,114,0.0
los-angeles,7,lt1,22,114,0.19298245614035087
los-angeles,7,1to2,2,114,0.017543859649122806
los-angeles,7,2to4,0,114,0.0
los-angeles,7,ge4,0,114,0.0
los-angeles,7,unknown,0,114,0.0
los-angeles,8,lt1,11,114,0.09649122807017543
los-angeles,8,1to2,13,114,0.11403508771929824
los-angeles,8,2to4,2,114,0.017543859649122806
los-angeles,8,ge4,0,114,0.0
los-angeles,8,unknown,0,114,0.0
los-angeles,9,lt1,11,114,0.09649122807017543
los-angeles,9,1to2,13,114,0.11403508771929824
los-angeles,9,2to4,0,114,0.0
los-angeles,9,ge4,0,114,0.0
los-angeles,9,unknown,0,114,0.0
los-angeles,10,lt1,16,114,0.14035087719298245
los-angeles,10,1to2,9,114,0.07894736842105263
los-angeles,10,2to4,3,114,0.02631578947368421
los-angeles,10,ge4,0,114,0.0
los-angeles,10,unknown,0,114,0.0
los-angeles,11,lt1,7,114,0.06140350877192982
los-angeles,11,1to2,4,114,0.03508771929824561
los-angeles,11,2to4,0,114,0.0
los-angeles,11,ge4,0,114,0.0
los-angeles,11,unknown,0,114,0.0
los-angeles,12,lt1,6,114,0.05263157894736842
los-angeles,12,1to2,5,114,0.043859649122807015
los-angeles,12,2to4,2,114,0.017543859649122806
los-angeles,12,ge4,0,114,0.0
los-angeles,12,unknown,0,114,0.0
los-angeles,13,lt1,9,114,0.07894736842105263
los-angeles,13,1to2,2,114,0.017543859649122806
los-angeles,13,2to4,0,114,0.0
los-angeles,13,ge4,0,114,0.0
los-angeles,13,unknown,0,114,0.0
los-angeles,14,lt1,1,114,0.008771929824561403
los-angeles,14,1to2,0,114,0.0
los-angeles,14,2to4,0,114,0.0
los-angeles,14,ge4,0,114,0.0
los-angeles,14,unknown,0,114,0.0
los-angeles,15,lt1,1,114,0.008771929824561403
los-angeles,15,1to2,2,114,0.017543859649122806
los-angeles,15,2to4,0,114,0.0
los-angeles,15,ge4,0,114,0.0
los-angeles,15,unknown,0,114,0.0
los-angeles,16,lt1,4,114,0.03508771929824561
los-angeles,16,1to2,0,114,0.0
los-angeles,16,2to4,1,114,0.008771929824561403
los-angeles,16,ge4,0,114,0.0
los-angeles,16,unknown,0,114,0.0
los-angeles,17,lt1,1,114,0.008771929824561403
los-angeles,17,1to2,2,114,0.017543859649122806
los-angeles,17,2to4,1,114,0.008771929824561403
los-angeles,17,ge4,0,114,0.0
los-angeles,17,unknown,0,114,0.0
los-angeles,18,lt1,4,114,0.03508771929824561
los-angeles,18,1to2,6,114,0.05263157894736842
los-angeles,18,2to4,1,114,0.008771929824561403
los-angeles,18,ge4,0,114,0.0
los-angeles,18,unknown,0,114,0.0
los-angeles,19,lt1,8,114,0.07017543859649122
los-angeles,19,1to2,6,114,0.05263157894736842
los-angeles,19,2to4,0,114,0.0
los-angeles,19,ge4,0,114,0.0
los-angeles,19,unknown,0,114,0.0
los-angeles,20,lt1,13,114,0.11403508771929824
los-angeles,20,1to2,3,114,0.02631578947368421
los-angeles,20,2to4,0,114,0.0
los-angeles,20,ge4,0,114,0.0
los-angeles,20,unknown,0,114,0.0
los-angeles,21,lt1,16,114,0.14035087719298245
los-angeles,21,1to2,5,114,0.043859649122807015
los-angeles,21,2to4,0,114,0.0
los-angeles,21,ge4,0,114,0.0
los-angeles,21,unknown,0,114,0.0
los-angeles,22,lt1,22,114,0.19298245614035087
los-angeles,22,1to2,7,114,0.06140350877192982
los-angeles,22,2to4,0,114,0.0
los-angeles,22,ge4,0,114,0.0
los-angeles,22,unknown,0,114,0.0
los-angeles,23,lt1,14,114,0.12280701754385964
los-angeles,23,1to2,2,114,0.017543859649122806
los-angeles,23,2to4,0,114,0.0
los-angeles,23,ge4,0,114,0.0
los-angeles,23,unknown,0,114,0.0
miami,0,lt1,6,114,0.05263157894736842
miami,0,1to2,4,114,0.03508771929824561
miami,0,2to4,0,114,0.0
miami,0,ge4,0,114,0.0
miami,0,unknown,0,114,0.0
miami,1,lt1,6,114,0.05263157894736842
miami,1,1to2,1,114,0.008771929824561403
miami,1,2to4,2,114,0.017543859649122806
miami,1,ge4,1,114,0.008771929824561403
miami,1,unknown,0,114,0.0
miami,2,lt1,7,114,0.06140350877192982
miami,2,1to2,1,114,0.008771929824561403
miami,2,2to4,0,114,0.0
miami,2,ge4,0,114,0.0
miami,2,unknown,0,114,0.0
miami,3,lt1,7,114,0.06140350877192982
miami,3,1to2,2,114,0.017543859649122806
miami,3,2to4,0,114,0.0
miami,3,ge4,0,114,0.0
miami,3,unknown,0,114,0.0
miami,4,lt1,5,114,0.043859649122807015
miami,4,1to2,2,114,0.017543859649122806
miami,4,2to4,0,114,0.0
miami,4,ge4,0,114,0.0
miami,4,unknown,0,114,0.0
miami,5,lt1,7,114,0.06140350877192982
miami,5,1to2,3,114,0.02631578947368421
miami,5,2to4,0,114,0.0
miami,5,ge4,0,114,0.0
miami,5,unknown,0,114,0.0
miami,6,lt1,3,114,0.02631578947368421
miami,6,1to2,4,114,0.03508771929824561
miami,6,2to4,0,114,0.0
miami,6,ge4,0,114,0.0
miami,6,unknown,0,114,0.0
miami,7,lt1,9,114,0.07894736842105263
miami,7,1to2,4,114,0.03508771929824561
miami,7,2to4,0,114,0.0
miami,7,ge4,0,114,0.0
miami,7,unknown,0,114,0.0
miami,8,lt1,8,114,0.07017543859649122
miami,8,1to2,3,114,0.02631578947368421
miami,8,2to4,1,114,0.008771929824561403
miami,8,ge4,0,114,0.0
miami,8,unknown,0,114,0.0
miami,9,lt1,8,114,0.07017543859649122
miami,9,1to2,4,114,0.03508771929824561
miami,9,2to4,0,114,0.0
miami,9,ge4,0,114,0.0
miami,9,unknown,0,114,0.0
miami,10,lt1,12,114,0.10526315789473684
miami,10,1to2,4,114,0.03508771929824561
miami,10,2to4,2,114,0.017543859649122806
miami,10,ge4,0,114,0.0
miami,10,unknown,0,114,0.0
miami,11,lt1,13,114,0.11403508771929824
miami,11,1to2,9,114,0.07894736842105263
miami,11,2to4,4,114,0.03508771929824561
miami,11,ge4,3,114,0.02631578947368421
miami,11,unknown,0,114,0.0
miami,12,lt1,10,114,0.08771929824561403
miami,12,1to2,11,114,0.09649122807017543
miami,12,2to4,6,114,0.05263157894736842
miami,12,ge4,5,114,0.043859649122807015
miami,12,unknown,0,114,0.0
miami,13,lt1,19,114,0.16666666666666666
miami,13,1to2,14,114,0.12280701754385964
miami,13,2to4,8,114,0.07017543859649122
miami,13,ge4,5,114,0.043859649122807015
miami,13,unknown,1,114,0.008771929824561403
miami,14,lt1,12,114,0.10526315789473684
miami,14,1to2,12,114,0.10526315789473684
miami,14,2to4,1,114,0.008771929824561403
miami,14,ge4,5,114,0.043859649122807015
miami,14,unknown,0,114,0.0
miami,15,lt1,7,114,0.06140350877192982
miami,15,1to2,8,114,0.07017543859649122
miami,15,2to4,5,114,0.043859649122807015
miami,15,ge4,3,114,0.02631578947368421
miami,15,unknown,0,114,0.0
miami,16,lt1,10,114,0.08771929824561403
miami,16,1to2,6,114,0.05263157894736842
miami,16,2to4,0,114,0.0
miami,16,ge4,4,114,0.03508771929824561
miami,16,unknown,0,114,0.0
miami,17,lt1,6,114,0.05263157894736842
miami,17,1to2,2,114,0.017543859649122806
miami,17,2to4,2,114,0.017543859649122806
miami,17,ge4,0,114,0.0
miami,17,unknown,0,114,0.0
miami,18,lt1,15,114,0.13157894736842105
miami,18,1to2,9,114,0.07894736842105263
miami,18,2to4,4,114,0.03508771929824561
miami,18,ge4,5,114,0.043859649122807015
miami,18,unknown,0,114,0.0
miami,19,lt1,6,114,0.05263157894736842
miami,19,1to2,6,114,0.05263157894736842
miami,19,2to4,0,114,0.0
miami,19,ge4,2,114,0.017543859649122806
miami,19,unknown,0,114,0.0
miami,20,lt1,5,114,0.043859649122807015
miami,20,1to2,4,114,0.03508771929824561
miami,20,2to4,0,114,0.0
miami,20,ge4,0,114,0.0
miami,20,unknown,0,114,0.0
miami,21,lt1,6,114,0.05263157894736842
miami,21,1to2,4,114,0.03508771929824561
miami,21,2to4,1,114,0.008771929824561403
miami,21,ge4,0,114,0.0
miami,21,unknown,0,114,0.0
miami,22,lt1,9,114,0.07894736842105263
miami,22,1to2,1,114,0.008771929824561403
miami,22,2to4,1,114,0.008771929824561403
miami,22,ge4,1,114,0.008771929824561403
miami,22,unknown,0,114,0.0
miami,23,lt1,9,114,0.07894736842105263
miami,23,1to2,1,114,0.008771929824561403
miami,23,2to4,0,114,0.0
miami,23,ge4,0,114,0.0
miami,23,unknown,0,114,0.0
nyc,0,lt1,10,114,0.08771929824561403
nyc,0,1to2,5,114,0.043859649122807015
nyc,0,2to4,0,114,0.0
nyc,0,ge4,0,114,0.0
nyc,0,unknown,0,114,0.0
nyc,1,lt1,10,114,0.08771929824561403
nyc,1,1to2,2,114,0.017543859649122806
nyc,1,2to4,1,114,0.008771929824561403
nyc,1,ge4,0,114,0.0
nyc,1,unknown,0,114,0.0
nyc,2,lt1,9,114,0.07894736842105263
nyc,2,1to2,5,114,0.043859649122807015
nyc,2,2to4,0,114,0.0
nyc,2,ge4,0,114,0.0
nyc,2,unknown,0,114,0.0
nyc,3,lt1,6,114,0.05263157894736842
nyc,3,1to2,3,114,0.02631578947368421
nyc,3,2to4,0,114,0.0
nyc,3,ge4,0,114,0.0
nyc,3,unknown,0,114,0.0
nyc,4,lt1,10,114,0.08771929824561403
nyc,4,1to2,4,114,0.03508771929824561
nyc,4,2to4,0,114,0.0
nyc,4,ge4,0,114,0.0
nyc,4,unknown,0,114,0.0
nyc,5,lt1,8,114,0.07017543859649122
nyc,5,1to2,0,114,0.0
nyc,5,2to4,0,114,0.0
nyc,5,ge4,0,114,0.0
nyc,5,unknown,0,114,0.0
nyc,6,lt1,19,114,0.16666666666666666
nyc,6,1to2,3,114,0.02631578947368421
nyc,6,2to4,0,114,0.0
nyc,6,ge4,0,114,0.0
nyc,6,unknown,0,114,0.0
nyc,7,lt1,12,114,0.10526315789473684
nyc,7,1to2,4,114,0.03508771929824561
nyc,7,2to4,0,114,0.0
nyc,7,ge4,0,114,0.0
nyc,7,unknown,0,114,0.0
nyc,8,lt1,11,114,0.09649122807017543
nyc,8,1to2,5,114,0.043859649122807015
nyc,8,2to4,0,114,0.0
nyc,8,ge4,0,114,0.0
nyc,8,unknown,0,114,0.0
nyc,9,lt1,5,114,0.043859649122807015
nyc,9,1to2,3,114,0.02631578947368421
nyc,9,2to4,0,114,0.0
nyc,9,ge4,0,114,0.0
nyc,9,unknown,0,114,0.0
nyc,10,lt1,6,114,0.05263157894736842
nyc,10,1to2,4,114,0.03508771929824561
nyc,10,2to4,1,114,0.008771929824561403
nyc,10,ge4,0,114,0.0
nyc,10,unknown,0,114,0.0
nyc,11,lt1,8,114,0.07017543859649122
nyc,11,1to2,3,114,0.02631578947368421
nyc,11,2to4,1,114,0.008771929824561403
nyc,11,ge4,0,114,0.0
nyc,11,unknown,0,114,0.0
nyc,12,lt1,7,114,0.06140350877192982
nyc,12,1to2,2,114,0.017543859649122806
nyc,12,2to4,0,114,0.0
nyc,12,ge4,1,114,0.008771929824561403
nyc,12,unknown,0,114,0.0
nyc,13,lt1,7,114,0.06140350877192982
nyc,13,1to2,9,114,0.07894736842105263
nyc,13,2to4,0,114,0.0
nyc,13,ge4,0,114,0.0
nyc,13,unknown,0,114,0.0
nyc,14,lt1,2,114,0.017543859649122806
nyc,14,1to2,4,114,0.03508771929824561
nyc,14,2to4,1,114,0.008771929824561403
nyc,14,ge4,1,114,0.008771929824561403
nyc,14,unknown,0,114,0.0
nyc,15,lt1,5,114,0.043859649122807015
nyc,15,1to2,5,114,0.043859649122807015
nyc,15,2to4,4,114,0.03508771929824561
nyc,15,ge4,0,114,0.0
nyc,15,unknown,0,114,0.0
nyc,16,lt1,12,114,0.10526315789473684
nyc,16,1to2,4,114,0.03508771929824561
nyc,16,2to4,3,114,0.02631578947368421
nyc,16,ge4,1,114,0.008771929824561403
nyc,16,unknown,0,114,0.0
nyc,17,lt1,11,114,0.09649122807017543
nyc,17,1to2,2,114,0.017543859649122806
nyc,17,2to4,3,114,0.02631578947368421
nyc,17,ge4,0,114,0.0
nyc,17,unknown,0,114,0.0
nyc,18,lt1,8,114,0.07017543859649122
nyc,18,1to2,11,114,0.09649122807017543
nyc,18,2to4,0,114,0.0
nyc,18,ge4,2,114,0.017543859649122806
nyc,18,unknown,0,114,0.0
nyc,19,lt1,11,114,0.09649122807017543
nyc,19,1to2,8,114,0.07017543859649122
nyc,19,2to4,1,114,0.008771929824561403
nyc,19,ge4,1,114,0.008771929824561403
nyc,19,unknown,0,114,0.0
nyc,20,lt1,8,114,0.07017543859649122
nyc,20,1to2,4,114,0.03508771929824561
nyc,20,2to4,1,114,0.008771929824561403
nyc,20,ge4,2,114,0.017543859649122806
nyc,20,unknown,0,114,0.0
nyc,21,lt1,9,114,0.07894736842105263
nyc,21,1to2,4,114,0.03508771929824561
nyc,21,2to4,0,114,0.0
nyc,21,ge4,0,114,0.0
nyc,21,unknown,0,114,0.0
nyc,22,lt1,5,114,0.043859649122807015
nyc,22,1to2,0,114,0.0
nyc,22,2to4,0,114,0.0
nyc,22,ge4,0,114,0.0
nyc,22,unknown,0,114,0.0
nyc,23,lt1,9,114,0.07894736842105263
nyc,23,1to2,3,114,0.02631578947368421
nyc,23,2to4,0,114,0.0
nyc,23,ge4,1,114,0.008771929824561403
nyc,23,unknown,0,114,0.0
san-francisco,0,lt1,10,114,0.08771929824561403
san-francisco,0,1to2,1,114,0.008771929824561403
san-francisco,0,2to4,0,114,0.0
san-francisco,0,ge4,0,114,0.0
san-francisco,0,unknown,0,114,0.0
san-francisco,1,lt1,15,114,0.13157894736842105
san-francisco,1,1to2,4,114,0.03508771929824561
san-francisco,1,2to4,0,114,0.0
san-francisco,1,ge4,0,114,0.0
san-francisco,1,unknown,0,114,0.0
san-francisco,2,lt1,20,114,0.17543859649122806
san-francisco,2,1to2,3,114,0.02631578947368421
san-francisco,2,2to4,0,114,0.0
san-francisco,2,ge4,0,114,0.0
san-francisco,2,unknown,0,114,0.0
san-francisco,3,lt1,18,114,0.15789473684210525
san-francisco,3,1to2,3,114,0.02631578947368421
san-francisco,3,2to4,0,114,0.0
san-francisco,3,ge4,0,114,0.0
san-francisco,3,unknown,0,114,0.0
san-francisco,4,lt1,21,114,0.18421052631578946
san-francisco,4,1to2,3,114,0.02631578947368421
san-francisco,4,2to4,0,114,0.0
san-francisco,4,ge4,0,114,0.0
san-francisco,4,unknown,0,114,0.0
san-francisco,5,lt1,32,114,0.2807017543859649
san-francisco,5,1to2,1,114,0.008771929824561403
san-francisco,5,2to4,0,114,0.0
san-francisco,5,ge4,0,114,0.0
san-francisco,5,unknown,0,114,0.0
san-francisco,6,lt1,16,114,0.14035087719298245
san-francisco,6,1to2,9,114,0.07894736842105263
san-francisco,6,2to4,0,114,0.0
san-francisco,6,ge4,0,114,0.0
san-francisco,6,unknown,0,114,0.0
san-francisco,7,lt1,15,114,0.13157894736842105
san-francisco,7,1to2,5,114,0.043859649122807015
san-francisco,7,2to4,1,114,0.008771929824561403
san-francisco,7,ge4,0,114,0.0
san-francisco,7,unknown,0,114,0.0
san-francisco,8,lt1,11,114,0.09649122807017543
san-francisco,8,1to2,4,114,0.03508771929824561
san-francisco,8,2to4,0,114,0.0
san-francisco,8,ge4,0,114,0.0
san-francisco,8,unknown,0,114,0.0
san-francisco,9,lt1,21,114,0.18421052631578946
san-francisco,9,1to2,19,114,0.16666666666666666
san-francisco,9,2to4,1,114,0.008771929824561403
san-francisco,9,ge4,0,114,0.0
san-francisco,9,unknown,0,114,0.0
san-francisco,10,lt1,9,114,0.07894736842105263
san-francisco,10,1to2,11,114,0.09649122807017543
san-francisco,10,2to4,1,114,0.008771929824561403
san-francisco,10,ge4,0,114,0.0
san-francisco,10,unknown,0,114,0.0
san-francisco,11,lt1,7,114,0.06140350877192982
san-francisco,11,1to2,7,114,0.06140350877192982
san-francisco,11,2to4,0,114,0.0
san-francisco,11,ge4,0,114,0.0
san-francisco,11,unknown,0,114,0.0
san-francisco,12,lt1,8,114,0.07017543859649122
san-francisco,12,1to2,4,114,0.03508771929824561
san-francisco,12,2to4,1,114,0.008771929824561403
san-francisco,12,ge4,0,114,0.0
san-francisco,12,unknown,0,114,0.0
san-francisco,13,lt1,8,114,0.07017543859649122
san-francisco,13,1to2,5,114,0.043859649122807015
san-francisco,13,2to4,0,114,0.0
san-francisco,13,ge4,1,114,0.008771929824561403
san-francisco,13,unknown,0,114,0.0
san-francisco,14,lt1,1,114,0.008771929824561403
san-francisco,14,1to2,1,114,0.008771929824561403
san-francisco,14,2to4,0,114,0.0
san-francisco,14,ge4,0,114,0.0
san-francisco,14,unknown,0,114,0.0
san-francisco,15,lt1,3,114,0.02631578947368421
san-francisco,15,1to2,1,114,0.008771929824561403
san-francisco,15,2to4,0,114,0.0
san-francisco,15,ge4,0,114,0.0
san-francisco,15,unknown,0,114,0.0
san-francisco,16,lt1,2,114,0.017543859649122806
san-francisco,16,1to2,0,114,0.0
san-francisco,16,2to4,0,114,0.0
san-francisco,16,ge4,0,114,0.0
san-francisco,16,unknown,0,114,0.0
san-francisco,17,lt1,3,114,0.02631578947368421
san-francisco,17,1to2,5,114,0.043859649122807015
san-francisco,17,2to4,0,114,0.0
san-francisco,17,ge4,0,114,0.0
san-francisco,17,unknown,0,114,0.0
san-francisco,18,lt1,3,114,0.02631578947368421
san-francisco,18,1to2,0,114,0.0
san-francisco,18,2to4,1,114,0.008771929824561403
san-francisco,18,ge4,0,114,0.0
san-francisco,18,unknown,0,114,0.0
san-francisco,19,lt1,4,114,0.03508771929824561
san-francisco,19,1to2,4,114,0.03508771929824561
san-francisco,19,2to4,1,114,0.008771929824561403
san-francisco,19,ge4,0,114,0.0
san-francisco,19,unknown,0,114,0.0
san-francisco,20,lt1,7,114,0.06140350877192982
san-francisco,20,1to2,3,114,0.02631578947368421
san-francisco,20,2to4,0,114,0.0
san-francisco,20,ge4,0,114,0.0
san-francisco,20,unknown,0,114,0.0
san-francisco,21,lt1,16,114,0.14035087719298245
san-francisco,21,1to2,1,114,0.008771929824561403
san-francisco,21,2to4,1,114,0.008771929824561403
san-francisco,21,ge4,0,114,0.0
san-francisco,21,unknown,0,114,0.0
san-francisco,22,lt1,13,114,0.11403508771929824
san-francisco,22,1to2,0,114,0.0
san-francisco,22,2to4,0,114,0.0
san-francisco,22,ge4,0,114,0.0
san-francisco,22,unknown,0,114,0.0
san-francisco,23,lt1,9,114,0.07894736842105263
san-francisco,23,1to2,0,114,0.0
san-francisco,23,2to4,0,114,0.0
san-francisco,23,ge4,0,114,0.0
san-francisco,23,unknown,0,114,0.0
seattle,0,lt1,3,114,0.02631578947368421
seattle,0,1to2,0,114,0.0
seattle,0,2to4,0,114,0.0
seattle,0,ge4,0,114,0.0
seattle,0,unknown,0,114,0.0
seattle,1,lt1,6,114,0.05263157894736842
seattle,1,1to2,4,114,0.03508771929824561
seattle,1,2to4,0,114,0.0
seattle,1,ge4,0,114,0.0
seattle,1,unknown,0,114,0.0
seattle,2,lt1,14,114,0.12280701754385964
seattle,2,1to2,3,114,0.02631578947368421
seattle,2,2to4,0,114,0.0
seattle,2,ge4,0,114,0.0
seattle,2,unknown,0,114,0.0
seattle,3,lt1,15,114,0.13157894736842105
seattle,3,1to2,2,114,0.017543859649122806
seattle,3,2to4,0,114,0.0
seattle,3,ge4,0,114,0.0
seattle,3,unknown,0,114,0.0
seattle,4,lt1,16,114,0.14035087719298245
seattle,4,1to2,4,114,0.03508771929824561
seattle,4,2to4,0,114,0.0
seattle,4,ge4,0,114,0.0
seattle,4,unknown,0,114,0.0
seattle,5,lt1,17,114,0.14912280701754385
seattle,5,1to2,9,114,0.07894736842105263
seattle,5,2to4,0,114,0.0
seattle,5,ge4,0,114,0.0
seattle,5,unknown,0,114,0.0
seattle,6,lt1,22,114,0.19298245614035087
seattle,6,1to2,9,114,0.07894736842105263
seattle,6,2to4,0,114,0.0
seattle,6,ge4,0,114,0.0
seattle,6,unknown,0,114,0.0
seattle,7,lt1,29,114,0.2543859649122807
seattle,7,1to2,5,114,0.043859649122807015
seattle,7,2to4,0,114,0.0
seattle,7,ge4,0,114,0.0
seattle,7,unknown,1,114,0.008771929824561403
seattle,8,lt1,16,114,0.14035087719298245
seattle,8,1to2,7,114,0.06140350877192982
seattle,8,2to4,0,114,0.0
seattle,8,ge4,0,114,0.0
seattle,8,unknown,0,114,0.0
seattle,9,lt1,18,114,0.15789473684210525
seattle,9,1to2,12,114,0.10526315789473684
seattle,9,2to4,2,114,0.017543859649122806
seattle,9,ge4,0,114,0.0
seattle,9,unknown,0,114,0.0
seattle,10,lt1,16,114,0.14035087719298245
seattle,10,1to2,11,114,0.09649122807017543
seattle,10,2to4,3,114,0.02631578947368421
seattle,10,ge4,0,114,0.0
seattle,10,unknown,0,114,0.0
seattle,11,lt1,5,114,0.043859649122807015
seattle,11,1to2,4,114,0.03508771929824561
seattle,11,2to4,3,114,0.02631578947368421
seattle,11,ge4,0,114,0.0
seattle,11,unknown,0,114,0.0
seattle,12,lt1,4,114,0.03508771929824561
seattle,12,1to2,8,114,0.07017543859649122
seattle,12,2to4,1,114,0.008771929824561403
seattle,12,ge4,1,114,0.008771929824561403
seattle,12,unknown,0,114,0.0
seattle,13,lt1,2,114,0.017543859649122806
seattle,13,1to2,3,114,0.02631578947368421
seattle,13,2to4,2,114,0.017543859649122806
seattle,13,ge4,0,114,0.0
seattle,13,unknown,0,114,0.0
seattle,14,lt1,4,114,0.03508771929824561
seattle,14,1to2,3,114,0.02631578947368421
seattle,14,2to4,0,114,0.0
seattle,14,ge4,0,114,0.0
seattle,14,unknown,0,114,0.0
seattle,15,lt1,5,114,0.043859649122807015
seattle,15,1to2,3,114,0.02631578947368421
seattle,15,2to4,0,114,0.0
seattle,15,ge4,0,114,0.0
seattle,15,unknown,0,114,0.0
seattle,16,lt1,2,114,0.017543859649122806
seattle,16,1to2,2,114,0.017543859649122806
seattle,16,2to4,0,114,0.0
seattle,16,ge4,0,114,0.0
seattle,16,unknown,0,114,0.0
seattle,17,lt1,1,114,0.008771929824561403
seattle,17,1to2,0,114,0.0
seattle,17,2to4,0,114,0.0
seattle,17,ge4,0,114,0.0
seattle,17,unknown,0,114,0.0
seattle,18,lt1,2,114,0.017543859649122806
seattle,18,1to2,3,114,0.02631578947368421
seattle,18,2to4,0,114,0.0
seattle,18,ge4,0,114,0.0
seattle,18,unknown,0,114,0.0
seattle,19,lt1,0,114,0.0
seattle,19,1to2,0,114,0.0
seattle,19,2to4,0,114,0.0
seattle,19,ge4,0,114,0.0
seattle,19,unknown,0,114,0.0
seattle,20,lt1,0,114,0.0
seattle,20,1to2,1,114,0.008771929824561403
seattle,20,2to4,0,114,0.0
seattle,20,ge4,0,114,0.0
seattle,20,unknown,0,114,0.0
seattle,21,lt1,3,114,0.02631578947368421
seattle,21,1to2,1,114,0.008771929824561403
seattle,21,2to4,1,114,0.008771929824561403
seattle,21,ge4,0,114,0.0
seattle,21,unknown,0,114,0.0
seattle,22,lt1,5,114,0.043859649122807015
seattle,22,1to2,0,114,0.0
seattle,22,2to4,0,114,0.0
seattle,22,ge4,0,114,0.0
seattle,22,unknown,0,114,0.0
seattle,23,lt1,6,114,0.05263157894736842
seattle,23,1to2,1,114,0.008771929824561403
seattle,23,2to4,0,114,0.0
seattle,23,ge4,0,114,0.0
seattle,23,unknown,0,114,0.0
toronto,0,lt1,19,114,0.16666666666666666
toronto,0,1to2,4,114,0.03508771929824561
toronto,0,2to4,0,114,0.0
toronto,0,ge4,0,114,0.0
toronto,0,unknown,0,114,0.0
toronto,1,lt1,12,114,0.10526315789473684
toronto,1,1to2,2,114,0.017543859649122806
toronto,1,2to4,0,114,0.0
toronto,1,ge4,0,114,0.0
toronto,1,unknown,0,114,0.0
toronto,2,lt1,12,114,0.10526315789473684
toronto,2,1to2,6,114,0.05263157894736842
toronto,2,2to4,2,114,0.017543859649122806
toronto,2,ge4,0,114,0.0
toronto,2,unknown,0,114,0.0
toronto,3,lt1,22,114,0.19298245614035087
toronto,3,1to2,3,114,0.02631578947368421
toronto,3,2to4,0,114,0.0
toronto,3,ge4,0,114,0.0
toronto,3,unknown,0,114,0.0
toronto,4,lt1,9,114,0.07894736842105263
toronto,4,1to2,5,114,0.043859649122807015
toronto,4,2to4,0,114,0.0
toronto,4,ge4,0,114,0.0
toronto,4,unknown,0,114,0.0
toronto,5,lt1,24,114,0.21052631578947367
toronto,5,1to2,6,114,0.05263157894736842
