stratum,market_id,target_date,snapshot_id,captured_at_utc,local_time,minute_of_day,window,native_unit,frozen_mechanism,raw_transition_kind,raw_removed_minutes,raw_added_minutes,raw_same_minute_value_changes,served_cutoff_hour,served_high_so_far,previous_served_high_so_far,settled_high,max_captured_at_utc_used,max_prior_captured_at_utc_used,observable_recovered_rows,observable_recovered_minutes,observable_max_recovered_source_captured_at_utc,envelope_max_cutoff_hour,envelope_max_high_so_far,envelope_max_previous_high_so_far,envelope_max_delta_from_served,envelope_max_event_repaired,envelope_max_exceeds_settled_high,envelope_last_cutoff_hour,envelope_last_high_so_far,envelope_last_previous_high_so_far,envelope_last_delta_from_served,envelope_last_event_repaired,envelope_last_exceeds_settled_high,m5_m3_label_gate_cutoff_hour,m5_m3_label_gate_high_so_far,m5_m3_label_gate_previous_high_so_far,m5_m3_label_gate_delta_from_served,m5_m3_label_gate_event_repaired,m5_m3_label_gate_exceeds_settled_high,observable_no_published_at_or_after_cutoff_hour,observable_no_published_at_or_after_high_so_far,observable_no_published_at_or_after_previous_high_so_far,observable_no_published_at_or_after_delta_from_served,observable_no_published_at_or_after_event_repaired,observable_no_published_at_or_after_exceeds_settled_high
B,dallas,2026-06-21,20260621T193422-0400,2026-06-21T23:34:22.706978+00:00,18:34:22.116046,1114,other,F,M5_cutoff_change,timestamp_set_changed,1073,,,17,91,92,92,2026-06-21T23:34:22.706978+00:00,2026-06-21T23:31:25.059938+00:00,1,1073,2026-06-21T23:31:25.059938+00:00,17,91,91,0,true,false,17,91,91,0,true,false,17,91,92,0,false,false,17,91,91,0,true,false
B,dallas,2026-06-21,20260621T194329-0400,2026-06-21T23:43:29.978470+00:00,18:43:29.420047,1123,other,F,M5_cutoff_change,timestamp_set_changed,1073,,,17,91,92,92,2026-06-21T23:43:29.978470+00:00,2026-06-21T23:40:44.010593+00:00,1,1073,2026-06-21T23:40:44.010593+00:00,17,91,91,0,true,false,17,91,91,0,true,false,17,91,92,0,false,false,17,91,91,0,true,false
B,dallas,2026-06-21,20260621T194923-0400,2026-06-21T23:49:23.823658+00:00,18:49:23.261520,1129,other,F,M5_cutoff_change,timestamp_set_changed,1073,,,17,91,92,92,2026-06-21T23:49:23.823658+00:00,2026-06-21T23:45:27.844656+00:00,1,1073,2026-06-21T23:45:27.844656+00:00,17,91,91,0,true,false,17,91,91,0,true,false,17,91,92,0,false,false,17,91,91,0,true,false
B,dallas,2026-06-21,20260621T195830-0400,2026-06-21T23:58:30.457077+00:00,18:58:29.575393,1138,other,F,M5_cutoff_change,timestamp_set_changed,1073,,,17,91,92,92,2026-06-21T23:58:30.457077+00:00,2026-06-21T23:50:32.508117+00:00,1,1073,2026-06-21T23:50:32.508117+00:00,17,91,91,0,true,false,17,91,91,0,true,false,17,91,92,0,false,false,17,91,91,0,true,false
B,dallas,2026-06-21,20260621T200051-0400,2026-06-22T00:00:51.321456+00:00,19:00:50.808460,1140,other,F,M5_cutoff_change,timestamp_set_changed,1073,,,17,91,92,92,2026-06-22T00:00:51.321456+00:00,2026-06-21T23:59:35.299293+00:00,1,1073,2026-06-21T23:59:35.299293+00:00,17,91,91,0,true,false,17,91,91,0,true,false,17,91,92,0,false,false,17,91,91,0,true,false
B,dallas,2026-06-22,20260622T013724-0400,2026-06-22T05:37:24.145367+00:00,00:37:22.165546,37,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,83,84,94,2026-06-22T05:37:24.145367+00:00,2026-06-22T05:30:43.767649+00:00,0,,,7,83,84,0,false,false,7,83,84,0,false,false,7,83,84,0,false,false,7,83,84,0,false,false
B,dallas,2026-06-22,20260622T122232-0400,2026-06-22T16:22:32.379209+00:00,11:22:31.250413,682,other,F,M5_cutoff_change,timestamp_set_changed,653,,,10,83,85,94,2026-06-22T16:22:32.379209+00:00,2026-06-22T16:17:35.947974+00:00,1,653,2026-06-22T16:17:35.947974+00:00,10,83,83,0,true,false,10,83,83,0,true,false,10,83,85,0,false,false,10,83,83,0,true,false
B,dallas,2026-06-22,20260622T122628-0400,2026-06-22T16:26:28.376742+00:00,11:26:27.850091,686,other,F,M5_cutoff_change,timestamp_set_changed,653,,,10,83,85,94,2026-06-22T16:26:28.376742+00:00,2026-06-22T16:25:31.155970+00:00,1,653,2026-06-22T16:25:31.155970+00:00,10,83,83,0,true,false,10,83,83,0,true,false,10,83,85,0,false,false,10,83,83,0,true,false
B,dallas,2026-06-22,20260622T123234-0400,2026-06-22T16:32:34.499494+00:00,11:32:33.811957,692,other,F,M5_cutoff_change,timestamp_set_changed,653,,,10,83,85,94,2026-06-22T16:32:34.499494+00:00,2026-06-22T16:31:36.211608+00:00,1,653,2026-06-22T16:31:36.211608+00:00,10,83,83,0,true,false,10,83,83,0,true,false,10,83,85,0,false,false,10,83,83,0,true,false
B,dallas,2026-06-22,20260622T123433-0400,2026-06-22T16:34:33.569213+00:00,11:34:32.303095,694,other,F,M5_cutoff_change,timestamp_set_changed,653,,,10,83,85,94,2026-06-22T16:34:33.569213+00:00,2026-06-22T16:33:30.257644+00:00,1,653,2026-06-22T16:33:30.257644+00:00,10,83,83,0,true,false,10,83,83,0,true,false,10,83,85,0,false,false,10,83,83,0,true,false
B,dallas,2026-06-22,20260622T123842-0400,2026-06-22T16:38:42.919917+00:00,11:38:41.925317,698,other,F,M5_cutoff_change,timestamp_set_changed,653,,,10,83,85,94,2026-06-22T16:38:42.919917+00:00,2026-06-22T16:36:40.045647+00:00,1,653,2026-06-22T16:36:40.045647+00:00,10,83,83,0,true,false,10,83,83,0,true,false,10,83,85,0,false,false,10,83,83,0,true,false
B,dallas,2026-06-22,20260622T130825-0400,2026-06-22T17:08:25.804195+00:00,12:08:25.357838,728,settlement_window,F,M5_cutoff_change,timestamp_set_changed,713,,,11,85,88,94,2026-06-22T17:08:25.804195+00:00,2026-06-22T17:07:28.649259+00:00,1,713,2026-06-22T17:07:28.649259+00:00,11,85,85,0,true,false,11,85,85,0,true,false,11,85,88,0,false,false,11,85,85,0,true,false
B,dallas,2026-06-22,20260622T131520-0400,2026-06-22T17:15:20.373311+00:00,12:15:19.856606,735,settlement_window,F,M5_cutoff_change,timestamp_set_changed,713,,,11,85,88,94,2026-06-22T17:15:20.373311+00:00,2026-06-22T17:13:24.536500+00:00,1,713,2026-06-22T17:13:24.536500+00:00,11,85,85,0,true,false,11,85,85,0,true,false,11,85,88,0,false,false,11,85,85,0,true,false
B,dallas,2026-06-26,20260626T011241-0400,2026-06-26T05:12:41.355222+00:00,00:12:40.542141,12,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,83,84,94,2026-06-26T05:12:41.355222+00:00,2026-06-26T05:09:36.671637+00:00,0,,,7,83,84,0,false,false,7,83,84,0,false,false,7,83,84,0,false,false,7,83,84,0,false,false
B,dallas,2026-06-26,20260626T125457-0400,2026-06-26T16:54:57.915991+00:00,11:54:57.534668,714,other,F,M5_cutoff_change,timestamp_set_changed,653,,,10,84,86,94,2026-06-26T16:54:57.915991+00:00,2026-06-26T16:54:00.686276+00:00,1,653,2026-06-26T16:54:00.686276+00:00,10,84,84,0,true,false,10,84,84,0,true,false,10,84,86,0,false,false,10,84,84,0,true,false
B,denver,2026-06-08,20260608T022441-0400,2026-06-08T06:24:41.236021+00:00,00:24:40.894880,24,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,9,70,71,82,2026-06-08T06:24:41.236021+00:00,2026-06-08T06:14:27.567887+00:00,0,,,7,70,71,0,false,false,7,70,71,0,false,false,9,70,71,0,false,false,7,70,71,0,false,false
B,denver,2026-06-08,20260608T023455-0400,2026-06-08T06:34:55.140571+00:00,00:34:54.821956,34,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,9,69,70,82,2026-06-08T06:34:55.140571+00:00,2026-06-08T06:24:41.236021+00:00,0,,,7,69,70,0,false,false,7,69,70,0,false,false,9,69,70,0,false,false,7,69,70,0,false,false
B,denver,2026-06-08,20260608T024511-0400,2026-06-08T06:45:11.701785+00:00,00:45:11.454967,45,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,9,68,69,82,2026-06-08T06:45:11.701785+00:00,2026-06-08T06:34:55.140571+00:00,0,,,7,68,69,0,false,false,7,68,69,0,false,false,9,68,69,0,false,false,7,68,69,0,false,false
B,denver,2026-06-08,20260608T032618-0400,2026-06-08T07:26:18.298811+00:00,01:26:17.920983,86,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,9,67,68,82,2026-06-08T07:26:18.298811+00:00,2026-06-08T07:16:05.356697+00:00,0,,,7,67,68,0,false,false,7,67,68,0,false,false,9,67,68,0,false,false,7,67,68,0,false,false
B,denver,2026-06-08,20260608T040712-0400,2026-06-08T08:07:12.110178+00:00,02:07:11.709619,127,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,9,66,67,82,2026-06-08T08:07:12.110178+00:00,2026-06-08T07:56:58.200616+00:00,0,,,7,66,67,0,false,false,7,66,67,0,false,false,9,66,67,0,false,false,7,66,67,0,false,false
B,denver,2026-06-08,20260608T042749-0400,2026-06-08T08:27:49.683086+00:00,02:27:49.430893,147,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,9,65,66,82,2026-06-08T08:27:49.683086+00:00,2026-06-08T08:17:31.486685+00:00,0,,,7,65,66,0,false,false,7,65,66,0,false,false,9,65,66,0,false,false,7,65,66,0,false,false
B,denver,2026-06-12,20260612T024545-0400,2026-06-12T06:45:45.879821+00:00,00:45:45.637177,45,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,57,58,92,2026-06-12T06:45:45.879821+00:00,2026-06-12T06:35:32.721537+00:00,0,,,7,57,58,0,false,false,7,57,58,0,false,false,7,57,58,0,false,false,7,57,58,0,false,false
B,denver,2026-06-13,20260613T022754-0400,2026-06-13T06:27:54.574860+00:00,00:27:54.305764,27,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,67,68,79,2026-06-13T06:27:54.574860+00:00,2026-06-13T06:17:43.587161+00:00,0,,,7,67,68,0,false,false,7,67,68,0,false,false,7,67,68,0,false,false,7,67,68,0,false,false
B,denver,2026-06-13,20260613T024830-0400,2026-06-13T06:48:30.412768+00:00,00:48:30.124732,48,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,67,68,79,2026-06-13T06:48:30.412768+00:00,2026-06-13T06:38:06.737624+00:00,0,,,7,67,68,0,false,false,7,67,68,0,false,false,7,67,68,0,false,false,7,67,68,0,false,false
B,denver,2026-06-13,20260613T034952-0400,2026-06-13T07:49:52.766885+00:00,01:49:52.555253,109,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,66,67,79,2026-06-13T07:49:52.766885+00:00,2026-06-13T07:39:39.394439+00:00,0,,,7,66,67,0,false,false,7,66,67,0,false,false,7,66,67,0,false,false,7,66,67,0,false,false
B,denver,2026-06-13,20260613T040011-0400,2026-06-13T08:00:11.407932+00:00,02:00:11.165137,120,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,65,66,79,2026-06-13T08:00:11.407932+00:00,2026-06-13T07:49:52.766885+00:00,0,,,7,65,66,0,false,false,7,65,66,0,false,false,7,65,66,0,false,false,7,65,66,0,false,false
B,denver,2026-06-13,20260613T042041-0400,2026-06-13T08:20:41.564255+00:00,02:20:41.277542,140,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,64,65,79,2026-06-13T08:20:41.564255+00:00,2026-06-13T08:10:27.111751+00:00,0,,,7,64,65,0,false,false,7,64,65,0,false,false,7,64,65,0,false,false,7,64,65,0,false,false
B,denver,2026-06-13,20260613T044112-0400,2026-06-13T08:41:12.684691+00:00,02:41:12.445511,161,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,63,64,79,2026-06-13T08:41:12.684691+00:00,2026-06-13T08:30:57.401484+00:00,0,,,7,63,64,0,false,false,7,63,64,0,false,false,7,63,64,0,false,false,7,63,64,0,false,false
B,denver,2026-06-14,20260614T022703-0400,2026-06-14T06:27:03.715261+00:00,00:27:03.371871,27,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,53,54,72,2026-06-14T06:27:03.715261+00:00,2026-06-14T06:22:05.474109+00:00,0,,,7,53,54,0,false,false,7,53,54,0,false,false,7,53,54,0,false,false,7,53,54,0,false,false
B,denver,2026-06-14,20260614T032115-0400,2026-06-14T07:21:15.850382+00:00,01:21:15.821384,81,pre_dawn,F,M6_unexplained,timestamp_set_changed,,58,,7,50,53,72,2026-06-14T07:21:15.850382+00:00,2026-06-14T07:17:04.923386+00:00,0,,,7,50,53,0,false,false,7,50,53,0,false,false,7,50,53,0,false,false,7,50,53,0,false,false
B,denver,2026-06-14,20260614T131903-0400,2026-06-14T17:19:03.015707+00:00,11:19:02.984335,679,other,F,M5_cutoff_change,timestamp_set_changed,658,,,9,55,61,72,2026-06-14T17:19:03.015707+00:00,2026-06-14T17:18:05.535279+00:00,1,658,2026-06-14T17:18:05.535279+00:00,10,61,61,6,true,false,10,61,61,6,true,false,10,61,61,6,true,false,10,61,61,6,true,false
B,denver,2026-06-14,20260614T160132-0400,2026-06-14T20:01:32.847317+00:00,14:01:32.821274,841,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,778,,,11,65,67,72,2026-06-14T20:01:32.847317+00:00,2026-06-14T19:59:15.841035+00:00,1,778,2026-06-14T19:59:15.841035+00:00,12,67,67,2,true,false,12,67,67,2,true,false,12,67,67,2,true,false,12,67,67,2,true,false
B,denver,2026-06-15,20260615T022031-0400,2026-06-15T06:20:31.256684+00:00,00:20:30.745346,20,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,56,57,81,2026-06-15T06:20:31.256684+00:00,2026-06-15T06:15:35.818491+00:00,0,,,7,56,57,0,false,false,7,56,57,0,false,false,7,56,57,0,false,false,7,56,57,0,false,false
B,denver,2026-06-15,20260615T025023-0400,2026-06-15T06:50:23.201627+00:00,00:50:22.956753,50,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,55,56,81,2026-06-15T06:50:23.201627+00:00,2026-06-15T06:41:23.540298+00:00,0,,,7,55,56,0,false,false,7,55,56,0,false,false,7,55,56,0,false,false,7,55,56,0,false,false
B,denver,2026-06-15,20260615T032022-0400,2026-06-15T07:20:22.489754+00:00,01:20:22.202987,80,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,54,55,81,2026-06-15T07:20:22.489754+00:00,2026-06-15T07:05:36.788384+00:00,0,,,7,54,55,0,false,false,7,54,55,0,false,false,7,54,55,0,false,false,7,54,55,0,false,false
B,denver,2026-06-15,20260615T035022-0400,2026-06-15T07:50:22.402726+00:00,01:50:22.072259,110,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,53,54,81,2026-06-15T07:50:22.402726+00:00,2026-06-15T07:35:40.864368+00:00,0,,,7,53,54,0,false,false,7,53,54,0,false,false,7,53,54,0,false,false,7,53,54,0,false,false
B,denver,2026-06-15,20260615T130459-0400,2026-06-15T17:04:59.854472+00:00,11:04:59.008006,664,other,F,M5_cutoff_change,timestamp_set_changed,598,,,8,59,62,81,2026-06-15T17:04:59.854472+00:00,2026-06-15T17:04:05.653556+00:00,1,598,2026-06-15T17:04:05.653556+00:00,9,62,62,3,true,false,9,62,62,3,true,false,9,62,62,3,true,false,9,62,62,3,true,false
B,denver,2026-06-16,20260616T022418-0400,2026-06-16T06:24:18.606709+00:00,00:24:17.646830,24,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,59,60,94,2026-06-16T06:24:18.606709+00:00,2026-06-16T06:05:11.496931+00:00,0,,,7,59,60,0,false,false,7,59,60,0,false,false,7,59,60,0,false,false,7,59,60,0,false,false
B,denver,2026-06-16,20260616T023409-0400,2026-06-16T06:34:09.178705+00:00,00:34:08.654701,34,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,58,59,94,2026-06-16T06:34:09.178705+00:00,2026-06-16T06:25:13.910308+00:00,0,,,7,58,59,0,false,false,7,58,59,0,false,false,7,58,59,0,false,false,7,58,59,0,false,false
B,denver,2026-06-16,20260616T024529-0400,2026-06-16T06:45:29.969021+00:00,00:44:44.569047,44,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,57,58,94,2026-06-16T06:45:29.969021+00:00,2026-06-16T06:35:18.287980+00:00,0,,,7,57,58,0,false,false,7,57,58,0,false,false,7,57,58,0,false,false,7,57,58,0,false,false
B,denver,2026-06-16,20260616T030429-0400,2026-06-16T07:04:29.167031+00:00,01:04:28.458287,64,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,56,57,94,2026-06-16T07:04:29.167031+00:00,2026-06-16T06:47:48.303028+00:00,0,,,7,56,57,0,false,false,7,56,57,0,false,false,7,56,57,0,false,false,7,56,57,0,false,false
B,denver,2026-06-16,20260616T032522-0400,2026-06-16T07:25:22.037594+00:00,01:25:21.321234,85,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,56,57,94,2026-06-16T07:25:22.037594+00:00,2026-06-16T07:14:32.086658+00:00,0,,,7,56,57,0,false,false,7,56,57,0,false,false,7,56,57,0,false,false,7,56,57,0,false,false
B,denver,2026-06-16,20260616T033424-0400,2026-06-16T07:34:24.622046+00:00,01:34:21.395430,94,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,55,56,94,2026-06-16T07:34:24.622046+00:00,2026-06-16T07:25:22.037594+00:00,0,,,7,55,56,0,false,false,7,55,56,0,false,false,7,55,56,0,false,false,7,55,56,0,false,false
B,denver,2026-06-16,20260616T035521-0400,2026-06-16T07:55:21.292003+00:00,01:55:20.533179,115,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,54,55,94,2026-06-16T07:55:21.292003+00:00,2026-06-16T07:46:29.047989+00:00,0,,,7,54,55,0,false,false,7,54,55,0,false,false,7,54,55,0,false,false,7,54,55,0,false,false
B,denver,2026-06-16,20260616T140828-0400,2026-06-16T18:08:28.111553+00:00,12:08:26.784936,728,settlement_window,F,M5_cutoff_change,timestamp_set_changed,658,,,10,74,79,94,2026-06-16T18:08:28.111553+00:00,2026-06-16T18:07:24.421332+00:00,1,658,2026-06-16T18:07:24.421332+00:00,10,74,74,0,true,false,10,74,74,0,true,false,10,74,79,0,false,false,10,74,74,0,true,false
B,denver,2026-06-16,20260616T142719-0400,2026-06-16T18:27:19.051831+00:00,12:27:18.560598,747,settlement_window,F,M5_cutoff_change,timestamp_set_changed,718,,,11,79,82,94,2026-06-16T18:27:19.051831+00:00,2026-06-16T18:26:20.587005+00:00,1,718,2026-06-16T18:26:20.587005+00:00,11,79,79,0,true,false,11,79,79,0,true,false,11,79,82,0,false,false,11,79,79,0,true,false
B,denver,2026-06-16,20260616T174520-0400,2026-06-16T21:45:20.498621+00:00,15:45:19.655771,945,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,898,,,14,89,90,94,2026-06-16T21:45:20.498621+00:00,2026-06-16T21:42:14.275848+00:00,1,898,2026-06-16T21:42:14.275848+00:00,14,89,89,0,true,false,14,89,89,0,true,false,14,89,90,0,false,false,14,89,89,0,true,false
B,denver,2026-06-16,20260616T190342-0400,2026-06-16T23:03:42.064001+00:00,17:03:41.551254,1023,settlement_window,F,M5_cutoff_change,timestamp_set_changed,958,,,15,90,91,94,2026-06-16T23:03:42.064001+00:00,2026-06-16T23:02:44.924256+00:00,1,958,2026-06-16T23:02:44.924256+00:00,15,90,90,0,true,false,15,90,90,0,true,false,15,90,91,0,false,false,15,90,90,0,true,false
B,denver,2026-06-17,20260617T022730-0400,2026-06-17T06:27:30.062053+00:00,00:27:29.295592,27,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,74,75,93,2026-06-17T06:27:30.062053+00:00,2026-06-17T06:22:38.474539+00:00,0,,,7,74,75,0,false,false,7,74,75,0,false,false,7,74,75,0,false,false,7,74,75,0,false,false
B,denver,2026-06-17,20260617T023729-0400,2026-06-17T06:37:29.460715+00:00,00:37:28.930878,37,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,73,74,93,2026-06-17T06:37:29.460715+00:00,2026-06-17T06:27:30.062053+00:00,0,,,7,73,74,0,false,false,7,73,74,0,false,false,7,73,74,0,false,false,7,73,74,0,false,false
B,denver,2026-06-17,20260617T030040-0400,2026-06-17T07:00:40.196621+00:00,01:00:39.793033,60,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,73,74,93,2026-06-17T07:00:40.196621+00:00,2026-06-17T06:57:30.761613+00:00,0,,,7,73,74,0,false,false,7,73,74,0,false,false,7,73,74,0,false,false,7,73,74,0,false,false
B,denver,2026-06-17,20260617T093230-0400,2026-06-17T13:32:30.567495+00:00,07:32:30.091954,452,other,F,M3_rows_dropped,timestamp_set_changed,418,,,7,79,80,93,2026-06-17T13:32:30.567495+00:00,2026-06-17T13:31:35.696728+00:00,1,418,2026-06-17T13:31:35.696728+00:00,7,80,80,1,true,false,7,80,80,1,true,false,7,80,80,1,true,false,7,80,80,1,true,false
B,denver,2026-06-17,20260617T094129-0400,2026-06-17T13:41:29.689372+00:00,07:41:29.300129,461,other,F,M3_rows_dropped,timestamp_set_changed,418,,,7,79,80,93,2026-06-17T13:41:29.689372+00:00,2026-06-17T13:40:35.354970+00:00,1,418,2026-06-17T13:40:35.354970+00:00,7,80,80,1,true,false,7,80,80,1,true,false,7,80,80,1,true,false,7,80,80,1,true,false
B,denver,2026-06-17,20260617T094648-0400,2026-06-17T13:46:48.143173+00:00,07:46:47.720046,466,other,F,M3_rows_dropped,timestamp_set_changed,418,,,7,79,80,93,2026-06-17T13:46:48.143173+00:00,2026-06-17T13:45:33.051604+00:00,1,418,2026-06-17T13:45:33.051604+00:00,7,80,80,1,true,false,7,80,80,1,true,false,7,80,80,1,true,false,7,80,80,1,true,false
B,denver,2026-06-17,20260617T165734-0400,2026-06-17T20:57:34.848785+00:00,14:57:34.323312,897,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,838,,,13,87,91,93,2026-06-17T20:57:34.848785+00:00,2026-06-17T20:56:40.399937+00:00,1,838,2026-06-17T20:56:40.399937+00:00,13,87,87,0,true,false,13,87,87,0,true,false,13,87,91,0,false,false,13,87,87,0,true,false
B,denver,2026-06-17,20260617T170532-0400,2026-06-17T21:05:32.641431+00:00,15:05:32.224764,905,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,838,,,13,87,91,93,2026-06-17T21:05:32.641431+00:00,2026-06-17T21:04:32.974848+00:00,1,838,2026-06-17T21:04:32.974848+00:00,13,87,87,0,true,false,13,87,87,0,true,false,13,87,91,0,false,false,13,87,87,0,true,false
B,denver,2026-06-17,20260617T185333-0400,2026-06-17T22:53:33.592024+00:00,16:53:32.201127,1013,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,958,,,15,91,92,93,2026-06-17T22:53:33.592024+00:00,2026-06-17T22:52:52.554343+00:00,1,958,2026-06-17T22:52:52.554343+00:00,15,91,91,0,true,false,15,91,91,0,true,false,15,91,92,0,false,false,15,91,91,0,true,false
B,denver,2026-06-19,20260619T022409-0400,2026-06-19T06:24:09.017504+00:00,00:23:35.614214,23,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,69,70,83,2026-06-19T06:24:09.017504+00:00,2026-06-19T06:13:58.814566+00:00,0,,,7,69,70,0,false,false,7,69,70,0,false,false,7,69,70,0,false,false,7,69,70,0,false,false
B,denver,2026-06-19,20260619T022945-0400,2026-06-19T06:29:45.682317+00:00,00:29:42.963838,29,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,69,70,83,2026-06-19T06:29:45.682317+00:00,2026-06-19T06:27:21.831316+00:00,0,,,7,69,70,0,false,false,7,69,70,0,false,false,7,69,70,0,false,false,7,69,70,0,false,false
B,denver,2026-06-19,20260619T025433-0400,2026-06-19T06:54:33.675154+00:00,00:53:55.755461,53,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,68,69,83,2026-06-19T06:54:33.675154+00:00,2026-06-19T06:36:47.852574+00:00,0,,,7,68,69,0,false,false,7,68,69,0,false,false,7,68,69,0,false,false,7,68,69,0,false,false
B,denver,2026-06-19,20260619T152038-0400,2026-06-19T19:20:38.394193+00:00,13:20:37.641610,800,settlement_window,F,M5_cutoff_change,timestamp_set_changed,778,,,12,75,76,83,2026-06-19T19:20:38.394193+00:00,2026-06-19T19:19:41.916622+00:00,1,778,2026-06-19T19:19:41.916622+00:00,12,75,75,0,true,false,12,75,75,0,true,false,12,75,76,0,false,false,12,75,75,0,true,false
B,denver,2026-06-19,20260619T153537-0400,2026-06-19T19:35:37.318800+00:00,13:35:33.592413,815,settlement_window,F,M5_cutoff_change,timestamp_set_changed,778,,,12,75,76,83,2026-06-19T19:35:37.318800+00:00,2026-06-19T19:28:28.243267+00:00,1,778,2026-06-19T19:28:28.243267+00:00,12,75,75,0,true,false,12,75,75,0,true,false,12,75,76,0,false,false,12,75,75,0,true,false
B,denver,2026-06-19,20260619T162650-0400,2026-06-19T20:26:50.038174+00:00,14:26:49.410610,866,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,838,,,13,76,78,83,2026-06-19T20:26:50.038174+00:00,2026-06-19T20:25:43.584396+00:00,1,838,2026-06-19T20:25:43.584396+00:00,13,76,76,0,true,false,13,76,76,0,true,false,13,76,78,0,false,false,13,76,76,0,true,false
B,denver,2026-06-19,20260619T162913-0400,2026-06-19T20:29:13.893936+00:00,14:29:13.381528,869,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,838,,,13,76,78,83,2026-06-19T20:29:13.893936+00:00,2026-06-19T20:27:47.610876+00:00,1,838,2026-06-19T20:27:47.610876+00:00,13,76,76,0,true,false,13,76,76,0,true,false,13,76,78,0,false,false,13,76,76,0,true,false
B,denver,2026-06-19,20260619T163543-0400,2026-06-19T20:35:43.672124+00:00,14:35:42.548929,875,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,838,,,13,76,78,83,2026-06-19T20:35:43.672124+00:00,2026-06-19T20:33:45.551865+00:00,1,838,2026-06-19T20:33:45.551865+00:00,13,76,76,0,true,false,13,76,76,0,true,false,13,76,78,0,false,false,13,76,76,0,true,false
B,denver,2026-06-19,20260619T165340-0400,2026-06-19T20:53:40.752091+00:00,14:53:40.162365,893,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,838,,,13,76,78,83,2026-06-19T20:53:40.752091+00:00,2026-06-19T20:51:19.588072+00:00,1,838,2026-06-19T20:51:19.588072+00:00,13,76,76,0,true,false,13,76,76,0,true,false,13,76,78,0,false,false,13,76,76,0,true,false
B,denver,2026-06-19,20260619T165934-0400,2026-06-19T20:59:34.767844+00:00,14:59:34.162307,899,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,838,,,13,76,78,83,2026-06-19T20:59:34.767844+00:00,2026-06-19T20:57:41.659466+00:00,1,838,2026-06-19T20:57:41.659466+00:00,13,76,76,0,true,false,13,76,76,0,true,false,13,76,78,0,false,false,13,76,76,0,true,false
B,denver,2026-06-19,20260619T172854-0400,2026-06-19T21:28:54.017036+00:00,15:28:53.550525,928,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,898,,,14,78,82,83,2026-06-19T21:28:54.017036+00:00,2026-06-19T21:27:35.143365+00:00,1,898,2026-06-19T21:27:35.143365+00:00,14,78,78,0,true,false,14,78,78,0,true,false,14,78,82,0,false,false,14,78,78,0,true,false
B,denver,2026-06-19,20260619T174243-0400,2026-06-19T21:42:43.547385+00:00,15:42:42.926524,942,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,898,,,14,78,82,83,2026-06-19T21:42:43.547385+00:00,2026-06-19T21:39:44.689944+00:00,1,898,2026-06-19T21:39:44.689944+00:00,14,78,78,0,true,false,14,78,78,0,true,false,14,78,82,0,false,false,14,78,78,0,true,false
