stratum,market_id,target_date,snapshot_id,captured_at_utc,local_time,minute_of_day,window,native_unit,frozen_mechanism,raw_transition_kind,raw_removed_minutes,raw_added_minutes,raw_same_minute_value_changes,served_cutoff_hour,served_high_so_far,previous_served_high_so_far,settled_high,max_captured_at_utc_used,max_prior_captured_at_utc_used,observable_recovered_rows,observable_recovered_minutes,observable_max_recovered_source_captured_at_utc,envelope_max_cutoff_hour,envelope_max_high_so_far,envelope_max_previous_high_so_far,envelope_max_delta_from_served,envelope_max_event_repaired,envelope_max_exceeds_settled_high,envelope_last_cutoff_hour,envelope_last_high_so_far,envelope_last_previous_high_so_far,envelope_last_delta_from_served,envelope_last_event_repaired,envelope_last_exceeds_settled_high,m5_m3_label_gate_cutoff_hour,m5_m3_label_gate_high_so_far,m5_m3_label_gate_previous_high_so_far,m5_m3_label_gate_delta_from_served,m5_m3_label_gate_event_repaired,m5_m3_label_gate_exceeds_settled_high,observable_no_published_at_or_after_cutoff_hour,observable_no_published_at_or_after_high_so_far,observable_no_published_at_or_after_previous_high_so_far,observable_no_published_at_or_after_delta_from_served,observable_no_published_at_or_after_event_repaired,observable_no_published_at_or_after_exceeds_settled_high
B,atlanta,2026-06-07,20260607T003139-0400,2026-06-07T04:31:39.253071+00:00,00:31:39.134150,31,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,9,74,75,84,2026-06-07T04:31:39.253071+00:00,2026-06-07T04:21:26.918644+00:00,0,,,7,74,75,0,false,false,7,74,75,0,false,false,9,74,75,0,false,false,7,74,75,0,false,false
B,atlanta,2026-06-08,20260608T002126-0400,2026-06-08T04:21:26.563214+00:00,00:21:26.295851,21,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,9,71,72,81,2026-06-08T04:21:26.563214+00:00,2026-06-08T04:11:12.698734+00:00,0,,,7,71,72,0,false,false,7,71,72,0,false,false,9,71,72,0,false,false,7,71,72,0,false,false
B,atlanta,2026-06-12,20260612T003214-0400,2026-06-12T04:32:14.040944+00:00,00:32:13.749665,32,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,80,81,91,2026-06-12T04:32:14.040944+00:00,2026-06-12T04:21:58.967234+00:00,0,,,7,80,81,0,false,false,7,80,81,0,false,false,7,80,81,0,false,false,7,80,81,0,false,false
B,atlanta,2026-06-13,20260613T001439-0400,2026-06-13T04:14:39.256356+00:00,00:14:39.090032,14,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,80,81,93,2026-06-13T04:14:39.256356+00:00,2026-06-13T04:04:21.228329+00:00,0,,,7,80,81,0,false,false,7,80,81,0,false,false,7,80,81,0,false,false,7,80,81,0,false,false
B,atlanta,2026-06-13,20260613T113204-0400,2026-06-13T15:32:04.120502+00:00,11:32:03.518392,692,other,F,M5_cutoff_change,timestamp_set_changed,652,,,9,81,84,93,2026-06-13T15:32:04.120502+00:00,2026-06-13T15:21:44.675351+00:00,1,652,2026-06-13T15:21:44.675351+00:00,10,84,84,3,true,false,10,84,84,3,true,false,10,84,84,3,true,false,10,84,84,3,true,false
B,atlanta,2026-06-14,20260614T124102-0400,2026-06-14T16:41:02.509509+00:00,12:41:02.480497,761,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,10,81,85,90,2026-06-14T16:41:02.509509+00:00,2026-06-14T16:40:05.470755+00:00,1,712,2026-06-14T16:40:05.470755+00:00,11,85,85,4,true,false,11,85,85,4,true,false,11,85,85,4,true,false,11,85,85,4,true,false
B,atlanta,2026-06-17,20260617T003036-0400,2026-06-17T04:30:36.868872+00:00,00:30:36.625130,30,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,70,71,85,2026-06-17T04:30:36.868872+00:00,2026-06-17T04:24:28.859401+00:00,0,,,7,70,71,0,false,false,7,70,71,0,false,false,7,70,71,0,false,false,7,70,71,0,false,false
B,atlanta,2026-06-17,20260617T004428-0400,2026-06-17T04:44:28.387032+00:00,00:44:28.204219,44,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,70,71,85,2026-06-17T04:44:28.387032+00:00,2026-06-17T04:32:33.309570+00:00,0,,,7,70,71,0,false,false,7,70,71,0,false,false,7,70,71,0,false,false,7,70,71,0,false,false
B,atlanta,2026-06-17,20260617T005328-0400,2026-06-17T04:53:28.606405+00:00,00:53:28.399344,53,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,70,71,85,2026-06-17T04:53:28.606405+00:00,2026-06-17T04:52:33.836485+00:00,0,,,7,70,71,0,false,false,7,70,71,0,false,false,7,70,71,0,false,false,7,70,71,0,false,false
B,atlanta,2026-06-17,20260617T090233-0400,2026-06-17T13:02:33.261067+00:00,09:02:32.769557,542,other,F,M5_cutoff_change,timestamp_set_changed,508|532,,,8,72,73,85,2026-06-17T13:02:33.261067+00:00,2026-06-17T13:01:31.280582+00:00,2,508|532,2026-06-17T13:01:31.280582+00:00,8,72,72,0,true,false,8,72,72,0,true,false,8,72,73,0,false,false,8,72,72,0,true,false
B,atlanta,2026-06-17,20260617T110742-0400,2026-06-17T15:07:42.494435+00:00,11:07:42.087119,667,other,F,M5_cutoff_change,timestamp_set_changed,652,,,10,75,77,85,2026-06-17T15:07:42.494435+00:00,2026-06-17T15:05:36.832507+00:00,1,652,2026-06-17T15:05:36.832507+00:00,10,75,75,0,true,false,10,75,75,0,true,false,10,75,77,0,false,false,10,75,75,0,true,false
B,atlanta,2026-06-17,20260617T111535-0400,2026-06-17T15:15:35.355859+00:00,11:15:34.741282,675,other,F,M5_cutoff_change,timestamp_set_changed,652,,,10,75,77,85,2026-06-17T15:15:35.355859+00:00,2026-06-17T15:13:32.517873+00:00,1,652,2026-06-17T15:13:32.517873+00:00,10,75,75,0,true,false,10,75,75,0,true,false,10,75,77,0,false,false,10,75,75,0,true,false
B,atlanta,2026-06-17,20260617T142835-0400,2026-06-17T18:28:35.219830+00:00,14:28:34.576529,868,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,832,,,13,82,84,85,2026-06-17T18:28:35.219830+00:00,2026-06-17T18:27:31.666726+00:00,1,832,2026-06-17T18:27:31.666726+00:00,13,82,82,0,true,false,13,82,82,0,true,false,13,82,84,0,false,false,13,82,82,0,true,false
B,atlanta,2026-06-19,20260619T040329-0400,2026-06-19T08:03:29.329167+00:00,04:03:29.126549,243,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,232,,,7,72,73,88,2026-06-19T08:03:29.329167+00:00,2026-06-19T08:02:30.598123+00:00,1,232,2026-06-19T08:02:30.598123+00:00,7,73,73,1,true,false,7,73,73,1,true,false,7,73,73,1,true,false,7,73,73,1,true,false
B,atlanta,2026-06-19,20260619T041141-0400,2026-06-19T08:11:41.661328+00:00,04:11:41.293138,251,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,232,,,7,72,73,88,2026-06-19T08:11:41.661328+00:00,2026-06-19T08:10:29.146935+00:00,1,232,2026-06-19T08:10:29.146935+00:00,7,73,73,1,true,false,7,73,73,1,true,false,7,73,73,1,true,false,7,73,73,1,true,false
B,atlanta,2026-06-19,20260619T041829-0400,2026-06-19T08:18:29.003140+00:00,04:18:28.668675,258,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,232,,,7,72,73,88,2026-06-19T08:18:29.003140+00:00,2026-06-19T08:17:29.323046+00:00,1,232,2026-06-19T08:17:29.323046+00:00,7,73,73,1,true,false,7,73,73,1,true,false,7,73,73,1,true,false,7,73,73,1,true,false
B,atlanta,2026-06-19,20260619T042629-0400,2026-06-19T08:26:29.200892+00:00,04:26:28.843027,266,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,232,,,7,72,73,88,2026-06-19T08:26:29.200892+00:00,2026-06-19T08:25:29.107044+00:00,1,232,2026-06-19T08:25:29.107044+00:00,7,73,73,1,true,false,7,73,73,1,true,false,7,73,73,1,true,false,7,73,73,1,true,false
B,atlanta,2026-06-19,20260619T043029-0400,2026-06-19T08:30:29.869965+00:00,04:30:29.523668,270,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,232,,,7,72,73,88,2026-06-19T08:30:29.869965+00:00,2026-06-19T08:28:29.054428+00:00,1,232,2026-06-19T08:28:29.054428+00:00,7,73,73,1,true,false,7,73,73,1,true,false,7,73,73,1,true,false,7,73,73,1,true,false
B,atlanta,2026-06-19,20260619T043329-0400,2026-06-19T08:33:29.111097+00:00,04:33:28.737946,273,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,232,,,7,72,73,88,2026-06-19T08:33:29.111097+00:00,2026-06-19T08:32:34.038707+00:00,1,232,2026-06-19T08:32:34.038707+00:00,7,73,73,1,true,false,7,73,73,1,true,false,7,73,73,1,true,false,7,73,73,1,true,false
B,atlanta,2026-06-19,20260619T080609-0400,2026-06-19T12:06:09.815560+00:00,08:06:09.336740,486,other,F,M5_cutoff_change,timestamp_set_changed,472,,,7,73,74,88,2026-06-19T12:06:09.815560+00:00,2026-06-19T12:04:04.141389+00:00,1,472,2026-06-19T12:04:04.141389+00:00,7,73,73,0,true,false,7,73,73,0,true,false,7,73,74,0,false,false,7,73,73,0,true,false
B,atlanta,2026-06-19,20260619T081300-0400,2026-06-19T12:13:00.040919+00:00,08:12:59.619193,492,other,F,M5_cutoff_change,timestamp_set_changed,472,,,7,73,74,88,2026-06-19T12:13:00.040919+00:00,2026-06-19T12:12:37.099202+00:00,1,472,2026-06-19T12:12:37.099202+00:00,7,73,73,0,true,false,7,73,73,0,true,false,7,73,74,0,false,false,7,73,73,0,true,false
B,atlanta,2026-06-19,20260619T081912-0400,2026-06-19T12:19:12.671068+00:00,08:19:11.948399,499,other,F,M5_cutoff_change,timestamp_set_changed,472,,,7,73,74,88,2026-06-19T12:19:12.671068+00:00,2026-06-19T12:14:59.422059+00:00,1,472,2026-06-19T12:14:59.422059+00:00,7,73,73,0,true,false,7,73,73,0,true,false,7,73,74,0,false,false,7,73,73,0,true,false
B,atlanta,2026-06-19,20260619T090443-0400,2026-06-19T13:04:43.849880+00:00,09:04:42.968977,544,other,F,M5_cutoff_change,timestamp_set_changed,519|532,,,8,74,76,88,2026-06-19T13:04:43.849880+00:00,2026-06-19T13:03:25.861692+00:00,2,519|532,2026-06-19T13:03:25.861692+00:00,8,74,74,0,true,false,8,74,74,0,true,false,8,74,76,0,false,false,8,74,74,0,true,false
B,atlanta,2026-06-19,20260619T090943-0400,2026-06-19T13:09:43.229046+00:00,09:09:35.191028,549,other,F,M5_cutoff_change,timestamp_set_changed,519|532,,,8,74,76,88,2026-06-19T13:09:43.229046+00:00,2026-06-19T13:07:36.856894+00:00,2,519|532,2026-06-19T13:07:36.856894+00:00,8,74,74,0,true,false,8,74,74,0,true,false,8,74,76,0,false,false,8,74,74,0,true,false
B,atlanta,2026-06-19,20260619T100733-0400,2026-06-19T14:07:33.379317+00:00,10:07:32.840193,607,other,F,M5_cutoff_change,timestamp_set_changed,547|570|592,,,9,76,78,88,2026-06-19T14:07:33.379317+00:00,2026-06-19T14:04:34.389706+00:00,3,547|570|592,2026-06-19T14:04:34.389706+00:00,9,76,76,0,true,false,9,76,76,0,true,false,9,76,78,0,false,false,9,76,76,0,true,false
B,atlanta,2026-06-19,20260619T120747-0400,2026-06-19T16:07:47.164919+00:00,12:07:42.942387,727,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,11,79,81,88,2026-06-19T16:07:47.164919+00:00,2026-06-19T16:06:41.401734+00:00,1,712,2026-06-19T16:06:41.401734+00:00,11,79,79,0,true,false,11,79,79,0,true,false,11,79,81,0,false,false,11,79,79,0,true,false
B,atlanta,2026-06-19,20260619T120939-0400,2026-06-19T16:09:39.178348+00:00,12:09:38.501060,729,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,11,79,81,88,2026-06-19T16:09:39.178348+00:00,2026-06-19T16:08:30.495086+00:00,1,712,2026-06-19T16:08:30.495086+00:00,11,79,79,0,true,false,11,79,79,0,true,false,11,79,81,0,false,false,11,79,79,0,true,false
B,atlanta,2026-06-19,20260619T121258-0400,2026-06-19T16:12:58.775281+00:00,12:12:51.266418,732,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,11,79,81,88,2026-06-19T16:12:58.775281+00:00,2026-06-19T16:10:33.406217+00:00,1,712,2026-06-19T16:10:33.406217+00:00,11,79,79,0,true,false,11,79,79,0,true,false,11,79,81,0,false,false,11,79,79,0,true,false
B,atlanta,2026-06-19,20260619T121452-0400,2026-06-19T16:14:52.844409+00:00,12:14:51.860705,734,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,11,79,81,88,2026-06-19T16:14:52.844409+00:00,2026-06-19T16:13:48.903736+00:00,1,712,2026-06-19T16:13:48.903736+00:00,11,79,79,0,true,false,11,79,79,0,true,false,11,79,81,0,false,false,11,79,79,0,true,false
B,atlanta,2026-06-19,20260619T122049-0400,2026-06-19T16:20:49.356638+00:00,12:20:48.594709,740,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,11,79,81,88,2026-06-19T16:20:49.356638+00:00,2026-06-19T16:18:57.812951+00:00,1,712,2026-06-19T16:18:57.812951+00:00,11,79,79,0,true,false,11,79,79,0,true,false,11,79,81,0,false,false,11,79,79,0,true,false
B,atlanta,2026-06-19,20260619T122252-0400,2026-06-19T16:22:52.117049+00:00,12:22:51.387117,742,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,11,79,81,88,2026-06-19T16:22:52.117049+00:00,2026-06-19T16:21:56.558431+00:00,1,712,2026-06-19T16:21:56.558431+00:00,11,79,79,0,true,false,11,79,79,0,true,false,11,79,81,0,false,false,11,79,79,0,true,false
B,atlanta,2026-06-19,20260619T123045-0400,2026-06-19T16:30:45.954239+00:00,12:30:44.988061,750,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,11,79,81,88,2026-06-19T16:30:45.954239+00:00,2026-06-19T16:29:59.831146+00:00,1,712,2026-06-19T16:29:59.831146+00:00,11,79,79,0,true,false,11,79,79,0,true,false,11,79,81,0,false,false,11,79,79,0,true,false
B,atlanta,2026-06-19,20260619T123347-0400,2026-06-19T16:33:47.994276+00:00,12:33:47.567799,753,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,11,79,81,88,2026-06-19T16:33:47.994276+00:00,2026-06-19T16:33:08.555692+00:00,1,712,2026-06-19T16:33:08.555692+00:00,11,79,79,0,true,false,11,79,79,0,true,false,11,79,81,0,false,false,11,79,79,0,true,false
B,atlanta,2026-06-19,20260619T124038-0400,2026-06-19T16:40:38.948202+00:00,12:40:38.170547,760,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,11,79,81,88,2026-06-19T16:40:38.948202+00:00,2026-06-19T16:39:29.761516+00:00,1,712,2026-06-19T16:39:29.761516+00:00,11,79,79,0,true,false,11,79,79,0,true,false,11,79,81,0,false,false,11,79,79,0,true,false
B,atlanta,2026-06-19,20260619T124240-0400,2026-06-19T16:42:40.840802+00:00,12:42:39.642252,762,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,11,79,81,88,2026-06-19T16:42:40.840802+00:00,2026-06-19T16:41:30.518774+00:00,1,712,2026-06-19T16:41:30.518774+00:00,11,79,79,0,true,false,11,79,79,0,true,false,11,79,81,0,false,false,11,79,79,0,true,false
B,atlanta,2026-06-19,20260619T124436-0400,2026-06-19T16:44:36.995266+00:00,12:44:34.216996,764,settlement_window,F,M5_cutoff_change,timestamp_set_changed,712,,,11,79,81,88,2026-06-19T16:44:36.995266+00:00,2026-06-19T16:43:44.729947+00:00,1,712,2026-06-19T16:43:44.729947+00:00,11,79,79,0,true,false,11,79,79,0,true,false,11,79,81,0,false,false,11,79,79,0,true,false
B,atlanta,2026-06-19,20260619T130905-0400,2026-06-19T17:09:05.079101+00:00,13:09:04.556683,789,settlement_window,F,M5_cutoff_change,timestamp_set_changed,772,,,12,81,83,88,2026-06-19T17:09:05.079101+00:00,2026-06-19T17:08:06.456699+00:00,1,772,2026-06-19T17:08:06.456699+00:00,12,81,81,0,true,false,12,81,81,0,true,false,12,81,83,0,false,false,12,81,81,0,true,false
B,atlanta,2026-06-19,20260619T131105-0400,2026-06-19T17:11:05.667827+00:00,13:11:05.256474,791,settlement_window,F,M5_cutoff_change,timestamp_set_changed,772,,,12,81,83,88,2026-06-19T17:11:05.667827+00:00,2026-06-19T17:10:12.074580+00:00,1,772,2026-06-19T17:10:12.074580+00:00,12,81,81,0,true,false,12,81,81,0,true,false,12,81,83,0,false,false,12,81,81,0,true,false
B,atlanta,2026-06-19,20260619T131418-0400,2026-06-19T17:14:18.587347+00:00,13:14:17.966561,794,settlement_window,F,M5_cutoff_change,timestamp_set_changed,772,,,12,81,83,88,2026-06-19T17:14:18.587347+00:00,2026-06-19T17:13:16.812495+00:00,1,772,2026-06-19T17:13:16.812495+00:00,12,81,81,0,true,false,12,81,81,0,true,false,12,81,83,0,false,false,12,81,81,0,true,false
B,atlanta,2026-06-19,20260619T141345-0400,2026-06-19T18:13:45.299290+00:00,14:13:44.128924,853,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,832,,,13,83,85,88,2026-06-19T18:13:45.299290+00:00,2026-06-19T18:12:36.971133+00:00,1,832,2026-06-19T18:12:36.971133+00:00,13,83,83,0,true,false,13,83,83,0,true,false,13,83,85,0,false,false,13,83,83,0,true,false
B,atlanta,2026-06-19,20260619T141739-0400,2026-06-19T18:17:39.283867+00:00,14:17:38.817544,857,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,832,,,13,83,85,88,2026-06-19T18:17:39.283867+00:00,2026-06-19T18:16:36.354048+00:00,1,832,2026-06-19T18:16:36.354048+00:00,13,83,83,0,true,false,13,83,83,0,true,false,13,83,85,0,false,false,13,83,83,0,true,false
B,atlanta,2026-06-19,20260619T150343-0400,2026-06-19T19:03:43.787121+00:00,15:03:42.999439,903,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,892,,,14,85,87,88,2026-06-19T19:03:43.787121+00:00,2026-06-19T19:02:35.495284+00:00,1,892,2026-06-19T19:02:35.495284+00:00,14,85,85,0,true,false,14,85,85,0,true,false,14,85,87,0,false,false,14,85,85,0,true,false
B,atlanta,2026-06-19,20260619T152031-0400,2026-06-19T19:20:31.657157+00:00,15:20:31.164065,920,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,892,,,14,85,87,88,2026-06-19T19:20:31.657157+00:00,2026-06-19T19:19:33.092909+00:00,1,892,2026-06-19T19:19:33.092909+00:00,14,85,85,0,true,false,14,85,85,0,true,false,14,85,87,0,false,false,14,85,85,0,true,false
B,atlanta,2026-06-19,20260619T153521-0400,2026-06-19T19:35:21.060851+00:00,15:35:14.025551,935,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,892,,,14,85,87,88,2026-06-19T19:35:21.060851+00:00,2026-06-19T19:28:10.907908+00:00,1,892,2026-06-19T19:28:10.907908+00:00,14,85,85,0,true,false,14,85,85,0,true,false,14,85,87,0,false,false,14,85,85,0,true,false
B,atlanta,2026-06-19,20260619T161236-0400,2026-06-19T20:12:36.805267+00:00,16:12:36.224249,972,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,952,,,15,87,88,88,2026-06-19T20:12:36.805267+00:00,2026-06-19T20:11:43.695469+00:00,1,952,2026-06-19T20:11:43.695469+00:00,15,87,87,0,true,false,15,87,87,0,true,false,15,87,88,0,false,false,15,87,87,0,true,false
B,atlanta,2026-06-19,20260619T162854-0400,2026-06-19T20:28:54.561460+00:00,16:28:54.198450,988,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,952,,,15,87,88,88,2026-06-19T20:28:54.561460+00:00,2026-06-19T20:27:37.009114+00:00,1,952,2026-06-19T20:27:37.009114+00:00,15,87,87,0,true,false,15,87,87,0,true,false,15,87,88,0,false,false,15,87,87,0,true,false
B,atlanta,2026-06-20,20260620T002238-0400,2026-06-20T04:22:38.790758+00:00,00:22:38.426143,22,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,77,78,86,2026-06-20T04:22:38.790758+00:00,2026-06-20T04:05:43.356411+00:00,0,,,7,77,78,0,false,false,7,77,78,0,false,false,7,77,78,0,false,false,7,77,78,0,false,false
B,atlanta,2026-06-20,20260620T020138-0400,2026-06-20T06:01:38.403228+00:00,02:01:38.215464,121,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,112,,,7,77,78,86,2026-06-20T06:01:38.403228+00:00,2026-06-20T06:00:38.558878+00:00,1,112,2026-06-20T06:00:38.558878+00:00,7,78,78,1,true,false,7,78,78,1,true,false,7,78,78,1,true,false,7,78,78,1,true,false
B,atlanta,2026-06-20,20260620T021340-0400,2026-06-20T06:13:40.967532+00:00,02:13:40.699720,133,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,112,,,7,77,78,86,2026-06-20T06:13:40.967532+00:00,2026-06-20T06:12:39.605447+00:00,1,112,2026-06-20T06:12:39.605447+00:00,7,78,78,1,true,false,7,78,78,1,true,false,7,78,78,1,true,false,7,78,78,1,true,false
B,atlanta,2026-06-20,20260620T021538-0400,2026-06-20T06:15:38.456784+00:00,02:15:38.257140,135,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,112,,,7,77,78,86,2026-06-20T06:15:38.456784+00:00,2026-06-20T06:14:39.699765+00:00,1,112,2026-06-20T06:14:39.699765+00:00,7,78,78,1,true,false,7,78,78,1,true,false,7,78,78,1,true,false,7,78,78,1,true,false
B,atlanta,2026-06-20,20260620T021939-0400,2026-06-20T06:19:39.199112+00:00,02:19:38.988993,139,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,112,,,7,77,78,86,2026-06-20T06:19:39.199112+00:00,2026-06-20T06:18:39.541873+00:00,1,112,2026-06-20T06:18:39.541873+00:00,7,78,78,1,true,false,7,78,78,1,true,false,7,78,78,1,true,false,7,78,78,1,true,false
B,atlanta,2026-06-20,20260620T022438-0400,2026-06-20T06:24:38.539890+00:00,02:24:38.217096,144,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,112,,,7,77,78,86,2026-06-20T06:24:38.539890+00:00,2026-06-20T06:23:38.300065+00:00,1,112,2026-06-20T06:23:38.300065+00:00,7,78,78,1,true,false,7,78,78,1,true,false,7,78,78,1,true,false,7,78,78,1,true,false
B,atlanta,2026-06-20,20260620T023038-0400,2026-06-20T06:30:38.655402+00:00,02:30:38.435810,150,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,112,,,7,77,78,86,2026-06-20T06:30:38.655402+00:00,2026-06-20T06:29:40.962073+00:00,1,112,2026-06-20T06:29:40.962073+00:00,7,78,78,1,true,false,7,78,78,1,true,false,7,78,78,1,true,false,7,78,78,1,true,false
B,atlanta,2026-06-20,20260620T024440-0400,2026-06-20T06:44:40.651732+00:00,02:44:40.486617,164,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,112,,,7,77,78,86,2026-06-20T06:44:40.651732+00:00,2026-06-20T06:43:38.741459+00:00,1,112,2026-06-20T06:43:38.741459+00:00,7,78,78,1,true,false,7,78,78,1,true,false,7,78,78,1,true,false,7,78,78,1,true,false
B,atlanta,2026-06-20,20260620T024739-0400,2026-06-20T06:47:39.502601+00:00,02:47:39.298482,167,pre_dawn,F,M3_rows_dropped,timestamp_set_changed,112,,,7,77,78,86,2026-06-20T06:47:39.502601+00:00,2026-06-20T06:46:38.534456+00:00,1,112,2026-06-20T06:46:38.534456+00:00,7,78,78,1,true,false,7,78,78,1,true,false,7,78,78,1,true,false,7,78,78,1,true,false
B,atlanta,2026-06-20,20260620T090139-0400,2026-06-20T13:01:39.587252+00:00,09:01:39.250162,541,other,F,M5_cutoff_change,timestamp_set_changed,532,,,8,78,79,86,2026-06-20T13:01:39.587252+00:00,2026-06-20T13:00:40.055311+00:00,1,532,2026-06-20T13:00:40.055311+00:00,8,78,78,0,true,false,8,78,78,0,true,false,8,78,79,0,false,false,8,78,78,0,true,false
B,atlanta,2026-06-20,20260620T090339-0400,2026-06-20T13:03:39.942145+00:00,09:03:39.610873,543,other,F,M5_cutoff_change,timestamp_set_changed,532,,,8,78,79,86,2026-06-20T13:03:39.942145+00:00,2026-06-20T13:02:42.791909+00:00,1,532,2026-06-20T13:02:42.791909+00:00,8,78,78,0,true,false,8,78,78,0,true,false,8,78,79,0,false,false,8,78,78,0,true,false
B,atlanta,2026-06-20,20260620T090539-0400,2026-06-20T13:05:39.538946+00:00,09:05:39.246931,545,other,F,M5_cutoff_change,timestamp_set_changed,532,,,8,78,79,86,2026-06-20T13:05:39.538946+00:00,2026-06-20T13:04:38.988206+00:00,1,532,2026-06-20T13:04:38.988206+00:00,8,78,78,0,true,false,8,78,78,0,true,false,8,78,79,0,false,false,8,78,78,0,true,false
B,atlanta,2026-06-20,20260620T130429-0400,2026-06-20T17:04:29.127158+00:00,13:04:28.539062,784,settlement_window,F,M5_cutoff_change,timestamp_set_changed,772,,,12,80,81,86,2026-06-20T17:04:29.127158+00:00,2026-06-20T17:03:21.859447+00:00,1,772,2026-06-20T17:03:21.859447+00:00,12,80,80,0,true,false,12,80,80,0,true,false,12,80,81,0,false,false,12,80,80,0,true,false
B,atlanta,2026-06-20,20260620T131423-0400,2026-06-20T17:14:23.844538+00:00,13:14:23.242854,794,settlement_window,F,M5_cutoff_change,timestamp_set_changed,772,,,12,80,81,86,2026-06-20T17:14:23.844538+00:00,2026-06-20T17:13:11.223162+00:00,1,772,2026-06-20T17:13:11.223162+00:00,12,80,80,0,true,false,12,80,80,0,true,false,12,80,81,0,false,false,12,80,80,0,true,false
B,atlanta,2026-06-20,20260620T131810-0400,2026-06-20T17:18:10.845526+00:00,13:18:10.213378,798,settlement_window,F,M5_cutoff_change,timestamp_set_changed,772,,,12,80,81,86,2026-06-20T17:18:10.845526+00:00,2026-06-20T17:17:13.691334+00:00,1,772,2026-06-20T17:17:13.691334+00:00,12,80,80,0,true,false,12,80,80,0,true,false,12,80,81,0,false,false,12,80,80,0,true,false
B,atlanta,2026-06-20,20260620T132014-0400,2026-06-20T17:20:14.789804+00:00,13:20:14.341760,800,settlement_window,F,M5_cutoff_change,timestamp_set_changed,772,,,12,80,81,86,2026-06-20T17:20:14.789804+00:00,2026-06-20T17:19:14.758562+00:00,1,772,2026-06-20T17:19:14.758562+00:00,12,80,80,0,true,false,12,80,80,0,true,false,12,80,81,0,false,false,12,80,80,0,true,false
B,atlanta,2026-06-20,20260620T142221-0400,2026-06-20T18:22:21.869467+00:00,14:22:21.427132,862,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,832,,,13,81,83,86,2026-06-20T18:22:21.869467+00:00,2026-06-20T18:20:23.202399+00:00,1,832,2026-06-20T18:20:23.202399+00:00,13,81,81,0,true,false,13,81,81,0,true,false,13,81,83,0,false,false,13,81,81,0,true,false
B,atlanta,2026-06-20,20260620T142920-0400,2026-06-20T18:29:20.133677+00:00,14:29:19.701440,869,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,832,,,13,81,83,86,2026-06-20T18:29:20.133677+00:00,2026-06-20T18:28:31.734738+00:00,1,832,2026-06-20T18:28:31.734738+00:00,13,81,81,0,true,false,13,81,81,0,true,false,13,81,83,0,false,false,13,81,81,0,true,false
B,atlanta,2026-06-20,20260620T143122-0400,2026-06-20T18:31:22.517894+00:00,14:31:21.884111,871,peak_heating_window,F,M5_cutoff_change,timestamp_set_changed,832,,,13,81,83,86,2026-06-20T18:31:22.517894+00:00,2026-06-20T18:30:26.827279+00:00,1,832,2026-06-20T18:30:26.827279+00:00,13,81,81,0,true,false,13,81,81,0,true,false,13,81,83,0,false,false,13,81,81,0,true,false
