stratum,market_id,target_date,snapshot_id,local_time,minute_of_day,high_so_far,prev_running_max,drop_degrees,wu_history_rows,wu_history_max_c,wu_current_max_since_7am_c,current_temp,rows_changed,rows_dropped,latest_datetime_changed,cutoff_hour_changed,previous_cutoff_hour,cutoff_hour,cutoff_delta,capture_minute,previous_capture_minute,rows_lost_within_window,source_kind,mechanism,settled_high
B,miami,2026-06-20,20260620T071642-0400,07:16:42.136524,436,80,82,2,6,80,80,79,0,1,true,false,7,7,0,436,435,1,wu,M3_rows_dropped,93
B,miami,2026-06-20,20260620T071854-0400,07:18:53.976676,438,80,82,2,6,80,79,79,0,1,true,false,7,7,0,438,437,1,wu,M3_rows_dropped,93
B,miami,2026-06-20,20260620T080247-0400,08:02:47.311317,482,82,84,2,7,82,83,82,0,1,true,true,8,7,-1,482,480,1,wu,M5_cutoff_change,93
B,miami,2026-06-20,20260620T080547-0400,08:05:47.485573,485,82,84,2,7,82,83,82,0,1,true,true,8,7,-1,485,483,1,wu,M5_cutoff_change,93
B,miami,2026-06-20,20260620T090346-0400,09:03:45.772716,543,84,86,2,8,84,85,84,0,1,true,true,9,8,-1,543,542,1,wu,M5_cutoff_change,93
B,miami,2026-06-20,20260620T090554-0400,09:05:54.044683,545,84,86,2,8,84,85,84,0,1,true,true,9,8,-1,545,545,1,wu,M5_cutoff_change,93
B,miami,2026-06-20,20260620T123540-0400,12:35:40.566628,755,89,93,4,11,89,93,89,0,1,true,true,12,11,-1,755,754,1,wu,M5_cutoff_change,93
B,miami,2026-06-21,20260621T091301-0400,09:13:01.228455,553,81,84,3,8,81,82,81,0,1,true,true,9,8,-1,553,549,1,wu,M5_cutoff_change,94
B,miami,2026-06-21,20260621T092002-0400,09:20:02.292013,560,81,84,3,8,81,82,81,0,1,true,true,9,8,-1,560,557,1,wu,M5_cutoff_change,94
B,miami,2026-06-21,20260621T092359-0400,09:23:59.203262,563,81,84,3,8,81,82,81,0,1,true,true,9,8,-1,563,562,1,wu,M5_cutoff_change,94
B,miami,2026-06-21,20260621T093302-0400,09:33:01.855021,573,81,84,3,8,81,83,81,0,1,true,true,9,8,-1,573,570,1,wu,M5_cutoff_change,94
B,miami,2026-06-21,20260621T093606-0400,09:36:06.182693,576,81,84,3,8,81,83,81,0,1,true,true,9,8,-1,576,573,1,wu,M5_cutoff_change,94
B,miami,2026-06-21,20260621T094910-0400,09:49:08.623472,589,81,84,3,8,81,83,81,0,1,true,true,9,8,-1,589,582,1,wu,M5_cutoff_change,94
B,miami,2026-06-21,20260621T095657-0400,09:56:57.234490,596,81,84,3,8,81,84,81,0,1,true,true,9,8,-1,596,596,1,wu,M5_cutoff_change,94
B,miami,2026-06-21,20260621T100106-0400,10:01:06.455782,601,84,87,3,9,84,85,84,0,1,true,true,10,9,-1,601,600,1,wu,M5_cutoff_change,94
B,miami,2026-06-21,20260621T124247-0400,12:42:44.685922,762,89,91,2,11,89,92,89,0,1,true,true,12,11,-1,762,760,1,wu,M5_cutoff_change,94
B,miami,2026-06-21,20260621T131743-0400,13:17:43.101294,797,91,93,2,12,91,93,91,0,1,true,true,13,12,-1,797,796,1,wu,M5_cutoff_change,94
B,miami,2026-06-21,20260621T131942-0400,13:19:41.695081,799,91,93,2,12,91,93,91,0,1,true,true,13,12,-1,799,798,1,wu,M5_cutoff_change,94
B,miami,2026-06-21,20260621T132439-0400,13:24:39.382898,804,91,93,2,12,91,93,91,0,1,true,true,13,12,-1,804,803,1,wu,M5_cutoff_change,94
B,miami,2026-06-21,20260621T151559-0400,15:15:58.791652,915,93,94,1,14,93,93,93,0,1,true,true,15,14,-1,915,914,1,wu,M5_cutoff_change,94
B,miami,2026-06-22,20260622T002528-0400,00:25:27.592738,25,82,83,1,0,,93,82,0,0,false,false,7,7,0,25,13,0,wu,M2_empty_history,93
B,miami,2026-06-22,20260622T003044-0400,00:30:43.747158,30,82,83,1,0,,93,82,0,0,false,false,7,7,0,30,29,0,wu,M2_empty_history,93
B,miami,2026-06-22,20260622T030548-0400,03:05:48.546662,185,83,84,1,2,83,93,83,0,1,true,false,7,7,0,185,184,1,wu,M3_rows_dropped,93
B,miami,2026-06-22,20260622T031826-0400,03:18:26.338053,198,83,84,1,2,83,93,83,0,1,true,false,7,7,0,198,197,1,wu,M3_rows_dropped,93
B,miami,2026-06-22,20260622T032025-0400,03:20:25.070358,200,83,84,1,2,83,93,83,0,1,true,false,7,7,0,200,199,1,wu,M3_rows_dropped,93
B,miami,2026-06-22,20260622T032322-0400,03:23:22.481352,203,83,84,1,2,83,93,83,0,1,true,false,7,7,0,203,201,1,wu,M3_rows_dropped,93
B,miami,2026-06-22,20260622T032638-0400,03:26:37.907829,206,83,84,1,2,83,93,83,0,1,true,false,7,7,0,206,205,1,wu,M3_rows_dropped,93
B,miami,2026-06-22,20260622T033625-0400,03:36:24.958529,216,83,84,1,2,83,93,83,0,1,true,false,7,7,0,216,215,1,wu,M3_rows_dropped,93
B,miami,2026-06-22,20260622T034532-0400,03:45:32.555705,225,83,84,1,2,83,93,83,0,1,true,false,7,7,0,225,224,1,wu,M3_rows_dropped,93
B,miami,2026-06-22,20260622T091743-0400,09:17:42.823053,557,85,86,1,8,85,87,85,0,1,true,true,9,8,-1,557,552,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T091933-0400,09:19:33.476582,559,85,86,1,8,85,87,85,0,1,true,true,9,8,-1,559,558,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T092631-0400,09:26:30.599130,566,85,86,1,8,85,87,85,0,1,true,true,9,8,-1,566,561,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T093127-0400,09:31:27.508040,571,85,86,1,8,85,87,85,0,1,true,true,9,8,-1,571,570,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T093328-0400,09:33:28.130689,573,85,86,1,8,85,87,85,0,1,true,true,9,8,-1,573,572,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T093530-0400,09:35:29.982846,575,85,86,1,8,85,87,85,0,1,true,true,9,8,-1,575,574,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T094126-0400,09:41:25.828501,581,85,86,1,8,85,87,85,0,1,true,true,9,8,-1,581,578,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T094428-0400,09:44:27.903638,584,85,86,1,8,85,88,85,0,1,true,true,9,8,-1,584,582,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T094723-0400,09:47:22.618511,587,85,86,1,8,85,88,85,0,1,true,true,9,8,-1,587,585,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T094923-0400,09:49:23.283402,589,85,86,1,8,85,88,85,0,1,true,true,9,8,-1,589,588,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T095230-0400,09:52:30.109557,592,85,86,1,8,85,88,85,0,1,true,true,9,8,-1,592,590,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T095836-0400,09:58:35.603660,598,85,86,1,8,85,88,85,0,1,true,true,9,8,-1,598,596,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T111136-0400,11:11:35.839104,671,89,90,1,10,89,90,89,0,1,true,true,11,10,-1,671,670,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T113110-0400,11:31:06.325703,691,89,90,1,10,89,90,89,0,1,true,true,11,10,-1,691,687,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T114243-0400,11:42:43.517837,702,89,90,1,10,89,91,89,0,1,true,true,11,10,-1,702,702,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T114918-0400,11:49:09.494008,709,89,90,1,10,89,91,89,0,1,true,true,11,10,-1,709,707,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T121049-0400,12:10:48.237474,730,90,91,1,11,90,91,90,0,1,true,true,12,11,-1,730,722,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T122246-0400,12:22:45.095565,742,90,91,1,11,90,92,90,0,1,true,true,12,11,-1,742,737,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T122639-0400,12:26:39.365006,746,90,91,1,11,90,92,90,0,1,true,true,12,11,-1,746,745,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T123252-0400,12:32:50.917123,752,90,91,1,11,90,92,90,0,1,true,true,12,11,-1,752,751,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T123443-0400,12:34:43.502636,754,90,91,1,11,90,92,90,0,1,true,true,12,11,-1,754,753,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T123900-0400,12:38:57.751637,758,90,91,1,11,90,92,90,0,1,true,true,12,11,-1,758,756,1,wu,M5_cutoff_change,93
B,miami,2026-06-22,20260622T131532-0400,13:15:31.944695,795,91,92,1,12,91,92,91,0,1,true,true,13,12,-1,795,793,1,wu,M5_cutoff_change,93
B,miami,2026-06-26,20260626T005738-0400,00:57:38.297746,57,80,81,1,1,80,92,80,0,0,true,false,7,7,0,57,48,0,wu,M6_unexplained,91
B,miami,2026-06-26,20260626T071950-0400,07:19:50.383850,439,82,83,1,6,82,83,82,0,1,true,false,7,7,0,439,439,1,wu,M3_rows_dropped,91
B,nyc,2026-06-08,20260608T003145-0400,00:31:45.041625,31,68,69,1,0,,81,68,0,0,false,false,9,9,0,31,21,0,wu,M2_empty_history,74
B,nyc,2026-06-12,20260612T002157-0400,00:21:57.617431,21,75,76,1,0,,94,75,0,0,false,false,7,7,0,21,11,0,wu,M2_empty_history,94
B,nyc,2026-06-12,20260612T162945-0400,16:29:45.225785,989,89,93,4,18,93,94,89,0,1,true,true,15,14,-1,989,979,1,wu,M5_cutoff_change,94
B,nyc,2026-06-14,20260614T002901-0400,00:29:01.079297,29,77,78,1,0,,87,77,0,0,false,false,7,7,0,29,18,0,wu,M2_empty_history,90
B,nyc,2026-06-14,20260614T152037-0400,15:20:37.712857,920,88,90,2,15,90,88,88,0,1,true,true,14,13,-1,920,920,2,wu,M5_cutoff_change,90
B,nyc,2026-06-16,20260616T003522-0400,00:35:14.174086,35,64,65,1,0,,75,64,0,0,false,false,7,7,0,35,25,0,wu,M2_empty_history,78
B,nyc,2026-06-16,20260616T090539-0400,09:05:39.103910,545,65,66,1,8,65,66,62,0,1,true,true,9,8,-1,545,544,1,wu,M5_cutoff_change,78
B,nyc,2026-06-16,20260616T093339-0400,09:33:38.849529,573,65,66,1,8,65,67,62,0,1,true,true,9,8,-1,573,565,1,wu,M5_cutoff_change,78
B,nyc,2026-06-16,20260616T143505-0400,14:35:05.160286,875,73,74,1,13,73,75,73,0,1,true,true,14,13,-1,875,874,1,wu,M5_cutoff_change,78
B,nyc,2026-06-17,20260617T081338-0400,08:13:37.791776,493,67,68,1,7,67,69,66,0,1,true,true,8,7,-1,493,492,1,wu,M5_cutoff_change,77
B,nyc,2026-06-17,20260617T090231-0400,09:02:30.868345,542,68,71,3,8,68,71,68,0,1,true,true,9,8,-1,542,541,1,wu,M5_cutoff_change,77
B,nyc,2026-06-17,20260617T100329-0400,10:03:29.022060,603,71,74,3,9,71,74,71,0,1,true,true,10,9,-1,603,602,1,wu,M5_cutoff_change,77
B,nyc,2026-06-17,20260617T110740-0400,11:07:40.245915,667,74,75,1,10,74,75,74,0,1,true,true,11,10,-1,667,665,1,wu,M5_cutoff_change,77
B,nyc,2026-06-17,20260617T111533-0400,11:15:32.565852,675,74,75,1,10,74,75,74,0,1,true,true,11,10,-1,675,673,1,wu,M5_cutoff_change,77
B,nyc,2026-06-19,20260619T003030-0400,00:30:29.038604,30,79,80,1,0,,89,79,0,0,false,false,7,7,0,30,22,0,wu,M2_empty_history,82
B,nyc,2026-06-19,20260619T150340-0400,15:03:37.969654,903,80,82,2,14,80,82,80,0,1,true,true,15,14,-1,903,902,1,wu,M5_cutoff_change,82
B,nyc,2026-06-19,20260619T152029-0400,15:20:29.311579,920,80,82,2,14,80,82,80,0,1,true,true,15,14,-1,920,919,1,wu,M5_cutoff_change,82
B,nyc,2026-06-19,20260619T153510-0400,15:34:01.640807,934,80,82,2,14,80,82,80,0,1,true,true,15,14,-1,934,928,1,wu,M5_cutoff_change,82
B,nyc,2026-06-20,20260620T112819-0400,11:28:18.684588,688,72,75,3,10,72,76,72,0,1,true,true,11,10,-1,688,687,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T113721-0400,11:37:21.172203,697,72,75,3,10,72,77,72,0,1,true,true,11,10,-1,697,696,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T113919-0400,11:39:19.053479,699,72,75,3,10,72,77,72,0,1,true,true,11,10,-1,699,698,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T122819-0400,12:28:18.871132,748,75,77,2,11,75,78,75,0,1,true,true,12,11,-1,748,747,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T123325-0400,12:33:25.465526,753,75,77,2,11,75,78,75,0,1,true,true,12,11,-1,753,752,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T123518-0400,12:35:17.659663,755,75,77,2,11,75,78,75,0,1,true,true,12,11,-1,755,754,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T130427-0400,13:04:26.505407,784,77,79,2,12,77,79,77,0,1,true,true,13,12,-1,784,783,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T130717-0400,13:07:16.802524,787,77,79,2,12,77,80,77,0,1,true,true,13,12,-1,787,786,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T131421-0400,13:14:20.412748,794,77,79,2,12,77,80,77,0,1,true,true,13,12,-1,794,793,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T131808-0400,13:18:08.115776,798,77,79,2,12,77,80,77,0,1,true,true,13,12,-1,798,797,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T132013-0400,13:20:12.524305,800,77,79,2,12,77,80,77,0,1,true,true,13,12,-1,800,799,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T140817-0400,14:08:17.023166,848,79,81,2,13,79,81,79,0,1,true,true,14,13,-1,848,847,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T141219-0400,14:12:18.707817,852,79,81,2,13,79,81,79,0,1,true,true,14,13,-1,852,851,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T142219-0400,14:22:18.539420,862,79,81,2,13,79,81,79,0,1,true,true,14,13,-1,862,860,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T142918-0400,14:29:18.305284,869,79,81,2,13,79,81,79,0,1,true,true,14,13,-1,869,868,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T143120-0400,14:31:19.835759,871,79,81,2,13,79,81,79,0,1,true,true,14,13,-1,871,870,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T161432-0400,16:14:30.919934,974,81,83,2,15,81,82,81,0,1,true,true,16,15,-1,974,973,1,wu,M5_cutoff_change,83
B,nyc,2026-06-20,20260620T161932-0400,16:19:31.367970,979,81,83,2,15,81,82,81,0,1,true,true,16,15,-1,979,978,1,wu,M5_cutoff_change,83
B,nyc,2026-06-21,20260621T005704-0400,00:57:03.351533,57,71,72,1,1,71,82,71,0,0,true,false,7,7,0,57,56,0,wu,M6_unexplained,84
B,nyc,2026-06-21,20260621T020309-0400,02:03:08.391775,123,71,72,1,1,71,82,71,0,1,true,false,7,7,0,123,120,1,wu,M3_rows_dropped,84
B,nyc,2026-06-21,20260621T020803-0400,02:08:03.174201,128,71,72,1,1,71,83,71,0,1,true,false,7,7,0,128,127,1,wu,M3_rows_dropped,84
B,nyc,2026-06-21,20260621T022858-0400,02:28:48.792876,148,71,72,1,1,71,82,71,0,1,true,false,7,7,0,148,130,1,wu,M3_rows_dropped,84
B,nyc,2026-06-21,20260621T024031-0400,02:40:30.964423,160,71,72,1,1,71,82,71,0,1,true,false,7,7,0,160,151,1,wu,M3_rows_dropped,84
B,nyc,2026-06-21,20260621T024219-0400,02:42:19.050929,162,71,72,1,1,71,82,71,0,1,true,false,7,7,0,162,161,1,wu,M3_rows_dropped,84
B,nyc,2026-06-21,20260621T024936-0400,02:49:28.152780,169,71,72,1,1,71,82,71,0,1,true,false,7,7,0,169,164,1,wu,M3_rows_dropped,84
B,nyc,2026-06-21,20260621T100254-0400,10:02:53.752526,602,72,76,4,8,72,75,70,0,2,true,true,10,8,-2,602,600,2,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T110314-0400,11:03:14.015733,663,76,77,1,10,76,77,76,0,1,true,true,11,10,-1,663,662,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T110615-0400,11:06:14.170513,666,76,77,1,10,76,77,76,0,1,true,true,11,10,-1,666,665,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T111319-0400,11:13:18.663354,673,76,77,1,10,76,77,76,0,1,true,true,11,10,-1,673,672,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T112351-0400,11:23:50.806013,683,76,77,1,10,76,77,76,0,1,true,true,11,10,-1,683,683,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T112857-0400,11:28:52.169871,688,76,77,1,10,76,77,76,0,1,true,true,11,10,-1,688,687,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T113236-0400,11:32:34.121645,692,76,77,1,10,76,77,76,0,1,true,true,11,10,-1,692,691,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T114220-0400,11:42:19.665496,702,76,77,1,10,76,78,76,0,1,true,true,11,10,-1,702,696,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T115238-0400,11:52:31.144010,712,76,77,1,10,76,78,76,0,1,true,true,11,10,-1,712,703,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T124619-0400,12:46:18.301839,766,77,79,2,11,77,79,77,0,1,true,true,12,11,-1,766,764,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T142920-0400,14:29:19.532958,869,79,80,1,13,79,79,78,0,1,true,true,14,13,-1,869,868,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T150320-0400,15:03:19.686108,903,80,82,2,14,80,81,80,0,1,true,true,15,14,-1,903,902,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T151529-0400,15:15:29.061496,915,80,82,2,14,80,81,80,0,1,true,true,15,14,-1,915,913,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T160222-0400,16:02:22.009372,962,82,83,1,15,82,82,82,0,1,true,true,16,15,-1,962,961,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T161524-0400,16:15:23.738585,975,82,83,1,15,82,82,82,0,1,true,true,16,15,-1,975,971,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T161923-0400,16:19:22.855088,979,82,83,1,15,82,82,82,0,1,true,true,16,15,-1,979,978,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T180422-0400,18:04:21.939292,1084,83,84,1,17,83,83,83,0,1,true,true,18,17,-1,1084,1083,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T180921-0400,18:09:20.517094,1089,83,84,1,17,83,83,83,0,1,true,true,18,17,-1,1089,1088,1,wu,M5_cutoff_change,84
B,nyc,2026-06-21,20260621T181132-0400,18:11:31.463395,1091,83,84,1,17,83,83,83,0,1,true,true,18,17,-1,1091,1090,1,wu,M5_cutoff_change,84
B,nyc,2026-06-22,20260622T002020-0400,00:20:19.319009,20,73,74,1,0,,83,73,0,0,false,false,7,7,0,20,12,0,wu,M2_empty_history,73
B,nyc,2026-06-22,20260622T005722-0400,00:57:19.719730,57,72,74,2,1,72,83,72,0,0,true,false,7,7,0,57,44,0,wu,M6_unexplained,73
B,nyc,2026-06-26,20260626T004915-0400,00:49:15.060816,49,71,72,1,0,,83,71,0,0,false,false,7,7,0,49,10,0,wu,M2_empty_history,83
B,nyc,2026-06-26,20260626T124447-0400,12:44:47.101822,764,74,75,1,14,74,75,74,0,1,true,true,12,11,-1,764,763,1,wu,M5_cutoff_change,83
B,nyc,2026-06-26,20260626T143142-0400,14:31:42.121042,871,75,77,2,16,75,77,75,0,2,true,true,14,13,-1,871,870,2,wu,M5_cutoff_change,83
B,nyc,2026-06-26,20260626T152657-0400,15:26:57.275554,926,77,80,3,18,77,80,77,0,1,true,true,15,14,-1,926,926,1,wu,M5_cutoff_change,83
B,san-francisco,2026-06-07,20260607T033542-0400,00:35:42.746806,35,52,53,1,0,,62,52,0,0,false,false,9,9,0,35,25,0,wu,M2_empty_history,67
B,san-francisco,2026-06-07,20260607T040618-0400,01:06:18.536109,66,52,53,1,1,52,62,52,0,0,true,false,9,9,0,66,56,0,wu,M6_unexplained,67
B,san-francisco,2026-06-09,20260609T141618-0400,11:16:18.692624,676,66,67,1,16,66,67,66,1,0,true,false,11,11,0,676,666,1,wu,M6_unexplained,67
B,san-francisco,2026-06-09,20260609T171152-0400,14:11:51.609054,851,67,68,1,18,67,67,67,1,0,false,true,13,14,1,851,841,1,wu,M1_restatement,67
B,san-francisco,2026-06-12,20260612T032642-0400,00:26:42.000925,26,59,60,1,0,,92,59,0,0,false,false,7,7,0,26,16,0,wu,M2_empty_history,71
B,san-francisco,2026-06-13,20260613T032931-0400,00:29:31.548331,29,56,57,1,0,,76,56,0,0,false,false,7,7,0,29,19,0,wu,M2_empty_history,71
B,san-francisco,2026-06-14,20260614T034912-0400,00:49:12.441884,49,59,60,1,0,,74,59,0,0,false,false,7,7,0,49,44,0,wu,M2_empty_history,75
B,san-francisco,2026-06-14,20260614T151103-0400,12:11:03.707969,731,65,66,1,15,66,70,65,0,1,true,true,11,10,-1,731,730,2,wu,M5_cutoff_change,75
B,san-francisco,2026-06-16,20260616T124554-0400,09:45:51.988420,585,60,61,1,10,60,63,60,0,3,true,true,9,8,-1,585,585,1,wu,M5_cutoff_change,70
B,san-francisco,2026-06-16,20260616T140836-0400,11:08:35.587192,668,64,67,3,14,64,68,64,0,1,true,true,11,10,-1,668,667,1,wu,M5_cutoff_change,70
B,san-francisco,2026-06-16,20260616T142728-0400,11:27:28.160869,687,64,67,3,14,64,68,64,0,1,true,true,11,10,-1,687,686,1,wu,M5_cutoff_change,70
B,san-francisco,2026-06-16,20260616T143615-0400,11:36:14.765829,696,64,67,3,14,64,68,64,0,1,true,true,11,10,-1,696,695,1,wu,M5_cutoff_change,70
B,san-francisco,2026-06-19,20260619T121336-0400,09:13:36.411331,553,62,63,1,9,62,63,62,0,1,true,true,9,8,-1,553,553,1,wu,M5_cutoff_change,70
B,san-francisco,2026-06-19,20260619T123943-0400,09:39:42.338769,579,62,63,1,9,62,63,62,0,1,true,true,9,8,-1,579,573,1,wu,M5_cutoff_change,70
B,san-francisco,2026-06-19,20260619T124149-0400,09:41:48.809200,581,62,63,1,9,62,63,62,0,1,true,true,9,8,-1,581,580,1,wu,M5_cutoff_change,70
B,san-francisco,2026-06-19,20260619T124358-0400,09:43:57.333629,583,62,63,1,9,62,63,62,0,1,true,true,9,8,-1,583,582,1,wu,M5_cutoff_change,70
B,san-francisco,2026-06-19,20260619T124836-0400,09:48:35.542886,588,62,63,1,9,62,63,62,0,1,true,true,9,8,-1,588,585,1,wu,M5_cutoff_change,70
B,san-francisco,2026-06-19,20260619T165125-0400,13:51:24.673773,831,66,68,2,13,66,69,66,0,1,true,true,13,12,-1,831,828,1,wu,M5_cutoff_change,70
B,san-francisco,2026-06-20,20260620T054246-0400,02:42:46.583208,162,62,63,1,2,62,70,62,0,1,true,false,7,7,0,162,159,1,wu,M3_rows_dropped,71
B,san-francisco,2026-06-20,20260620T124932-0400,09:49:31.723465,589,63,64,1,10,63,65,63,0,1,true,true,9,8,-1,589,588,1,wu,M5_cutoff_change,71
B,san-francisco,2026-06-20,20260620T125342-0400,09:53:41.991327,593,63,64,1,10,63,65,63,0,1,true,true,9,8,-1,593,592,1,wu,M5_cutoff_change,71
B,san-francisco,2026-06-20,20260620T134727-0400,10:47:27.309204,647,64,66,2,11,64,67,64,0,1,true,true,10,9,-1,647,646,1,wu,M5_cutoff_change,71
B,san-francisco,2026-06-20,20260620T161357-0400,13:13:56.459524,793,70,71,1,14,70,71,70,0,1,true,true,13,12,-1,793,790,1,wu,M5_cutoff_change,71
B,san-francisco,2026-06-20,20260620T161954-0400,13:19:53.345653,799,70,71,1,14,70,70,70,0,1,true,true,13,12,-1,799,796,1,wu,M5_cutoff_change,71
B,san-francisco,2026-06-20,20260620T163334-0400,13:33:32.946488,813,70,71,1,14,70,70,70,0,1,true,true,13,12,-1,813,812,1,wu,M5_cutoff_change,71
B,san-francisco,2026-06-20,20260620T164450-0400,13:44:49.255998,824,70,71,1,14,70,71,70,0,1,true,true,13,12,-1,824,821,1,wu,M5_cutoff_change,71
B,san-francisco,2026-06-21,20260621T145322-0400,11:53:22.123978,713,60,63,3,11,60,65,60,0,1,true,true,11,10,-1,713,703,1,wu,M5_cutoff_change,69
B,san-francisco,2026-06-21,20260621T154537-0400,12:45:37.024357,765,63,65,2,13,64,67,63,0,1,true,true,12,11,-1,765,760,2,wu,M5_cutoff_change,69
B,san-francisco,2026-06-22,20260622T032641-0400,00:26:41.082692,26,56,57,1,0,,70,56,0,0,false,false,7,7,0,26,25,0,wu,M2_empty_history,66
B,san-francisco,2026-06-22,20260622T033630-0400,00:36:30.609885,36,56,57,1,0,,70,56,0,0,false,false,7,7,0,36,35,0,wu,M2_empty_history,66
B,san-francisco,2026-06-22,20260622T034426-0400,00:44:26.377693,44,56,57,1,0,,70,56,0,0,false,false,7,7,0,44,43,0,wu,M2_empty_history,66
B,san-francisco,2026-06-22,20260622T035535-0400,00:55:35.557205,55,56,57,1,0,,70,56,0,0,false,false,7,7,0,55,54,0,wu,M2_empty_history,66
B,san-francisco,2026-06-22,20260622T131540-0400,10:15:39.579904,615,57,61,4,12,57,61,57,0,2,true,true,10,9,-1,615,613,2,wu,M5_cutoff_change,66
B,san-francisco,2026-06-22,20260622T132658-0400,10:26:57.963731,626,57,61,4,12,57,61,57,0,2,true,true,10,9,-1,626,616,2,wu,M5_cutoff_change,66
B,san-francisco,2026-06-22,20260622T141856-0400,11:18:55.495758,678,61,63,2,15,61,63,61,0,1,true,true,11,10,-1,678,665,2,wu,M5_cutoff_change,66
B,san-francisco,2026-06-26,20260626T121359-0400,09:13:59.349906,553,59,62,3,8,59,61,59,0,1,true,true,9,8,-1,553,552,1,wu,M5_cutoff_change,68
B,san-francisco,2026-06-26,20260627T012909-0400,22:29:08.447667,1349,60,68,8,0,,68,60,0,26,true,false,20,20,0,1349,1339,24,wu,M2_empty_history,68
B,san-francisco,2026-06-26,20260627T025838-0400,23:58:37.655359,1438,59,68,9,0,,68,59,0,0,false,false,20,20,0,1438,1419,0,wu,M2_empty_history,68
B,seattle,2026-06-07,20260607T032531-0400,00:25:31.097057,25,47,48,1,0,,60,47,0,0,false,false,9,9,0,25,15,0,wu,M2_empty_history,65
B,seattle,2026-06-08,20260608T033637-0400,00:36:36.834744,36,54,55,1,0,,64,54,0,0,false,false,9,9,0,36,26,0,wu,M2_empty_history,61
B,seattle,2026-06-09,20260609T181337-0400,15:13:37.400485,913,62,63,1,25,62,62,62,1,0,false,true,14,15,1,913,903,1,wu,M1_restatement,63
B,seattle,2026-06-13,20260613T032932-0400,00:29:32.430873,29,61,62,1,0,,74,61,0,0,false,false,7,7,0,29,19,0,wu,M2_empty_history,82
B,seattle,2026-06-14,20260614T031520-0400,00:15:20.653808,15,69,70,1,0,,82,69,0,0,false,false,7,7,0,15,13,0,wu,M2_empty_history,88
