stratum,market_id,target_date,snapshot_id,local_time,minute_of_day,high_so_far,prev_running_max,drop_degrees,wu_history_rows,wu_history_max_c,wu_current_max_since_7am_c,current_temp,rows_changed,rows_dropped,latest_datetime_changed,cutoff_hour_changed,previous_cutoff_hour,cutoff_hour,cutoff_delta,capture_minute,previous_capture_minute,rows_lost_within_window,source_kind,mechanism,settled_high
B,atlanta,2026-06-07,20260607T003139-0400,00:31:39.134150,31,74,75,1,0,,86,74,0,0,false,false,9,9,0,31,21,0,wu,M2_empty_history,84
B,atlanta,2026-06-08,20260608T002126-0400,00:21:26.295851,21,71,72,1,0,,83,71,0,0,false,false,9,9,0,21,11,0,wu,M2_empty_history,81
B,atlanta,2026-06-12,20260612T003214-0400,00:32:13.749665,32,80,81,1,0,,93,80,0,0,false,false,7,7,0,32,21,0,wu,M2_empty_history,91
B,atlanta,2026-06-13,20260613T001439-0400,00:14:39.090032,14,80,81,1,0,,92,80,0,0,false,false,7,7,0,14,4,0,wu,M2_empty_history,93
B,atlanta,2026-06-13,20260613T113204-0400,11:32:03.518392,692,81,84,3,10,84,88,81,0,1,true,true,10,9,-1,692,681,1,wu,M5_cutoff_change,93
B,atlanta,2026-06-14,20260614T124102-0400,12:41:02.480497,761,81,85,4,12,85,88,81,0,1,true,true,11,10,-1,761,760,1,wu,M5_cutoff_change,90
B,atlanta,2026-06-17,20260617T003036-0400,00:30:36.625130,30,70,71,1,0,,71,70,0,0,false,false,7,7,0,30,24,0,wu,M2_empty_history,85
B,atlanta,2026-06-17,20260617T004428-0400,00:44:28.204219,44,70,71,1,0,,71,70,0,0,false,false,7,7,0,44,32,0,wu,M2_empty_history,85
B,atlanta,2026-06-17,20260617T005328-0400,00:53:28.399344,53,70,71,1,0,,71,70,0,0,false,false,7,7,0,53,52,0,wu,M2_empty_history,85
B,atlanta,2026-06-17,20260617T090233-0400,09:02:32.769557,542,72,73,1,11,72,72,72,0,2,true,true,9,8,-1,542,541,2,wu,M5_cutoff_change,85
B,atlanta,2026-06-17,20260617T110742-0400,11:07:42.087119,667,75,77,2,14,75,76,75,0,1,true,true,11,10,-1,667,665,1,wu,M5_cutoff_change,85
B,atlanta,2026-06-17,20260617T111535-0400,11:15:34.741282,675,75,77,2,14,75,76,75,0,1,true,true,11,10,-1,675,673,1,wu,M5_cutoff_change,85
B,atlanta,2026-06-17,20260617T142835-0400,14:28:34.576529,868,82,84,2,17,82,85,82,0,1,true,true,14,13,-1,868,867,1,wu,M5_cutoff_change,85
B,atlanta,2026-06-19,20260619T040329-0400,04:03:29.126549,243,72,73,1,3,72,86,72,0,1,true,false,7,7,0,243,242,1,wu,M3_rows_dropped,88
B,atlanta,2026-06-19,20260619T041141-0400,04:11:41.293138,251,72,73,1,3,72,87,72,0,1,true,false,7,7,0,251,250,1,wu,M3_rows_dropped,88
B,atlanta,2026-06-19,20260619T041829-0400,04:18:28.668675,258,72,73,1,3,72,87,72,0,1,true,false,7,7,0,258,257,1,wu,M3_rows_dropped,88
B,atlanta,2026-06-19,20260619T042629-0400,04:26:28.843027,266,72,73,1,3,72,86,72,0,1,true,false,7,7,0,266,265,1,wu,M3_rows_dropped,88
B,atlanta,2026-06-19,20260619T043029-0400,04:30:29.523668,270,72,73,1,3,72,86,72,0,1,true,false,7,7,0,270,268,1,wu,M3_rows_dropped,88
B,atlanta,2026-06-19,20260619T043329-0400,04:33:28.737946,273,72,73,1,3,72,86,72,0,1,true,false,7,7,0,273,272,1,wu,M3_rows_dropped,88
B,atlanta,2026-06-19,20260619T080609-0400,08:06:09.336740,486,73,74,1,8,73,73,73,0,1,true,true,8,7,-1,486,484,1,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T081300-0400,08:12:59.619193,492,73,74,1,8,73,73,73,0,1,true,true,8,7,-1,492,492,1,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T081912-0400,08:19:11.948399,499,73,74,1,8,73,73,73,0,1,true,true,8,7,-1,499,494,1,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T090443-0400,09:04:42.968977,544,74,76,2,9,74,75,74,0,2,true,true,9,8,-1,544,543,2,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T090943-0400,09:09:35.191028,549,74,76,2,9,74,75,74,0,2,true,true,9,8,-1,549,547,2,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T100733-0400,10:07:32.840193,607,76,78,2,11,76,77,76,0,3,true,true,10,9,-1,607,604,3,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T120747-0400,12:07:42.942387,727,79,81,2,16,80,81,79,0,1,true,true,12,11,-1,727,726,2,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T120939-0400,12:09:38.501060,729,79,81,2,16,80,81,79,0,1,true,true,12,11,-1,729,728,2,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T121258-0400,12:12:51.266418,732,79,81,2,16,80,81,79,0,1,true,true,12,11,-1,732,730,2,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T121452-0400,12:14:51.860705,734,79,81,2,16,80,81,79,0,1,true,true,12,11,-1,734,733,2,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T122049-0400,12:20:48.594709,740,79,81,2,16,80,81,79,0,1,true,true,12,11,-1,740,738,2,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T122252-0400,12:22:51.387117,742,79,81,2,16,80,81,79,0,1,true,true,12,11,-1,742,741,2,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T123045-0400,12:30:44.988061,750,79,81,2,16,80,81,79,0,1,true,true,12,11,-1,750,749,2,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T123347-0400,12:33:47.567799,753,79,81,2,16,80,81,79,0,1,true,true,12,11,-1,753,753,2,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T124038-0400,12:40:38.170547,760,79,81,2,16,80,81,79,0,1,true,true,12,11,-1,760,759,2,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T124240-0400,12:42:39.642252,762,79,81,2,16,80,81,79,0,1,true,true,12,11,-1,762,761,2,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T124436-0400,12:44:34.216996,764,79,81,2,16,80,81,79,0,1,true,true,12,11,-1,764,763,2,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T130905-0400,13:09:04.556683,789,81,83,2,17,81,82,81,0,1,true,true,13,12,-1,789,788,1,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T131105-0400,13:11:05.256474,791,81,83,2,17,81,82,81,0,1,true,true,13,12,-1,791,790,1,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T131418-0400,13:14:17.966561,794,81,83,2,17,81,82,81,0,1,true,true,13,12,-1,794,793,1,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T141345-0400,14:13:44.128924,853,83,85,2,18,83,84,83,0,1,true,true,14,13,-1,853,852,1,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T141739-0400,14:17:38.817544,857,83,85,2,18,83,84,83,0,1,true,true,14,13,-1,857,856,1,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T150343-0400,15:03:42.999439,903,85,87,2,19,85,86,85,0,1,true,true,15,14,-1,903,902,1,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T152031-0400,15:20:31.164065,920,85,87,2,19,85,87,85,0,1,true,true,15,14,-1,920,919,1,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T153521-0400,15:35:14.025551,935,85,87,2,19,85,87,85,0,1,true,true,15,14,-1,935,928,1,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T161236-0400,16:12:36.224249,972,87,88,1,20,87,88,87,0,1,true,true,16,15,-1,972,971,1,wu,M5_cutoff_change,88
B,atlanta,2026-06-19,20260619T162854-0400,16:28:54.198450,988,87,88,1,20,87,88,87,0,1,true,true,16,15,-1,988,987,1,wu,M5_cutoff_change,88
B,atlanta,2026-06-20,20260620T002238-0400,00:22:38.426143,22,77,78,1,0,,88,77,0,0,false,false,7,7,0,22,5,0,wu,M2_empty_history,86
B,atlanta,2026-06-20,20260620T020138-0400,02:01:38.215464,121,77,78,1,1,77,88,77,0,1,true,false,7,7,0,121,120,1,wu,M3_rows_dropped,86
B,atlanta,2026-06-20,20260620T021340-0400,02:13:40.699720,133,77,78,1,1,77,88,77,0,1,true,false,7,7,0,133,132,1,wu,M3_rows_dropped,86
B,atlanta,2026-06-20,20260620T021538-0400,02:15:38.257140,135,77,78,1,1,77,88,77,0,1,true,false,7,7,0,135,134,1,wu,M3_rows_dropped,86
B,atlanta,2026-06-20,20260620T021939-0400,02:19:38.988993,139,77,78,1,1,77,88,77,0,1,true,false,7,7,0,139,138,1,wu,M3_rows_dropped,86
B,atlanta,2026-06-20,20260620T022438-0400,02:24:38.217096,144,77,78,1,1,77,88,77,0,1,true,false,7,7,0,144,143,1,wu,M3_rows_dropped,86
B,atlanta,2026-06-20,20260620T023038-0400,02:30:38.435810,150,77,78,1,1,77,88,77,0,1,true,false,7,7,0,150,149,1,wu,M3_rows_dropped,86
B,atlanta,2026-06-20,20260620T024440-0400,02:44:40.486617,164,77,78,1,1,77,88,77,0,1,true,false,7,7,0,164,163,1,wu,M3_rows_dropped,86
B,atlanta,2026-06-20,20260620T024739-0400,02:47:39.298482,167,77,78,1,1,77,88,77,0,1,true,false,7,7,0,167,166,1,wu,M3_rows_dropped,86
B,atlanta,2026-06-20,20260620T090139-0400,09:01:39.250162,541,78,79,1,8,78,78,76,0,1,true,true,9,8,-1,541,540,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-20,20260620T090339-0400,09:03:39.610873,543,78,79,1,8,78,78,76,0,1,true,true,9,8,-1,543,542,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-20,20260620T090539-0400,09:05:39.246931,545,78,79,1,8,78,78,76,0,1,true,true,9,8,-1,545,544,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-20,20260620T130429-0400,13:04:28.539062,784,80,81,1,12,80,81,80,0,1,true,true,13,12,-1,784,783,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-20,20260620T131423-0400,13:14:23.242854,794,80,81,1,12,80,81,80,0,1,true,true,13,12,-1,794,793,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-20,20260620T131810-0400,13:18:10.213378,798,80,81,1,12,80,81,80,0,1,true,true,13,12,-1,798,797,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-20,20260620T132014-0400,13:20:14.341760,800,80,81,1,12,80,81,80,0,1,true,true,13,12,-1,800,799,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-20,20260620T142221-0400,14:22:21.427132,862,81,83,2,13,81,84,81,0,1,true,true,14,13,-1,862,860,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-20,20260620T142920-0400,14:29:19.701440,869,81,83,2,13,81,84,81,0,1,true,true,14,13,-1,869,868,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-20,20260620T143122-0400,14:31:21.884111,871,81,83,2,13,81,84,81,0,1,true,true,14,13,-1,871,870,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-20,20260620T143517-0400,14:35:16.588736,875,81,83,2,13,81,84,81,0,1,true,true,14,13,-1,875,874,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-20,20260620T161434-0400,16:14:34.227120,974,85,86,1,15,85,86,85,0,1,true,true,16,15,-1,974,973,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-21,20260621T005603-0400,00:56:03.148670,56,73,74,1,1,73,86,73,0,0,true,false,7,7,0,56,55,0,wu,M6_unexplained,86
B,atlanta,2026-06-21,20260621T110321-0400,11:03:20.415352,663,73,75,2,18,75,76,73,0,1,true,true,11,10,-1,663,662,2,wu,M5_cutoff_change,86
B,atlanta,2026-06-21,20260621T110620-0400,11:06:19.113175,666,73,75,2,18,75,76,73,0,1,true,true,11,10,-1,666,665,2,wu,M5_cutoff_change,86
B,atlanta,2026-06-21,20260621T115244-0400,11:52:42.953588,712,73,75,2,18,75,77,73,0,1,true,true,11,10,-1,712,703,2,wu,M5_cutoff_change,86
B,atlanta,2026-06-21,20260621T131721-0400,13:17:21.057767,797,78,81,3,21,78,82,78,0,1,true,true,13,12,-1,797,796,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-21,20260621T131921-0400,13:19:20.999235,799,78,81,3,21,78,82,78,0,1,true,true,13,12,-1,799,798,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-21,20260621T132424-0400,13:24:23.532123,804,78,81,3,21,78,82,78,0,1,true,true,13,12,-1,804,803,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-21,20260621T150324-0400,15:03:24.118013,903,82,84,2,24,82,84,82,0,1,true,true,15,14,-1,903,902,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-21,20260621T151534-0400,15:15:33.810843,915,82,84,2,24,82,84,82,0,1,true,true,15,14,-1,915,913,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-21,20260621T153034-0400,15:30:34.604151,930,82,84,2,24,82,85,82,0,1,true,true,15,14,-1,930,930,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-21,20260621T160227-0400,16:02:26.346229,962,84,85,1,25,84,86,84,0,1,true,true,16,15,-1,962,961,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-21,20260621T161530-0400,16:15:29.909869,975,84,85,1,25,84,86,84,0,1,true,true,16,15,-1,975,971,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-21,20260621T161926-0400,16:19:26.168812,979,84,85,1,25,84,86,84,0,1,true,true,16,15,-1,979,978,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-21,20260621T170132-0400,17:01:31.918716,1021,85,86,1,26,85,87,85,0,1,true,true,17,16,-1,1021,1020,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-21,20260621T171327-0400,17:13:26.842488,1033,85,86,1,26,85,87,85,0,1,true,true,17,16,-1,1033,1032,1,wu,M5_cutoff_change,86
B,atlanta,2026-06-22,20260622T004527-0400,00:45:23.671954,45,76,77,1,0,,87,76,0,0,false,false,7,7,0,45,44,0,wu,M2_empty_history,89
B,atlanta,2026-06-22,20260622T005827-0400,00:58:27.057091,58,75,77,2,1,75,87,75,0,0,true,false,7,7,0,58,45,0,wu,M6_unexplained,89
B,atlanta,2026-06-22,20260622T020723-0400,02:07:23.081047,127,75,77,2,1,75,87,75,0,1,true,false,7,7,0,127,126,1,wu,M3_rows_dropped,89
B,atlanta,2026-06-22,20260622T021421-0400,02:14:20.889986,134,75,77,2,1,75,87,75,0,1,true,false,7,7,0,134,133,1,wu,M3_rows_dropped,89
B,atlanta,2026-06-22,20260622T022736-0400,02:27:30.682535,147,75,77,2,1,75,87,75,0,1,true,false,7,7,0,147,144,1,wu,M3_rows_dropped,89
B,atlanta,2026-06-22,20260622T023928-0400,02:39:25.873348,159,75,77,2,1,75,87,75,0,1,true,false,7,7,0,159,158,1,wu,M3_rows_dropped,89
B,atlanta,2026-06-22,20260622T024444-0400,02:44:34.103268,164,75,77,2,1,75,87,75,0,1,true,false,7,7,0,164,162,1,wu,M3_rows_dropped,89
B,atlanta,2026-06-22,20260622T111119-0400,11:11:19.082815,671,78,81,3,13,80,81,78,0,1,true,true,11,10,-1,671,670,2,wu,M5_cutoff_change,89
B,atlanta,2026-06-22,20260622T111923-0400,11:19:22.779146,679,78,81,3,13,80,82,78,0,1,true,true,11,10,-1,679,678,2,wu,M5_cutoff_change,89
B,atlanta,2026-06-22,20260622T113030-0400,11:30:26.479351,690,78,81,3,13,80,82,78,0,1,true,true,11,10,-1,690,687,2,wu,M5_cutoff_change,89
B,atlanta,2026-06-22,20260622T113924-0400,11:39:20.318179,699,78,81,3,13,80,83,78,0,1,true,true,11,10,-1,699,693,2,wu,M5_cutoff_change,89
B,atlanta,2026-06-22,20260622T114222-0400,11:42:21.834403,702,78,81,3,13,80,83,78,0,1,true,true,11,10,-1,702,701,2,wu,M5_cutoff_change,89
B,atlanta,2026-06-22,20260622T114950-0400,11:49:37.277875,709,78,81,3,13,80,83,78,0,1,true,true,11,10,-1,709,706,2,wu,M5_cutoff_change,89
B,atlanta,2026-06-22,20260622T122222-0400,12:22:21.736393,742,81,83,2,14,81,84,81,0,1,true,true,12,11,-1,742,738,1,wu,M5_cutoff_change,89
B,atlanta,2026-06-22,20260622T122621-0400,12:26:20.945362,746,81,83,2,14,81,84,81,0,1,true,true,12,11,-1,746,745,1,wu,M5_cutoff_change,89
B,atlanta,2026-06-22,20260622T123226-0400,12:32:26.199674,752,81,83,2,14,81,84,81,0,1,true,true,12,11,-1,752,751,1,wu,M5_cutoff_change,89
B,atlanta,2026-06-22,20260622T123419-0400,12:34:18.693613,754,81,83,2,14,81,84,81,0,1,true,true,12,11,-1,754,753,1,wu,M5_cutoff_change,89
B,atlanta,2026-06-22,20260622T123826-0400,12:38:24.564157,758,81,83,2,14,81,84,81,0,1,true,true,12,11,-1,758,756,1,wu,M5_cutoff_change,89
B,atlanta,2026-06-22,20260622T130819-0400,13:08:19.058797,788,83,84,1,15,83,84,83,0,1,true,true,13,12,-1,788,787,1,wu,M5_cutoff_change,89
B,atlanta,2026-06-22,20260622T131219-0400,13:12:18.346086,792,83,84,1,15,83,85,83,0,1,true,true,13,12,-1,792,791,1,wu,M5_cutoff_change,89
B,atlanta,2026-06-22,20260622T131421-0400,13:14:21.246470,794,83,84,1,15,83,85,83,0,1,true,true,13,12,-1,794,793,1,wu,M5_cutoff_change,89
B,atlanta,2026-06-26,20260626T004920-0400,00:49:20.357355,49,75,76,1,0,,83,75,0,0,false,false,7,7,0,49,10,0,wu,M2_empty_history,89
B,atlanta,2026-06-26,20260626T114949-0400,11:49:48.818850,709,79,81,2,10,79,84,79,0,1,true,true,11,10,-1,709,708,1,wu,M5_cutoff_change,89
B,austin,2026-06-07,20260607T015331-0400,00:53:31.079547,53,79,80,1,0,,91,79,0,0,false,false,9,9,0,53,43,0,wu,M2_empty_history,90
B,austin,2026-06-08,20260608T020401-0400,01:04:01.078944,64,79,80,1,1,79,90,79,0,0,true,false,9,9,0,64,53,0,wu,M6_unexplained,88
B,austin,2026-06-13,20260613T013642-0400,00:36:42.587584,36,79,80,1,0,,95,79,0,0,false,false,7,7,0,36,26,0,wu,M2_empty_history,93
B,austin,2026-06-14,20260614T012202-0400,00:22:02.000920,22,78,79,1,0,,93,78,0,0,false,false,7,7,0,22,20,0,wu,M2_empty_history,92
B,austin,2026-06-16,20260616T013013-0400,00:30:12.875372,30,75,76,1,0,,84,75,0,0,false,false,7,7,0,30,25,0,wu,M2_empty_history,90
B,austin,2026-06-16,20260616T140819-0400,13:08:18.277124,788,85,87,2,15,85,87,85,0,1,true,true,13,12,-1,788,787,1,wu,M5_cutoff_change,90
B,austin,2026-06-16,20260616T142714-0400,13:27:13.574779,807,85,87,2,15,85,88,85,0,1,true,true,13,12,-1,807,806,1,wu,M5_cutoff_change,90
B,austin,2026-06-16,20260616T153209-0400,14:32:09.181196,872,87,88,1,16,87,89,87,0,1,true,true,14,13,-1,872,871,1,wu,M5_cutoff_change,90
B,austin,2026-06-17,20260617T100331-0400,09:03:30.763784,543,77,80,3,12,77,79,76,0,3,true,true,9,8,-1,543,542,3,wu,M5_cutoff_change,89
B,austin,2026-06-17,20260617T100533-0400,09:05:33.116497,545,77,80,3,12,77,79,76,0,3,true,true,9,8,-1,545,544,3,wu,M5_cutoff_change,89
B,austin,2026-06-17,20260617T101229-0400,09:12:28.878224,552,77,80,3,12,77,79,76,0,3,true,true,9,8,-1,552,551,3,wu,M5_cutoff_change,89
B,austin,2026-06-17,20260617T125333-0400,11:53:33.112521,713,81,82,1,16,81,85,81,0,2,true,true,11,10,-1,713,712,1,wu,M5_cutoff_change,89
B,austin,2026-06-17,20260617T142836-0400,13:28:36.401071,808,84,86,2,19,84,87,83,0,1,true,true,13,12,-1,808,807,1,wu,M5_cutoff_change,89
B,austin,2026-06-17,20260617T143734-0400,13:37:33.486195,817,84,86,2,19,84,88,83,0,1,true,true,13,12,-1,817,816,1,wu,M5_cutoff_change,89
B,austin,2026-06-17,20260617T144047-0400,13:40:46.711795,820,84,86,2,19,84,88,83,0,1,true,true,13,12,-1,820,819,1,wu,M5_cutoff_change,89
B,austin,2026-06-17,20260617T144431-0400,13:44:30.824009,824,84,86,2,19,84,88,83,0,1,true,true,13,12,-1,824,822,1,wu,M5_cutoff_change,89
B,austin,2026-06-17,20260617T151734-0400,14:17:34.061853,857,86,87,1,20,86,88,86,0,1,true,true,14,13,-1,857,856,1,wu,M5_cutoff_change,89
B,austin,2026-06-17,20260617T152935-0400,14:29:35.078817,869,86,87,1,20,86,88,86,0,1,true,true,14,13,-1,869,868,1,wu,M5_cutoff_change,89
B,austin,2026-06-19,20260619T130906-0400,12:09:06.360527,729,84,85,1,11,84,85,84,0,1,true,true,12,11,-1,729,728,1,wu,M5_cutoff_change,88
B,austin,2026-06-19,20260619T131107-0400,12:11:07.178807,731,84,85,1,11,84,85,84,0,1,true,true,12,11,-1,731,730,1,wu,M5_cutoff_change,88
B,austin,2026-06-19,20260619T131422-0400,12:14:22.073118,734,84,85,1,11,84,85,84,0,1,true,true,12,11,-1,734,733,1,wu,M5_cutoff_change,88
B,austin,2026-06-19,20260619T134606-0400,12:46:06.106972,766,84,85,1,11,84,85,84,0,1,true,true,12,11,-1,766,763,1,wu,M5_cutoff_change,88
B,austin,2026-06-19,20260619T141257-0400,13:12:57.327420,792,85,86,1,12,85,86,85,0,1,true,true,13,12,-1,792,792,1,wu,M5_cutoff_change,88
B,austin,2026-06-19,20260619T141741-0400,13:17:40.548749,797,85,86,1,12,85,86,85,0,1,true,true,13,12,-1,797,796,1,wu,M5_cutoff_change,88
B,austin,2026-06-19,20260619T144641-0400,13:46:40.704017,826,85,86,1,12,85,86,85,0,1,true,true,13,12,-1,826,825,1,wu,M5_cutoff_change,88
B,austin,2026-06-19,20260619T182829-0400,17:28:29.093757,1048,86,88,2,15,86,88,85,0,2,true,true,17,15,-2,1048,1047,2,wu,M5_cutoff_change,88
B,austin,2026-06-20,20260620T132624-0400,12:26:23.459708,746,80,85,5,15,80,85,80,0,1,true,true,12,11,-1,746,740,1,wu,M5_cutoff_change,89
B,austin,2026-06-20,20260620T142024-0400,13:20:23.721204,800,85,87,2,16,85,87,85,0,1,true,true,13,12,-1,800,799,1,wu,M5_cutoff_change,89
B,austin,2026-06-20,20260620T142838-0400,13:28:37.788973,808,85,87,2,16,85,86,85,0,1,true,true,13,12,-1,808,802,1,wu,M5_cutoff_change,89
B,austin,2026-06-20,20260620T143028-0400,13:30:27.812257,810,85,87,2,16,85,86,85,0,1,true,true,13,12,-1,810,809,1,wu,M5_cutoff_change,89
B,austin,2026-06-20,20260620T161537-0400,15:15:35.860686,915,87,89,2,19,87,88,86,0,1,true,true,15,14,-1,915,914,1,wu,M5_cutoff_change,89
B,austin,2026-06-21,20260621T014404-0400,00:44:02.960253,44,74,75,1,0,,89,74,0,0,false,false,7,7,0,44,40,0,wu,M2_empty_history,93
B,austin,2026-06-21,20260621T060121-0400,05:01:21.183709,301,74,75,1,5,74,89,74,0,1,true,false,7,7,0,301,300,1,wu,M3_rows_dropped,93
B,austin,2026-06-21,20260621T060429-0400,05:04:29.731276,304,74,75,1,5,74,89,74,0,1,true,false,7,7,0,304,303,1,wu,M3_rows_dropped,93
B,austin,2026-06-21,20260621T060821-0400,05:08:21.427323,308,74,75,1,5,74,89,74,0,1,true,false,7,7,0,308,307,1,wu,M3_rows_dropped,93
B,austin,2026-06-21,20260621T061221-0400,05:12:21.011727,312,74,75,1,5,74,89,74,0,1,true,false,7,7,0,312,311,1,wu,M3_rows_dropped,93
B,austin,2026-06-21,20260621T061823-0400,05:18:22.904459,318,74,75,1,5,74,89,74,0,1,true,false,7,7,0,318,317,1,wu,M3_rows_dropped,93
B,austin,2026-06-21,20260621T062024-0400,05:20:23.794297,320,74,75,1,5,74,89,74,0,1,true,false,7,7,0,320,319,1,wu,M3_rows_dropped,93
B,austin,2026-06-21,20260621T062418-0400,05:24:18.390986,324,74,75,1,5,74,89,74,0,1,true,false,7,7,0,324,323,1,wu,M3_rows_dropped,93
B,austin,2026-06-21,20260621T063118-0400,05:31:18.658453,331,74,75,1,5,74,89,74,0,1,true,false,7,7,0,331,330,1,wu,M3_rows_dropped,93
B,austin,2026-06-21,20260621T080751-0400,07:07:51.175343,427,75,76,1,7,75,76,75,0,1,true,false,7,7,0,427,426,1,wu,M3_rows_dropped,93
B,austin,2026-06-21,20260621T082259-0400,07:22:59.074443,442,75,76,1,7,75,76,75,0,1,true,false,7,7,0,442,441,1,wu,M3_rows_dropped,93
B,austin,2026-06-21,20260621T092353-0400,08:23:52.792917,503,76,77,1,8,76,77,76,0,1,true,true,8,7,-1,503,500,1,wu,M5_cutoff_change,93
B,austin,2026-06-21,20260621T093254-0400,08:32:53.421102,512,76,77,1,8,76,78,76,0,1,true,true,8,7,-1,512,510,1,wu,M5_cutoff_change,93
B,austin,2026-06-21,20260621T093554-0400,08:35:54.241776,515,76,77,1,8,76,78,76,0,1,true,true,8,7,-1,515,513,1,wu,M5_cutoff_change,93
B,austin,2026-06-21,20260621T094851-0400,08:48:50.778206,528,76,77,1,8,76,78,76,0,1,true,true,8,7,-1,528,520,1,wu,M5_cutoff_change,93
B,austin,2026-06-21,20260621T095750-0400,08:57:50.139142,537,76,77,1,8,76,78,76,0,1,true,true,8,7,-1,537,535,1,wu,M5_cutoff_change,93
B,austin,2026-06-21,20260621T100058-0400,09:00:58.148660,540,77,78,1,9,77,79,77,0,1,true,true,9,8,-1,540,540,1,wu,M5_cutoff_change,93
B,austin,2026-06-21,20260621T100804-0400,09:08:01.105537,548,77,78,1,9,77,78,77,0,1,true,true,9,8,-1,548,547,1,wu,M5_cutoff_change,93
B,austin,2026-06-21,20260621T110326-0400,10:03:25.961970,603,78,79,1,10,78,80,78,0,1,true,true,10,9,-1,603,602,1,wu,M5_cutoff_change,93
B,austin,2026-06-21,20260621T110625-0400,10:06:24.626238,606,78,79,1,10,78,80,78,0,1,true,true,10,9,-1,606,605,1,wu,M5_cutoff_change,93
B,austin,2026-06-21,20260621T131725-0400,12:17:24.984207,737,82,85,3,13,84,85,82,0,1,true,true,12,11,-1,737,736,2,wu,M5_cutoff_change,93
B,austin,2026-06-21,20260621T131925-0400,12:19:25.165383,739,82,85,3,13,84,85,82,0,1,true,true,12,11,-1,739,738,2,wu,M5_cutoff_change,93
B,austin,2026-06-21,20260621T132428-0400,12:24:27.609828,744,82,85,3,13,84,85,82,0,1,true,true,12,11,-1,744,743,2,wu,M5_cutoff_change,93
B,austin,2026-06-21,20260621T134921-0400,12:49:19.051660,769,82,85,3,13,84,86,82,0,1,true,true,12,11,-1,769,763,2,wu,M5_cutoff_change,93
B,austin,2026-06-21,20260621T144027-0400,13:40:27.180445,820,85,88,3,14,85,89,85,0,1,true,true,13,12,-1,820,809,1,wu,M5_cutoff_change,93
B,austin,2026-06-21,20260621T151538-0400,14:15:38.158169,855,88,91,3,15,88,91,88,0,1,true,true,14,13,-1,855,854,1,wu,M5_cutoff_change,93
B,austin,2026-06-21,20260621T160231-0400,15:02:30.815362,902,91,92,1,16,91,91,91,0,1,true,true,15,14,-1,902,901,1,wu,M5_cutoff_change,93
B,austin,2026-06-21,20260621T161533-0400,15:15:32.956785,915,91,92,1,16,91,92,91,0,1,true,true,15,14,-1,915,911,1,wu,M5_cutoff_change,93
