stratum,market_id,target_date,snapshot_id,floor_bucket,floor_source_field,realized_band_kind,realized_band_value,realized_band_value_hi,repair_probability,control_probability
B,atlanta,2026-06-07,20260607T000105-0400,,,eq,84,85,0.212388851,0.212388851
B,atlanta,2026-06-07,20260607T010213-0400,,,eq,84,85,0.277274771,0.277274771
B,atlanta,2026-06-07,20260607T020343-0400,,,eq,84,85,0.305641563,0.305641563
B,atlanta,2026-06-07,20260607T030453-0400,,,eq,84,85,0.289487356,0.289487356
B,atlanta,2026-06-07,20260607T040612-0400,,,eq,84,85,0.342643201,0.342643201
B,atlanta,2026-06-07,20260607T050729-0400,,,eq,84,85,0.385055194,0.385055194
B,atlanta,2026-06-07,20260607T060832-0400,,,eq,84,85,0.294672498,0.294672498
B,atlanta,2026-06-07,20260607T071004-0400,,,eq,84,85,0.304413451,0.304413451
B,atlanta,2026-06-07,20260607T080104-0400,,,eq,84,85,0.374478037,0.374478037
B,atlanta,2026-06-07,20260607T090231-0400,,,eq,84,85,0.357847508,0.357847508
B,atlanta,2026-06-07,20260607T100353-0400,,,eq,84,85,0.411606545,0.411606545
B,atlanta,2026-06-07,20260607T110455-0400,,,eq,84,85,0.40269634,0.40269634
B,atlanta,2026-06-07,20260607T120659-0400,,,eq,84,85,0.454307279,0.454307279
B,atlanta,2026-06-07,20260607T130914-0400,,,eq,84,85,0.470411712,0.470411712
B,atlanta,2026-06-07,20260607T140124-0400,,,eq,84,85,0.52356222,0.52356222
B,atlanta,2026-06-07,20260607T150313-0400,,,eq,84,85,0.399572673,0.399572673
B,atlanta,2026-06-07,20260607T160456-0400,,,eq,84,85,0.715593166,0.715593166
B,atlanta,2026-06-07,20260607T170736-0400,,,eq,84,85,0.999238263,0.999238263
B,atlanta,2026-06-07,20260607T181013-0400,,,eq,84,85,0.999894415,0.999894415
B,atlanta,2026-06-07,20260607T190208-0400,,,eq,84,85,0.999885968,0.999885968
B,atlanta,2026-06-07,20260607T200346-0400,,,eq,84,85,0.999970461,0.999970461
B,atlanta,2026-06-07,20260607T210530-0400,,,eq,84,85,0.999979357,0.999979357
B,atlanta,2026-06-07,20260607T220711-0400,,,eq,84,85,0.999979357,0.999979357
B,atlanta,2026-06-07,20260607T230918-0400,,,eq,84,85,0.999979357,0.999979357
B,atlanta,2026-06-08,20260608T000048-0400,,,eq,80,81,0.524644333,0.524644333
B,atlanta,2026-06-08,20260608T010230-0400,,,eq,80,81,0.509192626,0.509192626
B,atlanta,2026-06-08,20260608T020400-0400,,,eq,80,81,0.446825108,0.446825108
B,atlanta,2026-06-08,20260608T030547-0400,,,eq,80,81,0.461627661,0.461627661
B,atlanta,2026-06-08,20260608T040707-0400,,,eq,80,81,0.463065039,0.463065039
B,atlanta,2026-06-08,20260608T050848-0400,,,eq,80,81,0.345872348,0.345872348
B,atlanta,2026-06-08,20260608T060031-0400,,,eq,80,81,0.156487557,0.156487557
B,atlanta,2026-06-08,20260608T070217-0400,,,eq,80,81,0.561829672,0.561829672
B,atlanta,2026-06-08,20260608T080351-0400,,,eq,80,81,0.487580209,0.487580209
B,atlanta,2026-06-08,20260608T090544-0400,,,eq,80,81,0.420799189,0.420799189
B,atlanta,2026-06-08,20260608T100734-0400,,,eq,80,81,0.551679631,0.551679631
B,atlanta,2026-06-08,20260608T110924-0400,,,eq,80,81,0.345518563,0.345518563
B,atlanta,2026-06-08,20260608T120105-0400,,,eq,80,81,0.208899881,0.208899881
B,atlanta,2026-06-08,20260608T130300-0400,,,eq,80,81,0.100571211,0.100571211
B,atlanta,2026-06-08,20260608T140508-0400,,,eq,80,81,0.0296868229,0.0296868229
B,atlanta,2026-06-08,20260608T150710-0400,,,eq,80,81,0.987273092,0.987273092
B,atlanta,2026-06-08,20260608T160955-0400,,,eq,80,81,0.545456387,0.545456387
B,atlanta,2026-06-08,20260608T170217-0400,,,eq,80,81,0.966225998,0.966225998
B,atlanta,2026-06-08,20260608T180442-0400,,,eq,80,81,0.994842243,0.994842243
B,atlanta,2026-06-08,20260608T191524-0400,,,eq,80,81,0.967621722,0.967621722
B,atlanta,2026-06-08,20260608T200643-0400,,,eq,80,81,0.992878008,0.992878008
B,atlanta,2026-06-08,20260608T210809-0400,,,eq,80,81,0.980346007,0.980346007
B,atlanta,2026-06-08,20260608T220943-0400,,,eq,80,81,0.980346007,0.980346007
B,atlanta,2026-06-08,20260608T230129-0400,,,eq,80,81,0.980345966,0.980345966
B,atlanta,2026-06-11,20260611T050110-0400,,,eq,92,93,0.019021141,0.019021141
B,atlanta,2026-06-11,20260611T061006-0400,,,eq,92,93,0.289156208,0.289156208
B,atlanta,2026-06-11,20260611T070044-0400,,,eq,92,93,0.222017594,0.222017594
B,atlanta,2026-06-11,20260611T080359-0400,,,eq,92,93,0.151196199,0.151196199
B,atlanta,2026-06-11,20260611T090601-0400,,,eq,92,93,0.139929211,0.139929211
B,atlanta,2026-06-11,20260611T100747-0400,,,eq,92,93,0.219229569,0.219229569
B,atlanta,2026-06-11,20260611T110315-0400,,,eq,92,93,0.177748838,0.177748838
B,atlanta,2026-06-11,20260611T120523-0400,,,eq,92,93,0.214985356,0.214985356
B,atlanta,2026-06-11,20260611T130708-0400,,,eq,92,93,0.3348974,0.3348974
B,atlanta,2026-06-11,20260611T140946-0400,,,eq,92,93,0.402154974,0.402154974
B,atlanta,2026-06-11,20260611T150135-0400,,,eq,92,93,0.220950929,0.220950929
B,atlanta,2026-06-11,20260611T160410-0400,,,eq,92,93,0.290602723,0.290602723
B,atlanta,2026-06-11,20260611T170617-0400,,,eq,92,93,0.816305255,0.816305255
B,atlanta,2026-06-11,20260611T180817-0400,,,eq,92,93,0.858368899,0.858368899
B,atlanta,2026-06-11,20260611T190957-0400,,,eq,92,93,0.99977236,0.99977236
B,atlanta,2026-06-11,20260611T200212-0400,,,eq,92,93,0.999606492,0.999606492
B,atlanta,2026-06-11,20260611T210543-0400,,,eq,92,93,0.999010318,0.999010318
B,atlanta,2026-06-11,20260611T220726-0400,,,eq,92,93,0.993609876,0.993609876
B,atlanta,2026-06-11,20260611T231000-0400,,,eq,92,93,0.991223906,0.991223906
B,atlanta,2026-06-12,20260612T000128-0400,,,eq,90,91,0,0
B,atlanta,2026-06-12,20260612T010259-0400,,,eq,90,91,0.189529362,0.189529362
B,atlanta,2026-06-12,20260612T020449-0400,,,eq,90,91,0.202392924,0.202392924
B,atlanta,2026-06-12,20260612T030610-0400,,,eq,90,91,0.157991297,0.157991297
B,atlanta,2026-06-12,20260612T040733-0400,,,eq,90,91,0.107228349,0.107228349
B,atlanta,2026-06-12,20260612T050851-0400,,,eq,90,91,0.220559401,0.220559401
B,atlanta,2026-06-12,20260612T060032-0400,,,eq,90,91,0.243915073,0.243915073
B,atlanta,2026-06-12,20260612T070208-0400,,,eq,90,91,0.447834658,0.447834658
B,atlanta,2026-06-12,20260612T080348-0400,,,eq,90,91,0.481025281,0.481025281
B,atlanta,2026-06-12,20260612T090617-0400,,,eq,90,91,0.270941624,0.270941624
B,atlanta,2026-06-12,20260612T100818-0400,,,eq,90,91,0.367912131,0.367912131
B,atlanta,2026-06-12,20260612T111007-0400,,,eq,90,91,0.562500498,0.562500498
B,atlanta,2026-06-12,20260612T120140-0400,,,eq,90,91,0.727900853,0.727900853
B,atlanta,2026-06-12,20260612T130330-0400,,,eq,90,91,0.673450252,0.673450252
B,atlanta,2026-06-12,20260612T140510-0400,,,eq,90,91,0.998134949,0.998134949
B,atlanta,2026-06-12,20260612T150658-0400,,,eq,90,91,0.589000488,0.589000488
B,atlanta,2026-06-12,20260612T160858-0400,,,eq,90,91,0.239167329,0.239167329
B,atlanta,2026-06-12,20260612T170048-0400,,,eq,90,91,0.857720191,0.857720191
B,atlanta,2026-06-12,20260612T180248-0400,,,eq,90,91,0.966743617,0.966743617
B,atlanta,2026-06-12,20260612T190411-0400,,,eq,90,91,0.997749983,0.997749983
B,atlanta,2026-06-12,20260612T200647-0400,,,eq,90,91,0.999410988,0.999410988
B,atlanta,2026-06-12,20260612T210910-0400,,,eq,90,91,0.99916856,0.99916856
B,atlanta,2026-06-12,20260612T220049-0400,,,eq,90,91,0.999227842,0.999227842
B,atlanta,2026-06-12,20260612T230251-0400,,,eq,90,91,0.999223754,0.999223754
B,atlanta,2026-06-13,20260613T000421-0400,,,eq,92,93,0.641856783,0.641856783
B,atlanta,2026-06-13,20260613T010552-0400,,,eq,92,93,0.135602794,0.135602794
B,atlanta,2026-06-13,20260613T020723-0400,,,eq,92,93,0.168957441,0.168957441
B,atlanta,2026-06-13,20260613T030849-0400,,,eq,92,93,0.180316783,0.180316783
B,atlanta,2026-06-13,20260613T040003-0400,,,eq,92,93,0.198370193,0.198370193
B,atlanta,2026-06-13,20260613T050149-0400,,,eq,92,93,0.17603931,0.17603931
B,atlanta,2026-06-13,20260613T060300-0400,,,eq,92,93,0.185183242,0.185183242
B,atlanta,2026-06-13,20260613T070420-0400,,,eq,92,93,0.199995881,0.199995881
B,atlanta,2026-06-13,20260613T080607-0400,,,eq,92,93,0.167868106,0.167868106
B,atlanta,2026-06-13,20260613T090735-0400,,,eq,92,93,0.173388459,0.173388459
B,atlanta,2026-06-13,20260613T100902-0400,,,eq,92,93,0.250847049,0.250847049
B,atlanta,2026-06-13,20260613T110056-0400,,,eq,92,93,0.27019986,0.27019986
B,atlanta,2026-06-13,20260613T120719-0400,,,eq,92,93,0.250461847,0.250461847
B,atlanta,2026-06-13,20260613T130945-0400,,,eq,92,93,0.424580899,0.424580899
B,atlanta,2026-06-13,20260613T140114-0400,,,eq,92,93,0.797228108,0.797228108
B,atlanta,2026-06-13,20260613T150248-0400,,,eq,92,93,0.588080393,0.588080393
B,atlanta,2026-06-13,20260613T160418-0400,,,eq,92,93,0.767074202,0.767074202
B,atlanta,2026-06-13,20260613T170615-0400,,,eq,92,93,0.904593216,0.904593216
B,atlanta,2026-06-13,20260613T180834-0400,,,eq,92,93,0.973441659,0.973441659
B,atlanta,2026-06-13,20260613T190047-0400,,,eq,92,93,0.997915356,0.997915356
B,atlanta,2026-06-13,20260613T200330-0400,,,eq,92,93,0.985701806,0.985701806
B,atlanta,2026-06-13,20260613T210527-0400,,,eq,92,93,0.973189674,0.973189674
B,atlanta,2026-06-13,20260613T220048-0400,,,eq,92,93,0.914288763,0.914288763
B,atlanta,2026-06-13,20260613T230232-0400,,,eq,92,93,0.648635693,0.648635693
B,atlanta,2026-06-14,20260614T000849-0400,,,eq,90,91,0,0
B,atlanta,2026-06-14,20260614T010958-0400,,,eq,90,91,0.109753654,0.109753654
B,atlanta,2026-06-14,20260614T020131-0400,,,eq,90,91,0.0987279725,0.0987279725
B,atlanta,2026-06-14,20260614T030315-0400,,,eq,90,91,0.100007089,0.100007089
B,atlanta,2026-06-14,20260614T040444-0400,,,eq,90,91,0.0528921912,0.0528921912
B,atlanta,2026-06-14,20260614T050550-0400,,,eq,90,91,0.0663606601,0.0663606601
B,atlanta,2026-06-14,20260614T060712-0400,,,eq,90,91,0.0660022471,0.0660022471
B,atlanta,2026-06-14,20260614T070804-0400,,,eq,90,91,0.15348797,0.15348797
B,atlanta,2026-06-14,20260614T080801-0400,,,eq,90,91,0.0532181287,0.0532181287
B,atlanta,2026-06-14,20260614T090106-0400,,,eq,90,91,0.0479317974,0.0479317974
B,atlanta,2026-06-14,20260614T100242-0400,,,eq,90,91,0.0672878071,0.0672878071
B,atlanta,2026-06-14,20260614T110407-0400,,,eq,90,91,0.108724193,0.108724193
B,atlanta,2026-06-14,20260614T120010-0400,,,eq,90,91,0.135132481,0.135132481
B,atlanta,2026-06-14,20260614T130710-0400,,,eq,90,91,0.0502673693,0.0502673693
B,atlanta,2026-06-14,20260614T140802-0400,,,eq,90,91,0.334028363,0.334028363
B,atlanta,2026-06-14,20260614T150904-0400,,,eq,90,91,0.14321371,0.14321371
B,atlanta,2026-06-14,20260614T160129-0400,,,eq,90,91,0.0211319764,0.0211319764
B,atlanta,2026-06-14,20260614T170219-0400,,,eq,90,91,0.171103381,0.171103381
B,atlanta,2026-06-14,20260614T180355-0400,,,eq,90,91,0.989660204,0.989660204
B,atlanta,2026-06-14,20260614T190607-0400,,,eq,90,91,0.999981646,0.999981646
B,atlanta,2026-06-14,20260614T200742-0400,,,eq,90,91,0.999982203,0.999982203
B,atlanta,2026-06-14,20260614T210045-0400,,,eq,90,91,0.999967573,0.999967573
B,atlanta,2026-06-14,20260614T220325-0400,,,eq,90,91,0.999967428,0.999967428
B,atlanta,2026-06-14,20260614T230532-0400,,,eq,90,91,0.999967428,0.999967428
B,atlanta,2026-06-15,20260615T000532-0400,,,eq,80,81,0.106371612,0.106371612
B,atlanta,2026-06-15,20260615T010535-0400,,,eq,80,81,0.0851058732,0.0851058732
B,atlanta,2026-06-15,20260615T021531-0400,,,eq,80,81,0.129817543,0.129817543
B,atlanta,2026-06-15,20260615T030531-0400,,,eq,80,81,0.0929706032,0.0929706032
B,atlanta,2026-06-15,20260615T040723-0400,,,eq,80,81,0.0854767376,0.0854767376
B,atlanta,2026-06-15,20260615T050021-0400,,,eq,80,81,0.112764062,0.112764062
B,atlanta,2026-06-15,20260615T061531-0400,,,eq,80,81,0.0995330297,0.0995330297
B,atlanta,2026-06-15,20260615T071022-0400,,,eq,80,81,0.101383101,0.101383101
B,atlanta,2026-06-15,20260615T080536-0400,,,eq,80,81,0.0494159949,0.0494159949
B,atlanta,2026-06-15,20260615T090022-0400,,,eq,80,81,0.0828061816,0.0828061816
B,atlanta,2026-06-15,20260615T100022-0400,,,eq,80,81,0.190585257,0.190585257
B,atlanta,2026-06-15,20260615T110059-0400,,,eq,80,81,0.0635509186,0.0635509186
B,atlanta,2026-06-15,20260615T120058-0400,,,eq,80,81,0.0674269387,0.0674269387
B,atlanta,2026-06-15,20260615T130058-0400,,,eq,80,81,0.10040895,0.10040895
B,atlanta,2026-06-15,20260615T140533-0400,,,eq,80,81,0.0825860964,0.0825860964
B,atlanta,2026-06-15,20260615T150103-0400,,,eq,80,81,0.116234073,0.116234073
B,atlanta,2026-06-15,20260615T161506-0400,,,eq,80,81,0.0821832941,0.0821832941
B,atlanta,2026-06-15,20260615T170515-0400,,,eq,80,81,0.676243937,0.676243937
B,atlanta,2026-06-15,20260615T180706-0400,,,eq,80,81,0.958316644,0.958316644
B,atlanta,2026-06-15,20260615T190529-0400,,,eq,80,81,0.985803598,0.985803598
B,atlanta,2026-06-15,20260615T202510-0400,,,eq,80,81,0.992272338,0.992272338
B,atlanta,2026-06-15,20260615T211602-0400,,,eq,80,81,0.995122316,0.995122316
B,atlanta,2026-06-15,20260615T221607-0400,,,eq,80,81,0.995124522,0.995124522
B,atlanta,2026-06-15,20260615T231027-0400,,,eq,80,81,0.995124522,0.995124522
B,atlanta,2026-06-16,20260616T000515-0400,,,eq,72,73,0,0
B,atlanta,2026-06-16,20260616T010508-0400,,,eq,72,73,0.0333054534,0.0333054534
B,atlanta,2026-06-16,20260616T020503-0400,,,eq,72,73,0.090179479,0.090179479
B,atlanta,2026-06-16,20260616T030608-0400,,,eq,72,73,0.040988289,0.040988289
B,atlanta,2026-06-16,20260616T040207-0400,,,eq,72,73,0.0868388628,0.0868388628
B,atlanta,2026-06-16,20260616T050508-0400,,,eq,72,73,0.111288868,0.111288868
B,atlanta,2026-06-16,20260616T061308-0400,,,eq,72,73,0.0855380781,0.0855380781
B,atlanta,2026-06-16,20260616T070309-0400,,,eq,72,73,0.055435584,0.055435584
B,atlanta,2026-06-16,20260616T081506-0400,,,eq,72,73,0.0130346989,0.0130346989
B,atlanta,2026-06-16,20260616T090238-0400,,,eq,72,73,0.0173619019,0.0173619019
B,atlanta,2026-06-16,20260616T100231-0400,,,eq,72,73,0.0405693285,0.0405693285
B,atlanta,2026-06-16,20260616T111518-0400,,,eq,72,73,0.0407408207,0.0407408207
B,atlanta,2026-06-16,20260616T121510-0400,,,eq,72,73,0.0227807842,0.0227807842
B,atlanta,2026-06-16,20260616T130511-0400,,,eq,72,73,0.0484746206,0.0484746206
B,atlanta,2026-06-16,20260616T140512-0400,,,eq,72,73,0.981520042,0.981520042
B,atlanta,2026-06-16,20260616T151509-0400,,,eq,72,73,0.971231338,0.971231338
B,atlanta,2026-06-16,20260616T161509-0400,,,eq,72,73,0.713944997,0.713944997
B,atlanta,2026-06-16,20260616T170507-0400,,,eq,72,73,0.966596187,0.966596187
B,atlanta,2026-06-16,20260616T180243-0400,,,eq,72,73,0.977629632,0.977629632
B,atlanta,2026-06-16,20260616T190237-0400,,,eq,72,73,0.929938783,0.929938783
B,atlanta,2026-06-16,20260616T200356-0400,,,eq,72,73,0.973197298,0.973197298
B,atlanta,2026-06-16,20260616T210123-0400,,,eq,72,73,0.984984346,0.984984346
B,atlanta,2026-06-16,20260616T221232-0400,,,eq,72,73,0.984984346,0.984984346
B,atlanta,2026-06-16,20260616T231234-0400,,,eq,72,73,0.984984346,0.984984346
B,atlanta,2026-06-17,20260617T000232-0400,,,eq,84,85,0.331549669,0.331549669
B,atlanta,2026-06-17,20260617T011231-0400,,,eq,84,85,0.36329047,0.36329047
B,atlanta,2026-06-17,20260617T020234-0400,,,eq,84,85,0.255366384,0.255366384
B,atlanta,2026-06-17,20260617T030429-0400,,,eq,84,85,0.205198858,0.205198858
B,atlanta,2026-06-17,20260617T040237-0400,,,eq,84,85,0.215920932,0.215920932
B,atlanta,2026-06-17,20260617T050233-0400,,,eq,84,85,0.18142162,0.18142162
B,atlanta,2026-06-17,20260617T060231-0400,,,eq,84,85,0.297968132,0.297968132
B,atlanta,2026-06-17,20260617T070232-0400,,,eq,84,85,0.297430717,0.297430717
B,atlanta,2026-06-17,20260617T081232-0400,,,eq,84,85,0.585014871,0.585014871
B,atlanta,2026-06-17,20260617T090131-0400,,,eq,84,85,0.418129419,0.418129419
B,atlanta,2026-06-17,20260617T100030-0400,,,eq,84,85,0.327026719,0.327026719
B,atlanta,2026-06-17,20260617T110235-0400,,,eq,84,85,0.251138282,0.251138282
B,atlanta,2026-06-17,20260617T124232-0400,,,eq,84,85,0.300471419,0.300471419
B,atlanta,2026-06-17,20260617T131231-0400,,,eq,84,85,0.301524975,0.301524975
B,atlanta,2026-06-17,20260617T142631-0400,,,eq,84,85,0.2085272,0.2085272
B,atlanta,2026-06-17,20260617T150631-0400,,,eq,84,85,0.290979536,0.290979536
B,atlanta,2026-06-17,20260617T160243-0400,,,eq,84,85,0.156180384,0.156180384
B,atlanta,2026-06-17,20260617T171232-0400,,,eq,84,85,0.253036963,0.253036963
B,atlanta,2026-06-17,20260617T181235-0400,,,eq,84,85,0.991030657,0.991030657
B,atlanta,2026-06-17,20260617T191244-0400,,,eq,84,85,0.997460438,0.997460438
B,atlanta,2026-06-17,20260617T201238-0400,,,eq,84,85,0.997645845,0.997645845
B,atlanta,2026-06-17,20260617T211233-0400,,,eq,84,85,0.997227165,0.997227165
B,atlanta,2026-06-17,20260617T221237-0400,,,eq,84,85,0.997225496,0.997225496
B,atlanta,2026-06-17,20260617T230231-0400,,,eq,84,85,0.997224764,0.997224764
B,atlanta,2026-06-19,20260619T000319-0400,,,eq,88,89,0.0358796257,0.0358796257
B,atlanta,2026-06-19,20260619T011133-0400,,,eq,88,89,0.222938117,0.222938117
B,atlanta,2026-06-19,20260619T020128-0400,,,eq,88,89,0.182519177,0.182519177
B,atlanta,2026-06-19,20260619T030732-0400,,,eq,88,89,0.189673258,0.189673258
B,atlanta,2026-06-19,20260619T040027-0400,,,eq,88,89,0.192931135,0.192931135
B,atlanta,2026-06-19,20260619T051314-0400,,,eq,88,89,0.300821146,0.300821146
B,atlanta,2026-06-19,20260619T060030-0400,,,eq,88,89,0.220465028,0.220465028
B,atlanta,2026-06-19,20260619T070238-0400,,,eq,88,89,0.218158032,0.218158032
B,atlanta,2026-06-19,20260619T080404-0400,,,eq,88,89,0.165544935,0.165544935
B,atlanta,2026-06-19,20260619T090143-0400,,,eq,88,89,0.122348529,0.122348529
B,atlanta,2026-06-19,20260619T100434-0400,,,eq,88,89,0.491792903,0.491792903
B,atlanta,2026-06-19,20260619T110236-0400,,,eq,88,89,0.280311632,0.280311632
B,atlanta,2026-06-19,20260619T120233-0400,,,eq,88,89,0.355530624,0.355530624
B,atlanta,2026-06-19,20260619T130045-0400,,,eq,88,89,0.23611838,0.23611838
B,atlanta,2026-06-19,20260619T140257-0400,,,eq,88,89,0.241296444,0.241296444
B,atlanta,2026-06-19,20260619T150235-0400,,,eq,88,89,0.825987751,0.825987751
B,atlanta,2026-06-19,20260619T160325-0400,,,eq,88,89,0.726557761,0.726557761
B,atlanta,2026-06-19,20260619T170231-0400,,,eq,88,89,0.911507067,0.911507067
B,atlanta,2026-06-19,20260619T180132-0400,,,eq,88,89,0.99806327,0.99806327
B,atlanta,2026-06-19,20260619T190008-0400,,,eq,88,89,0.999914384,0.999914384
B,atlanta,2026-06-19,20260619T201450-0400,,,eq,88,89,0.999958981,0.999958981
B,atlanta,2026-06-19,20260619T210139-0400,,,eq,88,89,0.99999293,0.99999293
B,atlanta,2026-06-19,20260619T220655-0400,,,eq,88,89,0.999992889,0.999992889
B,atlanta,2026-06-19,20260619T230655-0400,,,eq,88,89,0.99999289,0.99999289
B,atlanta,2026-06-20,20260620T000543-0400,,,eq,86,87,0,0
B,atlanta,2026-06-20,20260620T010238-0400,,,eq,86,87,0.212749319,0.212749319
B,atlanta,2026-06-20,20260620T020038-0400,,,eq,86,87,0.221480478,0.221480478
B,atlanta,2026-06-20,20260620T030537-0400,,,eq,86,87,0.27168296,0.27168296
B,atlanta,2026-06-20,20260620T040238-0400,,,eq,86,87,0.298607701,0.298607701
B,atlanta,2026-06-20,20260620T050038-0400,,,eq,86,87,0.421388065,0.421388065
B,atlanta,2026-06-20,20260620T060544-0400,,,eq,86,87,0.398489713,0.398489713
B,atlanta,2026-06-20,20260620T070244-0400,,,eq,86,87,0.398489713,0.398489713
B,atlanta,2026-06-20,20260620T080538-0400,,,eq,86,87,0.384775451,0.384775451
B,atlanta,2026-06-20,20260620T090040-0400,,,eq,86,87,0.465237389,0.465237389
B,atlanta,2026-06-20,20260620T100649-0400,,,eq,86,87,0.131577481,0.131577481
B,atlanta,2026-06-20,20260620T110029-0400,,,eq,86,87,0.16432892,0.16432892
B,atlanta,2026-06-20,20260620T121020-0400,,,eq,86,87,0.176308961,0.176308961
B,atlanta,2026-06-20,20260620T130321-0400,,,eq,86,87,0.399569426,0.399569426
B,atlanta,2026-06-20,20260620T140020-0400,,,eq,86,87,0.503192901,0.503192901
B,atlanta,2026-06-20,20260620T150027-0400,,,eq,86,87,0.425150368,0.425150368
B,atlanta,2026-06-20,20260620T160449-0400,,,eq,86,87,0.784343139,0.784343139
B,atlanta,2026-06-20,20260620T170042-0400,,,eq,86,87,0.891418651,0.891418651
B,atlanta,2026-06-20,20260620T180036-0400,,,eq,86,87,0.999634903,0.999634903
B,atlanta,2026-06-20,20260620T190006-0400,,,eq,86,87,0.999853873,0.999853873
B,atlanta,2026-06-20,20260620T201031-0400,,,eq,86,87,0.99983376,0.99983376
B,atlanta,2026-06-20,20260620T210032-0400,,,eq,86,87,0.999929364,0.999929364
B,atlanta,2026-06-20,20260620T221037-0400,,,eq,86,87,0.999929299,0.999929299
B,atlanta,2026-06-20,20260620T230035-0400,,,eq,86,87,0.999929299,0.999929299
B,atlanta,2026-06-21,20260621T000038-0400,,,eq,86,87,0.221391549,0.221391549
B,atlanta,2026-06-21,20260621T010502-0400,,,eq,86,87,0.422732977,0.422732977
B,atlanta,2026-06-21,20260621T021035-0400,,,eq,86,87,0.446813101,0.446813101
B,atlanta,2026-06-21,20260621T030433-0400,,,eq,86,87,0.393754965,0.393754965
B,atlanta,2026-06-21,20260621T041220-0400,,,eq,86,87,0.441724137,0.441724137
B,atlanta,2026-06-21,20260621T050020-0400,,,eq,86,87,0.388001744,0.388001744
B,atlanta,2026-06-21,20260621T060021-0400,,,eq,86,87,0.374594616,0.374594616
B,atlanta,2026-06-21,20260621T070030-0400,,,eq,86,87,0.374594616,0.374594616
B,atlanta,2026-06-21,20260621T080023-0400,,,eq,86,87,0.203470099,0.203470099
B,atlanta,2026-06-21,20260621T090024-0400,,,eq,86,87,0.266533315,0.266533315
B,atlanta,2026-06-21,20260621T100551-0400,,,eq,86,87,0.19690703,0.19690703
B,atlanta,2026-06-21,20260621T110211-0400,,,eq,86,87,0.165871124,0.165871124
B,atlanta,2026-06-21,20260621T120623-0400,,,eq,86,87,0.138767814,0.138767814
B,atlanta,2026-06-21,20260621T130228-0400,,,eq,86,87,0.610825245,0.610825245
B,atlanta,2026-06-21,20260621T140823-0400,,,eq,86,87,0.536674654,0.536674654
B,atlanta,2026-06-21,20260621T150024-0400,,,eq,86,87,0.454784685,0.454784685
B,atlanta,2026-06-21,20260621T160030-0400,,,eq,86,87,0.593115313,0.593115313
B,atlanta,2026-06-21,20260621T170022-0400,,,eq,86,87,0.829433375,0.829433375
B,atlanta,2026-06-21,20260621T180031-0400,,,eq,86,87,0.994867376,0.994867376
B,atlanta,2026-06-21,20260621T190034-0400,,,eq,86,87,0.999989268,0.999989268
B,atlanta,2026-06-21,20260621T200029-0400,,,eq,86,87,0.999988514,0.999988514
B,atlanta,2026-06-21,20260621T210042-0400,,,eq,86,87,0.999990776,0.999990776
B,atlanta,2026-06-21,20260621T224936-0400,,,eq,86,87,0.999990745,0.999990745
B,atlanta,2026-06-21,20260621T230656-0400,,,eq,86,87,0.999990819,0.999990819
B,atlanta,2026-06-22,20260622T000109-0400,,,eq,88,89,0.292542718,0.292542718
B,atlanta,2026-06-22,20260622T010237-0400,,,eq,88,89,0.392363838,0.392363838
B,atlanta,2026-06-22,20260622T020628-0400,,,eq,88,89,0.418823058,0.418823058
B,atlanta,2026-06-22,20260622T030027-0400,,,eq,88,89,0.379279726,0.379279726
B,atlanta,2026-06-22,20260622T040024-0400,,,eq,88,89,0.468185813,0.468185813
B,atlanta,2026-06-22,20260622T051021-0400,,,eq,88,89,0.498013564,0.498013564
B,atlanta,2026-06-22,20260622T061028-0400,,,eq,88,89,0.423153262,0.423153262
B,atlanta,2026-06-22,20260622T070027-0400,,,eq,88,89,0.398740728,0.398740728
B,atlanta,2026-06-22,20260622T080837-0400,,,eq,88,89,0.34301731,0.34301731
B,atlanta,2026-06-22,20260622T090027-0400,,,eq,88,89,0.247551555,0.247551555
B,atlanta,2026-06-22,20260622T100031-0400,,,eq,88,89,0.461946537,0.461946537
B,atlanta,2026-06-22,20260622T110047-0400,,,eq,88,89,0.421214444,0.421214444
B,atlanta,2026-06-22,20260622T120843-0400,,,eq,88,89,0.653520478,0.653520478
B,atlanta,2026-06-22,20260622T130018-0400,,,eq,88,89,0.614950251,0.614950251
B,atlanta,2026-06-22,20260622T140435-0400,,,eq,88,89,0.796577712,0.796577712
B,atlanta,2026-06-22,20260622T151500-0400,,,eq,88,89,0.509758279,0.509758279
B,atlanta,2026-06-22,20260622T160428-0400,,,eq,88,89,0.632722521,0.632722521
B,atlanta,2026-06-22,20260622T171516-0400,,,eq,88,89,0.949723948,0.949723948
B,atlanta,2026-06-22,20260622T180029-0400,,,eq,88,89,0.99431317,0.99431317
B,atlanta,2026-06-22,20260622T190022-0400,,,eq,88,89,0.998479898,0.998479898
B,atlanta,2026-06-22,20260622T200502-0400,,,eq,88,89,0.998552041,0.998552041
B,atlanta,2026-06-22,20260622T211437-0400,,,eq,88,89,0.998659104,0.998659104
B,atlanta,2026-06-22,20260622T220840-0400,,,eq,88,89,0.998655047,0.998655047
B,atlanta,2026-06-22,20260622T230700-0400,,,eq,88,89,0.998655047,0.998655047
B,atlanta,2026-06-26,20260626T001030-0400,,,eq,88,89,0.369850559,0.369850559
