market,definition,bin,grid_rows,p_mean,observed,cell_gap,gap_low,gap_high,date_clusters,market_clusters
nyc,hourly,1,84,0.11111111111111112,0.19047619047619047,0.07936507936507935,-0.0634920634920635,0.2698412698412698,21,1
nyc,hourly,2,84,0.2666666666666666,0.42857142857142855,0.16190476190476194,-0.028571428571428564,0.4,21,1
nyc,hourly,4,84,0.4666666666666668,0.6190476190476191,0.15238095238095234,-0.0857142857142857,0.3428571428571428,21,1
nyc,hourly,7,84,0.7555555555555554,0.8571428571428571,0.1015873015873016,-0.04126984126984125,0.24444444444444446,21,1
nyc,hourly,8,84,0.888888888888889,0.9523809523809523,0.06349206349206354,-0.031746031746031696,0.11111111111111116,21,1
nyc,hourly,9,504,0.9944444444444446,0.9920634920634921,-0.002380952380952383,-0.018253968253968262,0.005555555555555554,21,1
san-francisco,all,0,968,0.0,0.0,0.0,0.0,0.0,22,1
san-francisco,all,1,88,0.14130434782608695,0.011363636363636364,-0.12994071146245056,-0.14130434782608695,-0.10721343873517784,22,1
san-francisco,all,3,88,0.36956521739130427,0.18181818181818182,-0.18774703557312258,-0.3241106719367589,-0.0059288537549406824,22,1
san-francisco,all,6,88,0.6413043478260869,0.45454545454545453,-0.18675889328063236,-0.3685770750988142,0.0405138339920949,22,1
san-francisco,all,8,44,0.8913043478260868,0.9090909090909091,0.017786561264822174,-0.1185770750988142,0.10869565217391308,22,1
san-francisco,all,9,748,0.9929667519181584,0.9906417112299465,-0.0023250406882120377,-0.01836782143687514,0.007033248081841439,22,1
san-francisco,hourly,0,968,0.0,0.0,0.0,0.0,0.0,22,1
san-francisco,hourly,1,88,0.14285714285714282,0.0,-0.14285714285714282,-0.14285714285714282,-0.14285714285714282,22,1
san-francisco,hourly,3,88,0.3736263736263736,0.22727272727272727,-0.14635364635364637,-0.32817182817182816,0.03546453546453546,22,1
san-francisco,hourly,6,88,0.6483516483516485,0.5,-0.14835164835164835,-0.3756243756243757,0.07892107892107889,22,1
san-francisco,hourly,9,792,0.989010989010989,0.9949494949494949,0.005938505938505937,-0.004162504162504168,0.010989010989010988,22,1
seattle,all,0,1144,0.021132713440405744,0.013986013986013986,-0.007146699454391755,-0.02113271344040574,0.013832321524629222,22,1
seattle,all,1,88,0.12087912087912088,0.09090909090909091,-0.029970029970029975,-0.12087912087912088,0.10639360639360641,22,1
seattle,all,2,88,0.21978021978021986,0.22727272727272727,0.007492507492507496,-0.1743256743256743,0.18931068931068928,22,1
seattle,all,4,88,0.4945054945054945,0.4090909090909091,-0.08541458541458544,-0.26723276723276723,0.14185814185814183,22,1
seattle,all,8,88,0.8791208791208794,0.9090909090909091,0.029970029970029986,-0.10639360639360639,0.1208791208791209,22,1
seattle,all,9,528,1.0,1.0,0.0,0.0,0.0,22,1
seattle,hourly,0,1056,0.025641025641025637,0.007575757575757576,-0.01806526806526807,-0.025641025641025647,-0.0067016317016317046,22,1
seattle,hourly,1,176,0.1208791208791209,0.09090909090909091,-0.029970029970029975,-0.12087912087912088,0.10639360639360641,22,1
seattle,hourly,2,88,0.21978021978021986,0.22727272727272727,0.007492507492507496,-0.1743256743256743,0.18931068931068928,22,1
seattle,hourly,4,88,0.4945054945054945,0.4090909090909091,-0.08541458541458544,-0.26723276723276723,0.14185814185814183,22,1
seattle,hourly,8,88,0.8791208791208794,0.9090909090909091,0.029970029970029986,-0.10639360639360639,0.1208791208791209,22,1
seattle,hourly,9,528,1.0,1.0,0.0,0.0,0.0,22,1
toronto,all,0,1056,0.06793478260869565,0.045454545454545456,-0.022480237154150193,-0.06793478260869566,0.06842885375494072,22,1
toronto,all,1,88,0.18478260869565213,0.18181818181818182,-0.002964426877470321,-0.13932806324110672,0.17885375494071146,22,1
toronto,all,2,88,0.26086956521739124,0.45454545454545453,0.1936758893280632,-0.03359683794466403,0.4209486166007904,22,1
toronto,all,4,88,0.451086956521739,0.5568181818181818,0.10573122529644265,-0.09881422924901186,0.2989130434782608,22,1
toronto,all,6,44,0.6956521739130435,0.9090909090909091,0.21343873517786568,0.07707509881422926,0.3043478260869566,22,1
toronto,all,7,44,0.7065217391304347,0.9090909090909091,0.20256916996047433,0.06620553359683791,0.29347826086956524,22,1
toronto,all,8,88,0.8804347826086955,0.9545454545454546,0.07411067193675884,-0.01679841897233206,0.11956521739130434,22,1
toronto,all,9,616,0.9968944099378881,0.9935064935064936,-0.003387916431394696,-0.016374929418407683,0.0031055900621117997,22,1
toronto,hourly,0,1056,0.06793478260869565,0.045454545454545456,-0.022480237154150193,-0.06793478260869566,0.06842885375494072,22,1
toronto,hourly,1,88,0.18478260869565213,0.18181818181818182,-0.002964426877470321,-0.13932806324110672,0.17885375494071146,22,1
toronto,hourly,2,88,0.26086956521739124,0.45454545454545453,0.1936758893280632,-0.03359683794466403,0.4209486166007904,22,1
toronto,hourly,4,88,0.44565217391304335,0.5909090909090909,0.14525691699604745,-0.08201581027667983,0.3270750988142294,22,1
toronto,hourly,6,88,0.6956521739130433,0.9090909090909091,0.21343873517786568,0.07707509881422926,0.3043478260869566,22,1
