stratum,market_id,target_date,snapshot_id,served_floor_bucket,served_high_so_far,raw_wu_max_since_7am,raw_station_max_since_7am
B,atlanta,2026-06-07,20260607T000105-0400,17,17.0,,
B,atlanta,2026-06-07,20260607T010213-0400,75,75.0,86.0,
B,atlanta,2026-06-07,20260607T020343-0400,75,75.0,86.0,
B,atlanta,2026-06-07,20260607T030453-0400,75,75.0,86.0,
B,atlanta,2026-06-07,20260607T040612-0400,75,75.0,86.0,
B,atlanta,2026-06-07,20260607T050729-0400,75,75.0,86.0,
B,atlanta,2026-06-07,20260607T060832-0400,75,75.0,86.0,
B,atlanta,2026-06-07,20260607T071004-0400,75,75.0,71.0,
B,atlanta,2026-06-07,20260607T080104-0400,75,75.0,73.0,
B,atlanta,2026-06-07,20260607T090231-0400,75,75.0,74.0,
B,atlanta,2026-06-07,20260607T100353-0400,75,75.0,77.0,
B,atlanta,2026-06-07,20260607T110455-0400,75,75.0,78.0,
B,atlanta,2026-06-07,20260607T120659-0400,76,76.0,80.0,
B,atlanta,2026-06-07,20260607T130914-0400,76,76.0,82.0,
B,atlanta,2026-06-07,20260607T140124-0400,81,81.0,83.0,
B,atlanta,2026-06-07,20260607T150313-0400,82,82.0,83.0,
B,atlanta,2026-06-07,20260607T160456-0400,82,82.0,83.0,
B,atlanta,2026-06-07,20260607T170736-0400,84,84.0,83.0,
B,atlanta,2026-06-07,20260607T181013-0400,84,84.0,83.0,
B,atlanta,2026-06-07,20260607T190208-0400,84,84.0,83.0,
B,atlanta,2026-06-07,20260607T200346-0400,84,84.0,83.0,
B,atlanta,2026-06-07,20260607T210530-0400,84,84.0,83.0,
B,atlanta,2026-06-07,20260607T220711-0400,84,84.0,83.0,
B,atlanta,2026-06-07,20260607T230918-0400,84,84.0,83.0,
B,atlanta,2026-06-08,20260608T000048-0400,17,17.0,,
B,atlanta,2026-06-08,20260608T010230-0400,71,71.0,83.0,
B,atlanta,2026-06-08,20260608T020400-0400,71,71.0,83.0,
B,atlanta,2026-06-08,20260608T030547-0400,71,71.0,83.0,
B,atlanta,2026-06-08,20260608T040707-0400,71,71.0,83.0,
B,atlanta,2026-06-08,20260608T050848-0400,71,71.0,83.0,
B,atlanta,2026-06-08,20260608T060031-0400,71,71.0,83.0,
B,atlanta,2026-06-08,20260608T070217-0400,71,71.0,70.0,
B,atlanta,2026-06-08,20260608T080351-0400,71,71.0,71.0,
B,atlanta,2026-06-08,20260608T090544-0400,72,72.0,72.0,
B,atlanta,2026-06-08,20260608T100734-0400,73,73.0,73.0,
B,atlanta,2026-06-08,20260608T110924-0400,74,74.0,76.0,
B,atlanta,2026-06-08,20260608T120105-0400,74,74.0,78.0,
B,atlanta,2026-06-08,20260608T130300-0400,74,74.0,81.0,
B,atlanta,2026-06-08,20260608T140508-0400,79,79.0,82.0,
B,atlanta,2026-06-08,20260608T150710-0400,80,80.0,82.0,
B,atlanta,2026-06-08,20260608T160955-0400,81,81.0,82.0,
B,atlanta,2026-06-08,20260608T170217-0400,81,81.0,82.0,
B,atlanta,2026-06-08,20260608T180442-0400,81,81.0,82.0,
B,atlanta,2026-06-08,20260608T191524-0400,81,81.0,82.0,
B,atlanta,2026-06-08,20260608T200643-0400,81,81.0,82.0,
B,atlanta,2026-06-08,20260608T210809-0400,81,81.0,82.0,
B,atlanta,2026-06-08,20260608T220943-0400,81,81.0,82.0,
B,atlanta,2026-06-08,20260608T230129-0400,81,81.0,82.0,
B,atlanta,2026-06-11,20260611T050110-0400,78,78.0,89.0,
B,atlanta,2026-06-11,20260611T061006-0400,78,78.0,89.0,
B,atlanta,2026-06-11,20260611T070044-0400,78,78.0,89.0,
B,atlanta,2026-06-11,20260611T080359-0400,78,78.0,77.0,
B,atlanta,2026-06-11,20260611T090601-0400,78,78.0,82.0,
B,atlanta,2026-06-11,20260611T100747-0400,82,82.0,85.0,
B,atlanta,2026-06-11,20260611T110315-0400,82,82.0,87.0,
B,atlanta,2026-06-11,20260611T120523-0400,85,85.0,88.0,
B,atlanta,2026-06-11,20260611T130708-0400,87,87.0,89.0,
B,atlanta,2026-06-11,20260611T140946-0400,87,87.0,90.0,
B,atlanta,2026-06-11,20260611T150135-0400,89,89.0,91.0,
B,atlanta,2026-06-11,20260611T160410-0400,90,90.0,91.0,
B,atlanta,2026-06-11,20260611T170617-0400,90,90.0,92.0,
B,atlanta,2026-06-11,20260611T180817-0400,91,91.0,93.0,
B,atlanta,2026-06-11,20260611T190957-0400,92,92.0,93.0,
B,atlanta,2026-06-11,20260611T200212-0400,92,92.0,93.0,
B,atlanta,2026-06-11,20260611T210543-0400,92,92.0,93.0,
B,atlanta,2026-06-11,20260611T220726-0400,92,92.0,93.0,
B,atlanta,2026-06-11,20260611T231000-0400,92,92.0,93.0,
B,atlanta,2026-06-12,20260612T000128-0400,81,81.0,93.0,
B,atlanta,2026-06-12,20260612T010259-0400,80,80.0,93.0,
B,atlanta,2026-06-12,20260612T020449-0400,80,80.0,93.0,
B,atlanta,2026-06-12,20260612T030610-0400,80,80.0,93.0,
B,atlanta,2026-06-12,20260612T040733-0400,80,80.0,93.0,
B,atlanta,2026-06-12,20260612T050851-0400,80,80.0,93.0,
B,atlanta,2026-06-12,20260612T060032-0400,80,80.0,93.0,
B,atlanta,2026-06-12,20260612T070208-0400,80,80.0,76.0,
B,atlanta,2026-06-12,20260612T080348-0400,80,80.0,79.0,
B,atlanta,2026-06-12,20260612T090617-0400,80,80.0,83.0,
B,atlanta,2026-06-12,20260612T100818-0400,83,83.0,85.0,
B,atlanta,2026-06-12,20260612T111007-0400,83,83.0,87.0,
B,atlanta,2026-06-12,20260612T120140-0400,85,85.0,88.0,
B,atlanta,2026-06-12,20260612T130330-0400,86,86.0,90.0,
B,atlanta,2026-06-12,20260612T140510-0400,89,89.0,90.0,
B,atlanta,2026-06-12,20260612T150658-0400,90,90.0,90.0,
B,atlanta,2026-06-12,20260612T160858-0400,90,90.0,92.0,
B,atlanta,2026-06-12,20260612T170048-0400,91,91.0,92.0,
B,atlanta,2026-06-12,20260612T180248-0400,91,91.0,92.0,
B,atlanta,2026-06-12,20260612T190411-0400,91,91.0,92.0,
B,atlanta,2026-06-12,20260612T200647-0400,91,91.0,92.0,
B,atlanta,2026-06-12,20260612T210910-0400,91,91.0,92.0,
B,atlanta,2026-06-12,20260612T220049-0400,91,91.0,92.0,
B,atlanta,2026-06-12,20260612T230251-0400,91,91.0,92.0,
B,atlanta,2026-06-13,20260613T000421-0400,81,81.0,92.0,
B,atlanta,2026-06-13,20260613T010552-0400,80,80.0,92.0,
B,atlanta,2026-06-13,20260613T020723-0400,80,80.0,92.0,
B,atlanta,2026-06-13,20260613T030849-0400,80,80.0,92.0,
B,atlanta,2026-06-13,20260613T040003-0400,80,80.0,92.0,
B,atlanta,2026-06-13,20260613T050149-0400,80,80.0,92.0,
B,atlanta,2026-06-13,20260613T060300-0400,80,80.0,92.0,
B,atlanta,2026-06-13,20260613T070420-0400,80,80.0,92.0,
B,atlanta,2026-06-13,20260613T080607-0400,80,80.0,78.0,
B,atlanta,2026-06-13,20260613T090735-0400,80,80.0,81.0,
B,atlanta,2026-06-13,20260613T100902-0400,81,81.0,84.0,
B,atlanta,2026-06-13,20260613T110056-0400,81,81.0,87.0,
B,atlanta,2026-06-13,20260613T120719-0400,84,84.0,88.0,
B,atlanta,2026-06-13,20260613T130945-0400,87,87.0,90.0,
B,atlanta,2026-06-13,20260613T140114-0400,88,88.0,91.0,
B,atlanta,2026-06-13,20260613T150248-0400,90,90.0,92.0,
B,atlanta,2026-06-13,20260613T160418-0400,91,91.0,92.0,
B,atlanta,2026-06-13,20260613T170615-0400,91,91.0,93.0,
B,atlanta,2026-06-13,20260613T180834-0400,93,93.0,93.0,
B,atlanta,2026-06-13,20260613T190047-0400,93,93.0,93.0,
B,atlanta,2026-06-13,20260613T200330-0400,93,93.0,93.0,
B,atlanta,2026-06-13,20260613T210527-0400,93,93.0,93.0,
B,atlanta,2026-06-13,20260613T220048-0400,93,93.0,93.0,
B,atlanta,2026-06-13,20260613T230232-0400,93,93.0,93.0,
B,atlanta,2026-06-14,20260614T000849-0400,81,81.0,93.0,
B,atlanta,2026-06-14,20260614T010958-0400,81,81.0,93.0,
B,atlanta,2026-06-14,20260614T020131-0400,81,81.0,93.0,
B,atlanta,2026-06-14,20260614T030315-0400,81,81.0,93.0,
B,atlanta,2026-06-14,20260614T040444-0400,81,81.0,93.0,
B,atlanta,2026-06-14,20260614T050550-0400,81,81.0,93.0,
B,atlanta,2026-06-14,20260614T060712-0400,81,81.0,93.0,
B,atlanta,2026-06-14,20260614T070804-0400,81,81.0,78.0,
B,atlanta,2026-06-14,20260614T080801-0400,81,81.0,78.0,
B,atlanta,2026-06-14,20260614T090106-0400,81,81.0,78.0,
B,atlanta,2026-06-14,20260614T100242-0400,81,81.0,80.0,
B,atlanta,2026-06-14,20260614T110407-0400,81,81.0,84.0,
B,atlanta,2026-06-14,20260614T120010-0400,81,81.0,87.0,
B,atlanta,2026-06-14,20260614T130710-0400,85,85.0,88.0,
B,atlanta,2026-06-14,20260614T140802-0400,87,87.0,88.0,
B,atlanta,2026-06-14,20260614T150904-0400,87,87.0,88.0,
B,atlanta,2026-06-14,20260614T160129-0400,87,87.0,88.0,
B,atlanta,2026-06-14,20260614T170219-0400,87,87.0,89.0,
B,atlanta,2026-06-14,20260614T180355-0400,89,89.0,90.0,
B,atlanta,2026-06-14,20260614T190607-0400,89,89.0,90.0,
B,atlanta,2026-06-14,20260614T200742-0400,90,90.0,90.0,
B,atlanta,2026-06-14,20260614T210045-0400,90,90.0,90.0,
B,atlanta,2026-06-14,20260614T220325-0400,90,90.0,90.0,
B,atlanta,2026-06-14,20260614T230532-0400,90,90.0,90.0,
B,atlanta,2026-06-15,20260615T000532-0400,17,17.0,,
B,atlanta,2026-06-15,20260615T010535-0400,73,73.0,90.0,
B,atlanta,2026-06-15,20260615T021531-0400,73,73.0,90.0,
B,atlanta,2026-06-15,20260615T030531-0400,73,73.0,90.0,
B,atlanta,2026-06-15,20260615T040723-0400,73,73.0,90.0,
B,atlanta,2026-06-15,20260615T050021-0400,73,73.0,90.0,
B,atlanta,2026-06-15,20260615T061531-0400,73,73.0,90.0,
B,atlanta,2026-06-15,20260615T071022-0400,73,73.0,70.0,
B,atlanta,2026-06-15,20260615T080536-0400,73,73.0,71.0,
B,atlanta,2026-06-15,20260615T090022-0400,73,73.0,73.0,
B,atlanta,2026-06-15,20260615T100022-0400,73,73.0,75.0,
B,atlanta,2026-06-15,20260615T110059-0400,73,73.0,77.0,
B,atlanta,2026-06-15,20260615T120058-0400,74,74.0,78.0,
B,atlanta,2026-06-15,20260615T130058-0400,77,77.0,79.0,
B,atlanta,2026-06-15,20260615T140533-0400,78,78.0,79.0,
B,atlanta,2026-06-15,20260615T150103-0400,78,78.0,80.0,
B,atlanta,2026-06-15,20260615T161506-0400,80,80.0,81.0,
B,atlanta,2026-06-15,20260615T170515-0400,80,80.0,81.0,
B,atlanta,2026-06-15,20260615T180706-0400,80,80.0,81.0,
B,atlanta,2026-06-15,20260615T190529-0400,80,80.0,81.0,
B,atlanta,2026-06-15,20260615T202510-0400,80,80.0,81.0,
B,atlanta,2026-06-15,20260615T211602-0400,80,80.0,81.0,
B,atlanta,2026-06-15,20260615T221607-0400,80,80.0,81.0,
B,atlanta,2026-06-15,20260615T231027-0400,80,80.0,81.0,
B,atlanta,2026-06-16,20260616T000515-0400,73,73.0,81.0,
B,atlanta,2026-06-16,20260616T010508-0400,73,73.0,81.0,
B,atlanta,2026-06-16,20260616T020503-0400,73,73.0,81.0,
B,atlanta,2026-06-16,20260616T030608-0400,73,73.0,81.0,
B,atlanta,2026-06-16,20260616T040207-0400,73,73.0,81.0,
B,atlanta,2026-06-16,20260616T050508-0400,73,73.0,81.0,
B,atlanta,2026-06-16,20260616T061308-0400,73,73.0,81.0,
B,atlanta,2026-06-16,20260616T070309-0400,73,73.0,70.0,
B,atlanta,2026-06-16,20260616T081506-0400,73,73.0,70.0,
B,atlanta,2026-06-16,20260616T090238-0400,73,73.0,70.0,
B,atlanta,2026-06-16,20260616T100231-0400,73,73.0,70.0,
B,atlanta,2026-06-16,20260616T111518-0400,73,73.0,70.0,
B,atlanta,2026-06-16,20260616T121510-0400,73,73.0,70.0,
B,atlanta,2026-06-16,20260616T130511-0400,73,73.0,70.0,
B,atlanta,2026-06-16,20260616T140512-0400,73,73.0,70.0,
B,atlanta,2026-06-16,20260616T151509-0400,73,73.0,70.0,
B,atlanta,2026-06-16,20260616T161509-0400,73,73.0,70.0,
B,atlanta,2026-06-16,20260616T170507-0400,73,73.0,70.0,
B,atlanta,2026-06-16,20260616T180243-0400,73,73.0,70.0,
B,atlanta,2026-06-16,20260616T190237-0400,73,73.0,70.0,
B,atlanta,2026-06-16,20260616T200356-0400,73,73.0,71.0,
B,atlanta,2026-06-16,20260616T210123-0400,73,73.0,70.0,
B,atlanta,2026-06-16,20260616T221232-0400,73,73.0,70.0,
B,atlanta,2026-06-16,20260616T231234-0400,73,73.0,70.0,
B,atlanta,2026-06-17,20260617T000232-0400,17,17.0,,
B,atlanta,2026-06-17,20260617T011231-0400,71,71.0,71.0,
B,atlanta,2026-06-17,20260617T020234-0400,71,71.0,71.0,
B,atlanta,2026-06-17,20260617T030429-0400,71,71.0,71.0,
B,atlanta,2026-06-17,20260617T040237-0400,71,71.0,71.0,
B,atlanta,2026-06-17,20260617T050233-0400,71,71.0,71.0,
B,atlanta,2026-06-17,20260617T060231-0400,71,71.0,71.0,
B,atlanta,2026-06-17,20260617T070232-0400,71,71.0,71.0,
B,atlanta,2026-06-17,20260617T081232-0400,71,71.0,71.0,
B,atlanta,2026-06-17,20260617T090131-0400,73,73.0,72.0,
B,atlanta,2026-06-17,20260617T100030-0400,73,73.0,74.0,
B,atlanta,2026-06-17,20260617T110235-0400,75,75.0,76.0,
B,atlanta,2026-06-17,20260617T124232-0400,77,77.0,80.0,
B,atlanta,2026-06-17,20260617T131231-0400,79,79.0,82.0,
B,atlanta,2026-06-17,20260617T142631-0400,82,82.0,85.0,
B,atlanta,2026-06-17,20260617T150631-0400,84,84.0,85.0,
B,atlanta,2026-06-17,20260617T160243-0400,84,84.0,86.0,
B,atlanta,2026-06-17,20260617T171232-0400,85,85.0,86.0,
B,atlanta,2026-06-17,20260617T181235-0400,85,85.0,86.0,
B,atlanta,2026-06-17,20260617T191244-0400,85,85.0,86.0,
B,atlanta,2026-06-17,20260617T201238-0400,85,85.0,86.0,
B,atlanta,2026-06-17,20260617T211233-0400,85,85.0,86.0,
B,atlanta,2026-06-17,20260617T221237-0400,85,85.0,86.0,
B,atlanta,2026-06-17,20260617T230231-0400,85,85.0,86.0,
B,atlanta,2026-06-19,20260619T000319-0400,17,17.0,,
B,atlanta,2026-06-19,20260619T011133-0400,72,72.0,87.0,
B,atlanta,2026-06-19,20260619T020128-0400,72,72.0,87.0,
B,atlanta,2026-06-19,20260619T030732-0400,72,72.0,86.0,
B,atlanta,2026-06-19,20260619T040027-0400,72,72.0,86.0,
B,atlanta,2026-06-19,20260619T051314-0400,73,73.0,86.0,
B,atlanta,2026-06-19,20260619T060030-0400,73,73.0,86.0,
B,atlanta,2026-06-19,20260619T070238-0400,73,73.0,87.0,
B,atlanta,2026-06-19,20260619T080404-0400,74,74.0,73.0,
B,atlanta,2026-06-19,20260619T090143-0400,76,76.0,75.0,
B,atlanta,2026-06-19,20260619T100434-0400,78,78.0,77.0,
B,atlanta,2026-06-19,20260619T110236-0400,78,78.0,79.0,
B,atlanta,2026-06-19,20260619T120233-0400,79,79.0,81.0,
B,atlanta,2026-06-19,20260619T130045-0400,81,81.0,82.0,
B,atlanta,2026-06-19,20260619T140257-0400,83,83.0,83.0,
B,atlanta,2026-06-19,20260619T150235-0400,87,87.0,86.0,
B,atlanta,2026-06-19,20260619T160325-0400,87,87.0,88.0,
B,atlanta,2026-06-19,20260619T170231-0400,88,88.0,88.0,
B,atlanta,2026-06-19,20260619T180132-0400,88,88.0,88.0,
B,atlanta,2026-06-19,20260619T190008-0400,88,88.0,88.0,
B,atlanta,2026-06-19,20260619T201450-0400,88,88.0,88.0,
B,atlanta,2026-06-19,20260619T210139-0400,88,88.0,88.0,
B,atlanta,2026-06-19,20260619T220655-0400,88,88.0,88.0,
B,atlanta,2026-06-19,20260619T230655-0400,88,88.0,88.0,
B,atlanta,2026-06-20,20260620T000543-0400,78,78.0,88.0,
B,atlanta,2026-06-20,20260620T010238-0400,77,77.0,88.0,
B,atlanta,2026-06-20,20260620T020038-0400,78,78.0,88.0,
B,atlanta,2026-06-20,20260620T030537-0400,78,78.0,88.0,
B,atlanta,2026-06-20,20260620T040238-0400,78,78.0,88.0,
B,atlanta,2026-06-20,20260620T050038-0400,78,78.0,88.0,
B,atlanta,2026-06-20,20260620T060544-0400,78,78.0,88.0,
B,atlanta,2026-06-20,20260620T070244-0400,78,78.0,73.0,
B,atlanta,2026-06-20,20260620T080538-0400,78,78.0,74.0,
B,atlanta,2026-06-20,20260620T090040-0400,79,79.0,77.0,
B,atlanta,2026-06-20,20260620T100649-0400,80,80.0,80.0,
B,atlanta,2026-06-20,20260620T110029-0400,80,80.0,82.0,
B,atlanta,2026-06-20,20260620T121020-0400,80,80.0,81.0,
B,atlanta,2026-06-20,20260620T130321-0400,81,81.0,81.0,
B,atlanta,2026-06-20,20260620T140020-0400,81,81.0,81.0,
B,atlanta,2026-06-20,20260620T150027-0400,83,83.0,85.0,
B,atlanta,2026-06-20,20260620T160449-0400,85,85.0,86.0,
B,atlanta,2026-06-20,20260620T170042-0400,86,86.0,86.0,
B,atlanta,2026-06-20,20260620T180036-0400,86,86.0,86.0,
B,atlanta,2026-06-20,20260620T190006-0400,86,86.0,86.0,
B,atlanta,2026-06-20,20260620T201031-0400,86,86.0,86.0,
B,atlanta,2026-06-20,20260620T210032-0400,86,86.0,86.0,
B,atlanta,2026-06-20,20260620T221037-0400,86,86.0,86.0,
B,atlanta,2026-06-20,20260620T230035-0400,86,86.0,86.0,
B,atlanta,2026-06-21,20260621T000038-0400,17,17.0,,
B,atlanta,2026-06-21,20260621T010502-0400,73,73.0,86.0,
B,atlanta,2026-06-21,20260621T021035-0400,73,73.0,86.0,
B,atlanta,2026-06-21,20260621T030433-0400,73,73.0,86.0,
B,atlanta,2026-06-21,20260621T041220-0400,73,73.0,86.0,
B,atlanta,2026-06-21,20260621T050020-0400,73,73.0,86.0,
B,atlanta,2026-06-21,20260621T060021-0400,73,73.0,86.0,
B,atlanta,2026-06-21,20260621T070030-0400,73,73.0,86.0,
B,atlanta,2026-06-21,20260621T080023-0400,73,73.0,72.0,
B,atlanta,2026-06-21,20260621T090024-0400,73,73.0,72.0,
B,atlanta,2026-06-21,20260621T100551-0400,73,73.0,74.0,
B,atlanta,2026-06-21,20260621T110211-0400,75,75.0,75.0,
B,atlanta,2026-06-21,20260621T120623-0400,75,75.0,78.0,
B,atlanta,2026-06-21,20260621T130228-0400,78,78.0,81.0,
B,atlanta,2026-06-21,20260621T140823-0400,81,81.0,83.0,
B,atlanta,2026-06-21,20260621T150024-0400,82,82.0,84.0,
B,atlanta,2026-06-21,20260621T160030-0400,84,84.0,86.0,
B,atlanta,2026-06-21,20260621T170022-0400,85,85.0,87.0,
B,atlanta,2026-06-21,20260621T180031-0400,86,86.0,87.0,
B,atlanta,2026-06-21,20260621T190034-0400,86,86.0,87.0,
B,atlanta,2026-06-21,20260621T200029-0400,86,86.0,87.0,
B,atlanta,2026-06-21,20260621T210042-0400,86,86.0,87.0,
B,atlanta,2026-06-21,20260621T224936-0400,86,86.0,87.0,
B,atlanta,2026-06-21,20260621T230656-0400,86,86.0,87.0,
B,atlanta,2026-06-22,20260622T000109-0400,,,,
B,atlanta,2026-06-22,20260622T010237-0400,75,75.0,87.0,
B,atlanta,2026-06-22,20260622T020628-0400,77,77.0,87.0,
B,atlanta,2026-06-22,20260622T030027-0400,77,77.0,87.0,
B,atlanta,2026-06-22,20260622T040024-0400,77,77.0,87.0,
B,atlanta,2026-06-22,20260622T051021-0400,77,77.0,87.0,
B,atlanta,2026-06-22,20260622T061028-0400,77,77.0,87.0,
B,atlanta,2026-06-22,20260622T070027-0400,77,77.0,87.0,
B,atlanta,2026-06-22,20260622T080837-0400,77,77.0,76.0,
B,atlanta,2026-06-22,20260622T090027-0400,77,77.0,77.0,
B,atlanta,2026-06-22,20260622T100031-0400,77,77.0,78.0,
B,atlanta,2026-06-22,20260622T110047-0400,78,78.0,81.0,
B,atlanta,2026-06-22,20260622T120843-0400,81,81.0,83.0,
B,atlanta,2026-06-22,20260622T130018-0400,83,83.0,84.0,
B,atlanta,2026-06-22,20260622T140435-0400,84,84.0,87.0,
B,atlanta,2026-06-22,20260622T151500-0400,87,87.0,89.0,
B,atlanta,2026-06-22,20260622T160428-0400,89,89.0,89.0,
B,atlanta,2026-06-22,20260622T171516-0400,89,89.0,91.0,
B,atlanta,2026-06-22,20260622T180029-0400,89,89.0,91.0,
B,atlanta,2026-06-22,20260622T190022-0400,89,89.0,91.0,
B,atlanta,2026-06-22,20260622T200502-0400,89,89.0,91.0,
B,atlanta,2026-06-22,20260622T211437-0400,89,89.0,91.0,
B,atlanta,2026-06-22,20260622T220840-0400,89,89.0,91.0,
B,atlanta,2026-06-22,20260622T230700-0400,89,89.0,91.0,
B,atlanta,2026-06-26,20260626T001030-0400,76,76.0,83.0,
B,atlanta,2026-06-26,20260626T010916-0400,75,75.0,83.0,
B,atlanta,2026-06-26,20260626T020921-0400,75,75.0,83.0,
B,atlanta,2026-06-26,20260626T030919-0400,75,75.0,83.0,
B,atlanta,2026-06-26,20260626T040918-0400,75,75.0,83.0,
B,atlanta,2026-06-26,20260626T050916-0400,75,75.0,83.0,
B,atlanta,2026-06-26,20260626T060918-0400,75,75.0,83.0,
B,atlanta,2026-06-26,20260626T070919-0400,75,75.0,70.0,
B,atlanta,2026-06-26,20260626T080928-0400,75,75.0,73.0,
B,atlanta,2026-06-26,20260626T090832-0400,76,76.0,77.0,
B,atlanta,2026-06-26,20260626T100146-0400,79,79.0,80.0,
B,atlanta,2026-06-26,20260626T110408-0400,79,79.0,82.0,
B,atlanta,2026-06-26,20260626T120948-0400,81,81.0,84.0,
B,atlanta,2026-06-26,20260626T130412-0400,82,82.0,86.0,
B,atlanta,2026-06-26,20260626T141622-0400,85,85.0,88.0,
B,atlanta,2026-06-26,20260626T150624-0400,88,88.0,89.0,
B,atlanta,2026-06-26,20260626T160631-0400,88,88.0,90.0,
B,atlanta,2026-06-26,20260626T170634-0400,88,88.0,90.0,
B,atlanta,2026-06-26,20260626T180620-0400,89,89.0,90.0,
B,atlanta,2026-06-26,20260626T190621-0400,89,89.0,90.0,
B,atlanta,2026-06-26,20260626T200630-0400,89,89.0,90.0,
B,atlanta,2026-06-26,20260626T211628-0400,89,89.0,90.0,
B,atlanta,2026-06-26,20260626T220637-0400,89,89.0,90.0,
B,atlanta,2026-06-26,20260626T231632-0400,89,89.0,90.0,
B,atlanta,2026-06-28,20260628T000232-0400,,,,
B,atlanta,2026-06-28,20260628T010226-0400,,,,
B,atlanta,2026-06-28,20260628T020236-0400,,,,
B,atlanta,2026-06-28,20260628T030229-0400,,,,
B,atlanta,2026-06-28,20260628T040239-0400,,,,
B,atlanta,2026-06-28,20260628T050224-0400,,,,
B,atlanta,2026-06-28,20260628T060228-0400,,,,
B,atlanta,2026-06-28,20260628T070222-0400,,,,
B,atlanta,2026-06-28,20260628T080224-0400,,,,
B,atlanta,2026-06-28,20260628T090224-0400,,,,
B,atlanta,2026-06-28,20260628T101228-0400,,,,
B,atlanta,2026-06-28,20260628T110310-0400,,,,
B,atlanta,2026-06-28,20260628T120234-0400,,,,
B,atlanta,2026-06-28,20260628T130033-0400,,,,
B,atlanta,2026-06-28,20260628T140223-0400,,,,
B,atlanta,2026-06-28,20260628T150230-0400,,,,
B,atlanta,2026-06-28,20260628T160233-0400,,,,
B,atlanta,2026-06-28,20260628T170225-0400,,,,
B,atlanta,2026-06-28,20260628T180414-0400,,,,
B,atlanta,2026-06-28,20260628T190431-0400,,,,
B,atlanta,2026-06-28,20260628T200349-0400,,,,
B,atlanta,2026-06-28,20260628T210502-0400,,,,
B,atlanta,2026-06-29,20260629T104052-0400,,,,
B,atlanta,2026-06-29,20260629T110057-0400,,,,
B,atlanta,2026-06-29,20260629T121100-0400,,,,
B,atlanta,2026-06-29,20260629T131404-0400,,,,
B,atlanta,2026-06-29,20260629T140513-0400,,,,
B,atlanta,2026-06-29,20260629T150412-0400,,,,
B,atlanta,2026-06-29,20260629T160754-0400,,,,
B,atlanta,2026-06-29,20260629T170220-0400,,,,
B,atlanta,2026-06-29,20260629T180655-0400,,,,
B,atlanta,2026-06-29,20260629T190535-0400,,,,
B,atlanta,2026-06-29,20260629T200450-0400,,,,
B,atlanta,2026-06-29,20260629T210303-0400,,,,
B,atlanta,2026-06-29,20260629T220240-0400,,,,
B,atlanta,2026-06-29,20260629T230836-0400,,,,
B,atlanta,2026-06-30,20260630T000220-0400,,,,
B,atlanta,2026-06-30,20260630T010546-0400,,,,
B,atlanta,2026-06-30,20260630T020021-0400,,,,
B,atlanta,2026-06-30,20260630T030419-0400,,,,
B,atlanta,2026-06-30,20260630T040751-0400,,,,
B,atlanta,2026-06-30,20260630T050211-0400,,,,
B,atlanta,2026-06-30,20260630T060534-0400,,,,
B,atlanta,2026-06-30,20260630T070902-0400,,,,
B,atlanta,2026-06-30,20260630T080613-0400,,,,
B,atlanta,2026-06-30,20260630T090047-0400,,,,
B,atlanta,2026-06-30,20260630T100339-0400,,,,
B,atlanta,2026-06-30,20260630T110012-0400,,,,
B,atlanta,2026-06-30,20260630T121134-0400,,,,
B,atlanta,2026-06-30,20260630T131247-0400,,,,
B,atlanta,2026-06-30,20260630T141021-0400,,,,
B,atlanta,2026-06-30,20260630T150508-0400,,,,
B,atlanta,2026-06-30,20260630T160901-0400,,,,
B,atlanta,2026-06-30,20260630T170335-0400,,,,
B,atlanta,2026-06-30,20260630T180702-0400,,,,
B,atlanta,2026-06-30,20260630T190129-0400,,,,
B,atlanta,2026-06-30,20260630T200005-0400,,,,
B,atlanta,2026-06-30,20260630T210340-0400,,,,
B,atlanta,2026-06-30,20260630T220715-0400,,,,
B,atlanta,2026-06-30,20260630T230159-0400,,,,
B,austin,2026-06-07,20260607T010214-0400,80,80.0,91.0,
B,austin,2026-06-07,20260607T020344-0400,80,80.0,91.0,
B,austin,2026-06-07,20260607T030454-0400,80,80.0,91.0,
B,austin,2026-06-07,20260607T040613-0400,80,80.0,91.0,
B,austin,2026-06-07,20260607T050730-0400,80,80.0,91.0,
B,austin,2026-06-07,20260607T060833-0400,80,80.0,91.0,
B,austin,2026-06-07,20260607T071007-0400,80,80.0,91.0,
B,austin,2026-06-07,20260607T080105-0400,80,80.0,91.0,
B,austin,2026-06-07,20260607T090232-0400,80,80.0,80.0,
B,austin,2026-06-07,20260607T100354-0400,80,80.0,81.0,
B,austin,2026-06-07,20260607T110456-0400,81,81.0,83.0,
B,austin,2026-06-07,20260607T120700-0400,81,81.0,86.0,
B,austin,2026-06-07,20260607T130915-0400,83,83.0,86.0,
B,austin,2026-06-07,20260607T140126-0400,83,83.0,88.0,
B,austin,2026-06-07,20260607T150314-0400,87,87.0,89.0,
B,austin,2026-06-07,20260607T160457-0400,88,88.0,90.0,
B,austin,2026-06-07,20260607T170737-0400,88,88.0,90.0,
B,austin,2026-06-07,20260607T181015-0400,89,89.0,90.0,
B,austin,2026-06-07,20260607T190209-0400,89,89.0,90.0,
B,austin,2026-06-07,20260607T200347-0400,90,90.0,90.0,
B,austin,2026-06-07,20260607T210532-0400,90,90.0,90.0,
