stratum,market_id,target_date,snapshot_id,served_floor_bucket,served_high_so_far,raw_wu_max_since_7am,raw_station_max_since_7am
C,austin,2026-07-05,20260705T070439518553-0400,75,75.02,,
C,austin,2026-07-05,20260705T080810775459-0400,76,75.92,,75.92
C,austin,2026-07-05,20260705T090239356354-0400,78,78.08,,78.08
C,austin,2026-07-05,20260705T101705586928-0400,,,,
C,austin,2026-07-05,20260705T110529964752-0400,84,84.02,,84.02
C,austin,2026-07-05,20260705T120037443744-0400,88,87.98,,87.98
C,austin,2026-07-05,20260705T130411816053-0400,91,91.03999999999999,,91.03999999999999
C,austin,2026-07-05,20260705T140744720657-0400,92,91.94,,91.94
C,austin,2026-07-05,20260705T150228490339-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-05,20260705T160602528385-0400,95,95.0,,95.0
C,austin,2026-07-05,20260705T170044534775-0400,95,95.0,,95.0
C,austin,2026-07-05,20260705T180837558283-0400,95,95.0,,95.0
C,austin,2026-07-05,20260705T190640393847-0400,95,95.0,,95.0
C,austin,2026-07-05,20260705T202749740736-0400,95,95.0,,95.0
C,austin,2026-07-05,20260705T210435441592-0400,95,95.0,,95.0
C,austin,2026-07-05,20260705T220047982317-0400,95,95.0,,95.0
C,austin,2026-07-05,20260705T230429241989-0400,95,95.0,,95.0
C,austin,2026-07-05,20260706T000446084541-0400,95,95.0,,95.0
C,austin,2026-07-07,20260707T010039168323-0400,79,78.98,,
C,austin,2026-07-07,20260707T020653348222-0400,81,80.96,,
C,austin,2026-07-07,20260707T030801068127-0400,81,80.96,,
C,austin,2026-07-07,20260707T040227723378-0400,76,75.92,,
C,austin,2026-07-07,20260707T050553342813-0400,75,75.02,,
C,austin,2026-07-07,20260707T060014973772-0400,75,75.02,,
C,austin,2026-07-07,20260707T070337851583-0400,74,73.94,,
C,austin,2026-07-07,20260707T080705671822-0400,74,73.94,,73.94
C,austin,2026-07-07,20260707T090140028040-0400,78,78.08,,78.08
C,austin,2026-07-07,20260707T102223697792-0400,81,80.96,,80.96
C,austin,2026-07-07,20260707T110825734484-0400,85,84.91999999999999,,84.91999999999999
C,austin,2026-07-07,20260707T120753585967-0400,88,87.98,,87.98
C,austin,2026-07-07,20260707T130307355140-0400,89,89.06,,89.06
C,austin,2026-07-07,20260707T140625480391-0400,91,91.03999999999999,,91.03999999999999
C,austin,2026-07-07,20260707T150808027517-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-07,20260707T160341794928-0400,95,95.0,,95.0
C,austin,2026-07-07,20260707T170710397333-0400,96,96.08000000000001,,96.08000000000001
C,austin,2026-07-07,20260707T180702242480-0400,97,96.98,,96.98
C,austin,2026-07-07,20260707T190147763076-0400,97,96.98,,96.98
C,austin,2026-07-07,20260707T200524223698-0400,97,96.98,,96.98
C,austin,2026-07-07,20260707T210902966497-0400,97,96.98,,96.98
C,austin,2026-07-07,20260707T220348739531-0400,97,96.98,,96.98
C,austin,2026-07-07,20260707T230755168358-0400,97,96.98,,96.98
C,austin,2026-07-07,20260708T000241589276-0400,97,96.98,,96.98
C,austin,2026-07-08,20260708T010017243187-0400,79,78.98,,
C,austin,2026-07-08,20260708T020411683257-0400,80,80.06,,
C,austin,2026-07-08,20260708T030807897505-0400,78,78.08,,
C,austin,2026-07-08,20260708T040239330132-0400,77,77.0,,
C,austin,2026-07-08,20260708T050605255898-0400,77,77.0,,
C,austin,2026-07-08,20260708T060033608014-0400,77,77.0,,
C,austin,2026-07-08,20260708T070405052252-0400,75,75.02,,
C,austin,2026-07-08,20260708T080742088660-0400,77,77.0,,77.0
C,austin,2026-07-08,20260708T090223376112-0400,,,,
C,austin,2026-07-08,20260708T101109999277-0400,82,82.04,,82.04
C,austin,2026-07-08,20260708T110934816678-0400,86,86.0,,86.0
C,austin,2026-07-08,20260708T120630659531-0400,89,89.06,,89.06
C,austin,2026-07-08,20260708T130433055904-0400,90,89.96000000000001,,89.96000000000001
C,austin,2026-07-08,20260708T140715161264-0400,93,93.02,,93.02
C,austin,2026-07-08,20260708T150519190224-0400,95,95.0,,95.0
C,austin,2026-07-08,20260708T160047757334-0400,97,96.98,,96.98
C,austin,2026-07-08,20260708T171411761464-0400,97,96.98,,96.98
C,austin,2026-07-08,20260708T180027358122-0400,97,96.98,,96.98
C,austin,2026-07-08,20260708T190407427195-0400,98,98.06,,98.06
C,austin,2026-07-08,20260708T200150723424-0400,98,98.06,,98.06
C,austin,2026-07-08,20260708T210839137208-0400,98,98.06,,98.06
C,austin,2026-07-08,20260708T220137077295-0400,98,98.06,,98.06
C,austin,2026-07-08,20260708T230554259232-0400,98,98.06,,98.06
C,austin,2026-07-08,20260709T000053961045-0400,98,98.06,,98.06
C,austin,2026-07-09,20260709T010043465851-0400,83,82.94,,
C,austin,2026-07-09,20260709T020620927067-0400,81,80.96,,
C,austin,2026-07-09,20260709T030110754543-0400,79,78.98,,
C,austin,2026-07-09,20260709T040451627819-0400,78,78.08,,
C,austin,2026-07-09,20260709T050823327807-0400,77,77.0,,
C,austin,2026-07-09,20260709T060252711171-0400,76,75.92,,
C,austin,2026-07-09,20260709T070618501647-0400,74,73.94,,
C,austin,2026-07-09,20260709T080050213501-0400,73,73.04,,73.04
C,austin,2026-07-09,20260709T090800055780-0400,76,75.92,,75.92
C,austin,2026-07-09,20260709T100306915975-0400,82,82.04,,82.04
C,austin,2026-07-09,20260709T110136912884-0400,82,82.04,,82.04
C,austin,2026-07-09,20260709T120621815103-0400,89,89.06,,89.06
C,austin,2026-07-09,20260709T130026776794-0400,92,91.94,,91.94
C,austin,2026-07-09,20260709T143011419104-0400,93,93.02,,93.02
C,austin,2026-07-09,20260709T150648747007-0400,95,95.0,,95.0
C,austin,2026-07-09,20260709T160834269198-0400,96,96.08000000000001,,96.08000000000001
C,austin,2026-07-09,20260709T170350961322-0400,97,96.98,,96.98
C,austin,2026-07-09,20260709T180610055036-0400,97,96.98,,96.98
C,austin,2026-07-09,20260709T194501249377-0400,97,96.98,,96.98
C,austin,2026-07-09,20260709T200335136585-0400,97,96.98,,96.98
C,austin,2026-07-09,20260709T213053266807-0400,97,96.98,,96.98
C,austin,2026-07-09,20260709T220612929245-0400,97,96.98,,96.98
C,austin,2026-07-09,20260709T230340684895-0400,97,96.98,,96.98
C,austin,2026-07-09,20260710T000332671146-0400,97,96.98,,96.98
C,austin,2026-07-10,20260710T010024712633-0400,78,78.08,,
C,austin,2026-07-10,20260710T020626122670-0400,76,75.92,,
C,austin,2026-07-10,20260710T030931907619-0400,77,77.0,,
C,austin,2026-07-10,20260710T041241157853-0400,76,75.92,,
C,austin,2026-07-10,20260710T050116567624-0400,75,75.02,,
C,austin,2026-07-10,20260710T060727179636-0400,72,71.96,,
C,austin,2026-07-10,20260710T070205150924-0400,71,71.06,,
C,austin,2026-07-10,20260710T080552271829-0400,71,71.06,,71.06
C,austin,2026-07-10,20260710T090024775053-0400,76,75.92,,75.92
C,austin,2026-07-10,20260710T103728747604-0400,80,80.06,,80.06
C,austin,2026-07-10,20260710T110050414900-0400,84,84.02,,84.02
C,austin,2026-07-10,20260710T120125230095-0400,88,87.98,,87.98
C,austin,2026-07-10,20260710T130119358377-0400,91,91.03999999999999,,91.03999999999999
C,austin,2026-07-10,20260710T141013620553-0400,92,91.94,,91.94
C,austin,2026-07-10,20260710T151240166854-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-10,20260710T160425113459-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-10,20260710T170046411999-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-10,20260710T181606891471-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-10,20260710T190928287104-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-10,20260710T200515275027-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-10,20260710T210053193898-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-10,20260710T224658848672-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-10,20260710T230521137104-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-10,20260711T000543796483-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-11,20260711T010024870429-0400,77,77.0,,
C,austin,2026-07-11,20260711T020358346228-0400,76,75.92,,
C,austin,2026-07-11,20260711T031910802445-0400,76,75.92,,
C,austin,2026-07-11,20260711T044022360232-0400,77,77.0,,
C,austin,2026-07-11,20260711T050037183814-0400,76,75.92,,
C,austin,2026-07-11,20260711T060856384559-0400,75,75.02,,
C,austin,2026-07-11,20260711T070320551287-0400,76,75.92,,
C,austin,2026-07-11,20260711T080654275715-0400,76,75.92,,75.92
C,austin,2026-07-11,20260711T090125533235-0400,77,77.0,,77.0
C,austin,2026-07-11,20260711T103953904250-0400,81,80.96,,80.96
C,austin,2026-07-11,20260711T111054559269-0400,83,82.94,,82.94
C,austin,2026-07-11,20260711T120426507472-0400,87,87.08000000000001,,87.08000000000001
C,austin,2026-07-11,20260711T130437174355-0400,90,89.96000000000001,,89.96000000000001
C,austin,2026-07-11,20260711T140630944203-0400,90,89.96000000000001,,89.96000000000001
C,austin,2026-07-11,20260711T150012468546-0400,90,89.96000000000001,,89.96000000000001
C,austin,2026-07-11,20260711T160405262510-0400,90,89.96000000000001,,89.96000000000001
C,austin,2026-07-11,20260711T170016381618-0400,90,89.96000000000001,,89.96000000000001
C,austin,2026-07-11,20260711T180745868125-0400,90,89.96000000000001,,89.96000000000001
C,austin,2026-07-11,20260711T190005202968-0400,90,89.96000000000001,,89.96000000000001
C,austin,2026-07-11,20260711T200340483580-0400,90,89.96000000000001,,89.96000000000001
C,austin,2026-07-11,20260711T211315672143-0400,90,89.96000000000001,,89.96000000000001
C,austin,2026-07-11,20260711T221634985586-0400,90,89.96000000000001,,89.96000000000001
C,austin,2026-07-14,20260714T010537853370-0400,77,77.0,,
C,austin,2026-07-14,20260714T020045120058-0400,77,77.0,,
C,austin,2026-07-14,20260714T030607794979-0400,77,77.0,,
C,austin,2026-07-14,20260714T040044048425-0400,77,77.0,,
C,austin,2026-07-14,20260714T050419602578-0400,,,,
C,austin,2026-07-14,20260714T060758497797-0400,77,77.0,,
C,austin,2026-07-14,20260714T070231368274-0400,77,77.0,,
C,austin,2026-07-14,20260714T080623482706-0400,72,71.96,,71.96
C,austin,2026-07-14,20260714T090844210235-0400,74,73.94,,73.94
C,austin,2026-07-14,20260714T100525495888-0400,75,75.02,,75.02
C,austin,2026-07-14,20260714T110816040189-0400,77,77.0,,77.0
C,austin,2026-07-14,20260714T120401776610-0400,77,77.0,,77.0
C,austin,2026-07-14,20260714T130846927186-0400,78,78.08,,78.08
C,austin,2026-07-14,20260714T140324180581-0400,78,78.08,,78.08
C,austin,2026-07-14,20260714T150712636716-0400,79,78.98,,78.98
C,austin,2026-07-14,20260714T160153980932-0400,79,78.98,,78.98
C,austin,2026-07-14,20260714T170537752202-0400,79,78.98,,78.98
C,austin,2026-07-14,20260714T180113189118-0400,79,78.98,,78.98
C,austin,2026-07-14,20260714T190456507195-0400,79,78.98,,78.98
C,austin,2026-07-14,20260714T200842617451-0400,79,78.98,,78.98
C,austin,2026-07-14,20260714T210329943665-0400,79,78.98,,78.98
C,austin,2026-07-14,20260714T220514480473-0400,79,78.98,,78.98
C,austin,2026-07-14,20260714T230040815388-0400,79,78.98,,78.98
C,austin,2026-07-14,20260715T000659929173-0400,79,78.98,,78.98
C,austin,2026-07-15,20260715T010226086782-0400,76,75.92,,
C,austin,2026-07-15,20260715T020327380035-0400,75,75.02,,
C,austin,2026-07-15,20260715T030014710485-0400,75,75.02,,
C,austin,2026-07-15,20260715T040406550762-0400,75,75.02,,
C,austin,2026-07-15,20260715T050752457105-0400,75,75.02,,
C,austin,2026-07-15,20260715T060227636053-0400,75,75.02,,
C,austin,2026-07-15,20260715T070611817326-0400,75,75.02,,
C,austin,2026-07-15,20260715T080055043080-0400,75,75.02,,75.02
C,austin,2026-07-15,20260715T090456773708-0400,75,75.02,,75.02
C,austin,2026-07-15,20260715T100856122631-0400,76,75.92,,75.92
C,austin,2026-07-15,20260715T110325181740-0400,76,75.92,,75.92
C,austin,2026-07-15,20260715T120714179256-0400,76,75.92,,75.92
C,austin,2026-07-15,20260715T130154354782-0400,76,75.92,,75.92
C,austin,2026-07-15,20260715T140543243432-0400,76,75.92,,75.92
C,austin,2026-07-15,20260715T150043606138-0400,76,75.92,,75.92
C,austin,2026-07-15,20260715T160430601852-0400,76,75.92,,75.92
C,austin,2026-07-15,20260715T170819466076-0400,76,75.92,,75.92
C,austin,2026-07-15,20260715T180252207788-0400,78,78.08,,78.08
C,austin,2026-07-15,20260715T190633444017-0400,79,78.98,,78.98
C,austin,2026-07-15,20260715T200132834399-0400,80,80.06,,80.06
C,austin,2026-07-15,20260715T210048607542-0400,80,80.06,,80.06
C,austin,2026-07-15,20260715T220213698386-0400,80,80.06,,80.06
C,austin,2026-07-15,20260715T230007758857-0400,80,80.06,,80.06
C,austin,2026-07-15,20260716T000250465857-0400,80,80.06,,80.06
C,austin,2026-07-16,20260716T010048661338-0400,,,,
C,austin,2026-07-16,20260716T020440138255-0400,,,,
C,austin,2026-07-16,20260716T030822526263-0400,,,,
C,austin,2026-07-16,20260716T040300297278-0400,,,,
C,austin,2026-07-16,20260716T050638384183-0400,,,,
C,austin,2026-07-16,20260716T060114635002-0400,,,,
C,austin,2026-07-16,20260716T070503174317-0400,,,,
C,austin,2026-07-16,20260716T080853571621-0400,,,,
C,austin,2026-07-16,20260716T090340452558-0400,,,,
C,austin,2026-07-16,20260716T100751433218-0400,78,78.08,,78.08
C,austin,2026-07-16,20260716T110303638836-0400,79,78.98,,78.98
C,austin,2026-07-16,20260716T120727125597-0400,80,80.06,,80.06
C,austin,2026-07-16,20260716T130207285041-0400,82,82.04,,82.04
C,austin,2026-07-16,20260716T140608464539-0400,84,84.02,,84.02
C,austin,2026-07-16,20260716T150054611600-0400,89,89.06,,89.06
C,austin,2026-07-16,20260716T160514819558-0400,89,89.06,,89.06
C,austin,2026-07-16,20260716T170003394703-0400,89,89.06,,89.06
C,austin,2026-07-16,20260716T180355244686-0400,89,89.06,,89.06
C,austin,2026-07-16,20260716T190803939175-0400,89,89.06,,89.06
C,austin,2026-07-16,20260716T201015643265-0400,89,89.06,,89.06
C,austin,2026-07-16,20260716T210657867954-0400,89,89.06,,89.06
C,austin,2026-07-16,20260716T220226525867-0400,89,89.06,,89.06
C,austin,2026-07-16,20260716T230340327672-0400,89,89.06,,89.06
C,austin,2026-07-16,20260717T000054542945-0400,89,89.06,,89.06
C,austin,2026-07-17,20260717T010215039342-0400,79,78.98,,
C,austin,2026-07-17,20260717T020603294315-0400,80,80.06,,
C,austin,2026-07-17,20260717T030052740061-0400,80,80.06,,
C,austin,2026-07-17,20260717T040459715952-0400,79,78.98,,
C,austin,2026-07-17,20260717T050844938241-0400,79,78.98,,
C,austin,2026-07-17,20260717T060321226590-0400,79,78.98,,
C,austin,2026-07-17,20260717T070707600463-0400,78,78.08,,
C,austin,2026-07-17,20260717T080152467828-0400,78,78.08,,78.08
C,austin,2026-07-17,20260717T091021808958-0400,79,78.98,,78.98
C,austin,2026-07-17,20260717T102756392045-0400,81,80.96,,80.96
C,austin,2026-07-17,20260717T110442114319-0400,83,82.94,,82.94
C,austin,2026-07-17,20260717T120331264286-0400,87,87.08000000000001,,87.08000000000001
C,austin,2026-07-17,20260717T130135033407-0400,88,87.98,,87.98
C,austin,2026-07-17,20260717T140518826849-0400,89,89.06,,89.06
C,austin,2026-07-17,20260717T150024507662-0400,90,89.96000000000001,,89.96000000000001
C,austin,2026-07-17,20260717T160013467737-0400,92,91.94,,91.94
C,austin,2026-07-17,20260717T170624458000-0400,93,93.02,,93.02
C,austin,2026-07-17,20260717T180214828583-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-17,20260717T190415057358-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-17,20260717T200045367951-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-17,20260717T210457023871-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-17,20260717T220003265889-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-17,20260717T230455477400-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-17,20260718T000050053725-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-18,20260718T010031086059-0400,79,78.98,,
C,austin,2026-07-18,20260718T020431399117-0400,78,78.08,,
C,austin,2026-07-18,20260718T030823346742-0400,79,78.98,,
C,austin,2026-07-18,20260718T040300163639-0400,79,78.98,,
C,austin,2026-07-18,20260718T050645863188-0400,79,78.98,,
C,austin,2026-07-18,20260718T060120895917-0400,79,78.98,,
C,austin,2026-07-18,20260718T070508057620-0400,78,78.08,,
C,austin,2026-07-18,20260718T080904667080-0400,77,77.0,,77.0
C,austin,2026-07-18,20260718T090341586493-0400,79,78.98,,78.98
C,austin,2026-07-18,20260718T100740159652-0400,82,82.04,,82.04
C,austin,2026-07-18,20260718T110246107106-0400,84,84.02,,84.02
C,austin,2026-07-18,20260718T120703195488-0400,85,84.91999999999999,,84.91999999999999
C,austin,2026-07-18,20260718T130157075430-0400,88,87.98,,87.98
C,austin,2026-07-18,20260718T140545215940-0400,91,91.03999999999999,,91.03999999999999
C,austin,2026-07-18,20260718T150025603994-0400,92,91.94,,91.94
C,austin,2026-07-18,20260718T160424277472-0400,93,93.02,,93.02
C,austin,2026-07-18,20260718T170808192540-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-18,20260718T180246815782-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-18,20260718T190631836426-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-18,20260718T200117203141-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-18,20260718T210511228599-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-18,20260718T220011986280-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-18,20260718T230452206015-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-18,20260719T000136231376-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-19,20260719T010033948702-0400,80,80.06,,
C,austin,2026-07-19,20260719T020420783442-0400,79,78.98,,
C,austin,2026-07-19,20260719T030808838839-0400,77,77.0,,
C,austin,2026-07-19,20260719T040248819497-0400,77,77.0,,
C,austin,2026-07-19,20260719T050633434269-0400,78,78.08,,
C,austin,2026-07-19,20260719T060109463312-0400,77,77.0,,
C,austin,2026-07-19,20260719T070458882405-0400,76,75.92,,
C,austin,2026-07-19,20260719T080845927858-0400,75,75.02,,75.02
C,austin,2026-07-19,20260719T090326297689-0400,77,77.0,,77.0
C,austin,2026-07-19,20260719T100809873900-0400,81,80.96,,80.96
C,austin,2026-07-19,20260719T110335554626-0400,84,84.02,,84.02
C,austin,2026-07-19,20260719T120737438279-0400,85,84.91999999999999,,84.91999999999999
C,austin,2026-07-19,20260719T130218280088-0400,89,89.06,,89.06
C,austin,2026-07-19,20260719T140605550623-0400,90,89.96000000000001,,89.96000000000001
C,austin,2026-07-19,20260719T150051290908-0400,92,91.94,,91.94
C,austin,2026-07-19,20260719T160445327674-0400,93,93.02,,93.02
C,austin,2026-07-19,20260719T170911124565-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-19,20260719T180202168527-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-19,20260719T190445603953-0400,95,95.0,,95.0
C,austin,2026-07-19,20260719T202626464907-0400,95,95.0,,95.0
C,austin,2026-07-19,20260719T211503088649-0400,95,95.0,,95.0
C,austin,2026-07-19,20260719T225527820210-0400,95,95.0,,95.0
C,austin,2026-07-19,20260719T235625422072-0400,95,95.0,,95.0
C,austin,2026-07-19,20260720T001439567727-0400,95,95.0,,95.0
C,austin,2026-07-20,20260720T010036965403-0400,78,78.08,,
C,austin,2026-07-20,20260720T020425548383-0400,76,75.92,,
C,austin,2026-07-20,20260720T030847793070-0400,77,77.0,,
C,austin,2026-07-20,20260720T040327153292-0400,77,77.0,,
C,austin,2026-07-20,20260720T050704121984-0400,76,75.92,,
C,austin,2026-07-20,20260720T060136997443-0400,75,75.02,,
C,austin,2026-07-20,20260720T070520057838-0400,75,75.02,,
C,austin,2026-07-20,20260720T080002083294-0400,75,75.02,,75.02
C,austin,2026-07-20,20260720T090354465496-0400,76,75.92,,75.92
C,austin,2026-07-20,20260720T100750112851-0400,79,78.98,,78.98
C,austin,2026-07-20,20260720T110258428423-0400,82,82.04,,82.04
C,austin,2026-07-20,20260720T120338777140-0400,86,86.0,,86.0
C,austin,2026-07-20,20260720T130749502701-0400,89,89.06,,89.06
C,austin,2026-07-20,20260720T140012268418-0400,92,91.94,,91.94
C,austin,2026-07-20,20260720T150919689979-0400,95,95.0,,95.0
C,austin,2026-07-20,20260720T162114861279-0400,95,95.0,,95.0
C,austin,2026-07-20,20260720T170739624534-0400,96,96.08000000000001,,96.08000000000001
C,austin,2026-07-20,20260720T180931220357-0400,97,96.98,,96.98
C,austin,2026-07-20,20260720T190452536595-0400,97,96.98,,96.98
C,austin,2026-07-20,20260720T200007898298-0400,97,96.98,,96.98
C,austin,2026-07-20,20260720T210414506494-0400,97,96.98,,96.98
C,austin,2026-07-20,20260720T220834066972-0400,97,96.98,,96.98
C,austin,2026-07-20,20260720T230240800799-0400,97,96.98,,96.98
C,austin,2026-07-20,20260721T000723038008-0400,97,96.98,,96.98
C,austin,2026-07-21,20260721T010032444373-0400,78,78.08,,
C,austin,2026-07-21,20260721T020438532799-0400,79,78.98,,
C,austin,2026-07-21,20260721T030835090995-0400,77,77.0,,
C,austin,2026-07-21,20260721T040316672804-0400,75,75.02,,
C,austin,2026-07-21,20260721T050658929435-0400,74,73.94,,
C,austin,2026-07-21,20260721T060136619904-0400,74,73.94,,
C,austin,2026-07-21,20260721T070528547428-0400,72,71.96,,
C,austin,2026-07-21,20260721T080014081356-0400,75,75.02,,75.02
C,austin,2026-07-21,20260721T090407045140-0400,76,75.92,,75.92
C,austin,2026-07-21,20260721T100757534090-0400,77,77.0,,77.0
C,austin,2026-07-21,20260721T110239943497-0400,84,84.02,,84.02
C,austin,2026-07-21,20260721T120013558749-0400,87,87.08000000000001,,87.08000000000001
C,austin,2026-07-21,20260721T130442914560-0400,91,91.03999999999999,,91.03999999999999
C,austin,2026-07-21,20260721T140924743198-0400,94,93.91999999999999,,93.91999999999999
C,austin,2026-07-21,20260721T150547854135-0400,96,96.08000000000001,,96.08000000000001
C,austin,2026-07-21,20260721T160005786489-0400,96,96.08000000000001,,96.08000000000001
C,austin,2026-07-21,20260721T170037453827-0400,99,98.96000000000001,,98.96000000000001
C,austin,2026-07-21,20260721T180834381848-0400,100,100.03999999999999,,100.03999999999999
C,austin,2026-07-21,20260721T190731950124-0400,100,100.03999999999999,,100.03999999999999
C,austin,2026-07-21,20260721T200140114427-0400,100,100.03999999999999,,100.03999999999999
C,austin,2026-07-21,20260721T210249065309-0400,100,100.03999999999999,,100.03999999999999
C,austin,2026-07-21,20260721T220152222643-0400,100,100.03999999999999,,100.03999999999999
C,austin,2026-07-21,20260721T230925872587-0400,100,100.03999999999999,,100.03999999999999
C,austin,2026-07-21,20260722T000307255468-0400,100,100.03999999999999,,100.03999999999999
C,austin,2026-07-22,20260722T010027438183-0400,79,78.98,,
C,austin,2026-07-22,20260722T020414035356-0400,80,80.06,,
C,austin,2026-07-22,20260722T030803664697-0400,81,80.96,,
C,austin,2026-07-22,20260722T040246954559-0400,81,80.96,,
C,austin,2026-07-22,20260722T050658733896-0400,80,80.06,,
C,austin,2026-07-22,20260722T060136540383-0400,79,78.98,,
C,austin,2026-07-22,20260722T070523299310-0400,76,75.92,,
C,austin,2026-07-22,20260722T080005980301-0400,76,75.92,,75.92
C,austin,2026-07-22,20260722T090405462991-0400,81,80.96,,80.96
C,austin,2026-07-22,20260722T100756926183-0400,89,89.06,,89.06
C,austin,2026-07-22,20260722T110233328174-0400,93,93.02,,93.02
C,austin,2026-07-22,20260722T120625406428-0400,96,96.08000000000001,,96.08000000000001
C,austin,2026-07-22,20260722T130104521409-0400,98,98.06,,98.06
C,austin,2026-07-22,20260722T140456190472-0400,100,100.03999999999999,,100.03999999999999
C,austin,2026-07-22,20260722T150848499363-0400,101,100.94,,100.94
C,austin,2026-07-22,20260722T160138876623-0400,101,100.94,,100.94
C,austin,2026-07-22,20260722T170730473952-0400,103,102.91999999999999,,102.91999999999999
C,austin,2026-07-22,20260722T180211488435-0400,103,102.91999999999999,,102.91999999999999
C,austin,2026-07-22,20260722T190601633867-0400,103,102.91999999999999,,102.91999999999999
C,austin,2026-07-22,20260722T200048060310-0400,103,102.91999999999999,,102.91999999999999
C,austin,2026-07-22,20260722T210446324601-0400,103,102.91999999999999,,102.91999999999999
C,austin,2026-07-22,20260722T221257143599-0400,103,102.91999999999999,,102.91999999999999
C,austin,2026-07-22,20260722T230824500088-0400,103,102.91999999999999,,102.91999999999999
C,austin,2026-07-22,20260723T000334213708-0400,103,102.91999999999999,,102.91999999999999
C,austin,2026-07-23,20260723T010026805333-0400,85,84.91999999999999,,
C,austin,2026-07-23,20260723T020457688324-0400,83,82.94,,
C,austin,2026-07-23,20260723T030848659836-0400,87,87.08000000000001,,
C,austin,2026-07-23,20260723T040330527827-0400,87,87.08000000000001,,
C,austin,2026-07-23,20260723T050026625771-0400,86,86.0,,
C,austin,2026-07-23,20260723T060408243356-0400,84,84.02,,
C,austin,2026-07-23,20260723T070752153082-0400,83,82.94,,
C,austin,2026-07-23,20260723T080229838552-0400,82,82.04,,82.04
C,austin,2026-07-23,20260723T090611760640-0400,83,82.94,,82.94
C,austin,2026-07-23,20260723T100049624254-0400,85,84.91999999999999,,84.91999999999999
C,austin,2026-07-23,20260723T110429443382-0400,87,87.08000000000001,,87.08000000000001
C,austin,2026-07-23,20260723T120820521710-0400,90,89.96000000000001,,89.96000000000001
C,austin,2026-07-23,20260723T130255078075-0400,92,91.94,,91.94
C,austin,2026-07-23,20260723T140650038680-0400,96,96.08000000000001,,96.08000000000001
C,austin,2026-07-23,20260723T150130365966-0400,97,96.98,,96.98
C,austin,2026-07-23,20260723T160523779642-0400,98,98.06,,98.06
C,austin,2026-07-23,20260723T170904249710-0400,98,98.06,,98.06
C,austin,2026-07-23,20260723T180342162378-0400,98,98.06,,98.06
C,austin,2026-07-23,20260723T190731526624-0400,98,98.06,,98.06
C,austin,2026-07-23,20260723T200216420981-0400,98,98.06,,98.06
C,austin,2026-07-23,20260723T210608074323-0400,98,98.06,,98.06
C,austin,2026-07-23,20260723T220108651998-0400,98,98.06,,98.06
C,austin,2026-07-23,20260723T230534220716-0400,98,98.06,,98.06
C,austin,2026-07-23,20260724T000104639550-0400,98,98.06,,98.06
C,austin,2026-07-24,20260724T010025939060-0400,82,82.04,,
C,austin,2026-07-24,20260724T020415315484-0400,80,80.06,,
C,austin,2026-07-24,20260724T030800219455-0400,80,80.06,,
C,austin,2026-07-24,20260724T040238582263-0400,80,80.06,,
C,austin,2026-07-24,20260724T050722540576-0400,79,78.98,,
C,austin,2026-07-24,20260724T060226661544-0400,78,78.08,,
C,austin,2026-07-24,20260724T070618635961-0400,78,78.08,,
C,austin,2026-07-24,20260724T080058478617-0400,77,77.0,,77.0
C,austin,2026-07-24,20260724T090454640701-0400,78,78.08,,78.08
C,austin,2026-07-24,20260724T100834404402-0400,80,80.06,,80.06
C,austin,2026-07-24,20260724T110310242399-0400,83,82.94,,82.94
C,austin,2026-07-24,20260724T120701479392-0400,85,84.91999999999999,,84.91999999999999
C,austin,2026-07-24,20260724T130141630351-0400,89,89.06,,89.06
C,austin,2026-07-24,20260724T140534316809-0400,91,91.03999999999999,,91.03999999999999
