schema_version,source,market_id,city,station,station_name,local_date,temperature_unit,row_count,first_time,last_time,max_temp,max_temp_bucket,max_temp_times,min_temp,avg_temp,max_dewpoint,max_wind_kmh,max_gust_kmh
historical_daily_native_v1,open_meteo_era5_reanalysis,seattle,Seattle,"era5:47.4447,-122.3144",Seattle ERA5 grid,2015-01-01,F,24,00:00,23:00,40.1,40,17:00,25.7,31.32,27.8,5.9,17.3
historical_daily_native_v1,open_meteo_era5_reanalysis,seattle,Seattle,"era5:47.4447,-122.3144",Seattle ERA5 grid,2015-01-02,F,24,00:00,23:00,40.2,40,18:00,31.9,36.12,37.8,15.8,31.7
historical_daily_native_v1,open_meteo_era5_reanalysis,seattle,Seattle,"era5:47.4447,-122.3144",Seattle ERA5 grid,2015-01-03,F,24,00:00,23:00,39.8,40,18:00,36.5,38.04,38.2,6.0,13.0
historical_daily_native_v1,open_meteo_era5_reanalysis,seattle,Seattle,"era5:47.4447,-122.3144",Seattle ERA5 grid,2015-01-04,F,24,00:00,23:00,48.7,49,21:00|22:00|23:00,38.0,42.43,46.8,28.9,67.3
historical_daily_native_v1,open_meteo_era5_reanalysis,seattle,Seattle,"era5:47.4447,-122.3144",Seattle ERA5 grid,2015-01-05,F,24,00:00,23:00,53.6,54,18:00,49.0,51.38,51.4,30.1,63.0
historical_daily_native_v1,open_meteo_era5_reanalysis,seattle,Seattle,"era5:47.4447,-122.3144",Seattle ERA5 grid,2015-01-06,F,24,00:00,23:00,50.8,51,00:00,43.5,46.24,48.8,8.3,22.0
historical_daily_native_v1,open_meteo_era5_reanalysis,seattle,Seattle,"era5:47.4447,-122.3144",Seattle ERA5 grid,2015-01-07,F,24,00:00,23:00,45.5,46,14:00,38.3,41.79,41.9,9.8,17.6
historical_daily_native_v1,open_meteo_era5_reanalysis,seattle,Seattle,"era5:47.4447,-122.3144",Seattle ERA5 grid,2015-01-08,F,24,00:00,23:00,43.8,44,16:00,38.4,40.85,40.9,9.4,21.2
historical_daily_native_v1,open_meteo_era5_reanalysis,seattle,Seattle,"era5:47.4447,-122.3144",Seattle ERA5 grid,2015-01-09,F,24,00:00,23:00,48.0,48,16:00,39.3,42.77,40.5,9.4,18.7
historical_daily_native_v1,open_meteo_era5_reanalysis,seattle,Seattle,"era5:47.4447,-122.3144",Seattle ERA5 grid,2015-01-10,F,24,00:00,23:00,46.1,46,18:00,42.7,44.39,45.0,6.6,14.8
