snapshot_id,captured_at_utc,captured_at_local,event_slug,target_date,model_version,feature_schema_version,cutoff_hour,high_so_far,current_temp,rise_from_7am,warming_rate_2h,hours_at_peak,dewpoint_c,humidity,pressure,pressure_trend_3h,wind_speed_kmh,forecast_high,forecast_gap,wind_group,cloud_group
20260609T010434-0400,2026-06-09T05:04:34.642880+00:00,2026-06-09T00:04:34.182913-05:00,highest-temperature-in-houston-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,80.0,80.0,63.0,0.0,0.0,75.0,86.0,,0.0,8.0,90.5,10.5,E-SE/onshore-ish,Partly cloudy
20260609T011448-0400,2026-06-09T05:14:48.078478+00:00,2026-06-09T00:14:47.866738-05:00,highest-temperature-in-houston-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,80.0,80.0,63.0,0.0,0.0,75.0,87.0,,0.0,5.0,90.5,10.5,E-SE/onshore-ish,Fair/clear
20260609T012500-0400,2026-06-09T05:25:00.812065+00:00,2026-06-09T00:25:00.614130-05:00,highest-temperature-in-houston-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,79.0,79.0,62.0,0.0,0.0,75.0,87.0,,0.0,5.0,90.5,11.5,E-SE/onshore-ish,Fair/clear
20260609T013516-0400,2026-06-09T05:35:16.687783+00:00,2026-06-09T00:35:16.498978-05:00,highest-temperature-in-houston-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,79.0,79.0,62.0,0.0,0.0,75.0,88.0,,0.0,5.0,90.5,11.5,E-SE/onshore-ish,Fair/clear
20260609T014529-0400,2026-06-09T05:45:29.399786+00:00,2026-06-09T00:45:29.198813-05:00,highest-temperature-in-houston-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,79.0,79.0,62.0,0.0,0.0,75.0,88.0,,0.0,5.0,90.5,11.5,SSE,Fair/clear
20260609T015548-0400,2026-06-09T05:55:48.349685+00:00,2026-06-09T00:55:48.101359-05:00,highest-temperature-in-houston-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,79.0,79.0,62.0,0.0,0.0,75.0,89.0,,0.0,6.0,90.7,11.700000000000003,E-SE/onshore-ish,Fair/clear
20260609T020603-0400,2026-06-09T06:06:03.693432+00:00,2026-06-09T01:06:03.537678-05:00,highest-temperature-in-houston-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,79.0,79.0,62.0,0.0,6.116666666666666,75.0,88.0,29.97,0.0,,90.7,11.700000000000003,SSE,Fair/clear
20260609T021616-0400,2026-06-09T06:16:16.767975+00:00,2026-06-09T01:16:16.588231-05:00,highest-temperature-in-houston-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,79.0,79.0,62.0,0.0,6.116666666666666,75.0,88.0,29.97,0.0,,90.7,11.700000000000003,SSE,Fair/clear
20260609T083450-0400,2026-06-09T12:34:50.449770+00:00,2026-06-09T07:34:50.219953-05:00,highest-temperature-in-houston-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,80.0,80.0,0.0,1.0,0.0,77.0,89.0,29.97,0.00999999999999801,,90.0,10.0,E-SE/onshore-ish,Mostly cloudy/overcast
20260609T084512-0400,2026-06-09T12:45:12.155072+00:00,2026-06-09T07:45:11.939461-05:00,highest-temperature-in-houston-on-june-9-2026,2026-06-09,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.2,7,80.0,80.0,0.0,1.0,0.0,77.0,88.0,29.97,0.00999999999999801,,90.0,10.0,E-SE/onshore-ish,Mostly cloudy/overcast
