snapshot_id,captured_at_utc,captured_at_local,event_slug,target_date,model_version,feature_schema_version,cutoff_hour,high_so_far,current_temp,rise_from_7am,dewpoint_c,humidity,pressure,pressure_trend_3h,wind_speed_kmh,forecast_high,forecast_gap,wind_group,cloud_group
20260608T010235-0400,2026-06-08T05:02:35.873992+00:00,2026-06-08T00:02:35.352210-05:00,highest-temperature-in-dallas-on-june-8-2026,2026-06-08,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,81.0,81.0,64.0,75.0,82.0,,0.0,15.0,87.4,6.400000000000006,S-SW,Mostly cloudy/overcast
20260608T011250-0400,2026-06-08T05:12:50.084353+00:00,2026-06-08T00:12:49.722753-05:00,highest-temperature-in-dallas-on-june-8-2026,2026-06-08,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,81.0,81.0,64.0,75.0,82.0,,0.0,15.0,87.4,6.400000000000006,S-SW,Mostly cloudy/overcast
20260608T012303-0400,2026-06-08T05:23:03.368802+00:00,2026-06-08T00:23:03.053541-05:00,highest-temperature-in-dallas-on-june-8-2026,2026-06-08,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,81.0,81.0,64.0,75.0,82.0,,0.0,15.0,87.4,6.400000000000006,S-SW,Mostly cloudy/overcast
20260608T013317-0400,2026-06-08T05:33:17.072440+00:00,2026-06-08T00:33:16.844212-05:00,highest-temperature-in-dallas-on-june-8-2026,2026-06-08,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,81.0,81.0,64.0,75.0,82.0,,0.0,15.0,87.4,6.400000000000006,S-SW,Mostly cloudy/overcast
20260608T014336-0400,2026-06-08T05:43:36.251288+00:00,2026-06-08T00:43:35.942861-05:00,highest-temperature-in-dallas-on-june-8-2026,2026-06-08,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,81.0,81.0,64.0,75.0,82.0,,0.0,15.0,87.5,6.5,S-SW,Mostly cloudy/overcast
20260608T015350-0400,2026-06-08T05:53:50.503274+00:00,2026-06-08T00:53:50.123890-05:00,highest-temperature-in-dallas-on-june-8-2026,2026-06-08,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,81.0,81.0,64.0,75.0,82.0,,0.0,15.0,87.5,6.5,S-SW,Mostly cloudy/overcast
20260608T020403-0400,2026-06-08T06:04:03.677368+00:00,2026-06-08T01:04:03.261466-05:00,highest-temperature-in-dallas-on-june-8-2026,2026-06-08,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,81.0,81.0,64.0,75.0,82.0,29.29,0.0,14.0,87.5,6.5,S-SW,Mostly cloudy/overcast
20260608T021418-0400,2026-06-08T06:14:18.100747+00:00,2026-06-08T01:14:17.777710-05:00,highest-temperature-in-dallas-on-june-8-2026,2026-06-08,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,81.0,81.0,64.0,75.0,82.0,29.29,0.0,14.0,87.5,6.5,S-SW,Mostly cloudy/overcast
20260608T022440-0400,2026-06-08T06:24:40.130557+00:00,2026-06-08T01:24:39.859979-05:00,highest-temperature-in-dallas-on-june-8-2026,2026-06-08,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,81.0,81.0,64.0,75.0,82.0,29.29,0.0,14.0,87.5,6.5,S-SW,Mostly cloudy/overcast
20260608T023454-0400,2026-06-08T06:34:54.034157+00:00,2026-06-08T01:34:53.711144-05:00,highest-temperature-in-dallas-on-june-8-2026,2026-06-08,v0.5.0 HGBC feature-based ML model,toronto_feature_store_v0.1,9,81.0,81.0,64.0,75.0,82.0,29.29,0.0,14.0,87.5,6.5,S-SW,Mostly cloudy/overcast
